Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.774392110744509,0.549158616580624,b4152,b1612,b1611,b4122,b4138,b4123,b0621,b1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.599653031912685,0.425242748271809,b4467,b2242,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b2210,b1415,b4138,b4123,b0621,b3028,b1206,b2285,b3893,b1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.599650893906538,0.425241232202975,b4467,b2242,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b2210,b1415,b4138,b4123,b0621,b2492,b0904,b3028,b1206,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.599653031912685,0.425242748213069,b4467,b2242,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b2210,b4138,b4123,b0621,b0306,b3605,b3028,b1206,b2285,b3893,b1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.599650893906533,0.425241232177493,b4467,b2242,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b2210,b4138,b4123,b0621,b0306,b3605,b2492,b0904,b3028,b1206,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.599650893906541,0.425241232110596,b4467,b2242,b1004,b3713,b1109,b0046,b3236,b1612,b1611,b4122,b1415,b4015,b4138,b4123,b0621,b2492,b0904,b3028,b1206,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.599650893906541,0.425241232185596,b2242,b3553,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b2210,b1033,b1415,b4138,b4123,b0621,b2492,b0904,b3028,b1206,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.599653031912679,0.425242748269849,b2242,b3553,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b2210,b1033,b1415,b4138,b4123,b0621,b3028,b1206,b2285,b3893,b1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.546595288506434,0.38761695571084,b4467,b2242,b1004,b3713,b1109,b0046,b3236,b1612,b1611,b4122,b1415,b1602,b4138,b4123,b0621,b3028,b1380,b1206,b2285,b3893,b1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.546595288506404,0.387616955662795,b4467,b2242,b1004,b3713,b1109,b0046,b3236,b1612,b1611,b4122,b1415,b1602,b4138,b4123,b0621,b2492,b0904,b3028,b1380,b1206,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.599653031912673,0.425242748209203,b2242,b3553,b1004,b3713,b1109,b0046,b3236,b1612,b1611,b4122,b1033,b1415,b4015,b4138,b4123,b0621,b3028,b1206,b2285,b3893,b1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.484818485706086,0.0105414084248838,b2242,b3553,b1478,b1241,b0351,b2779,b3844,b1004,b3713,b1109,b0046,b3236,b1612,b1611,b4122,b0207,b3012,b1033,b2799,b1602,b4138,b4123,b0621,b0153,b2913,b0590,b0529,b1781,b3001,b3028,b1380,b0325,b1771,b1206,b0606,b2285,b1007,b3893,b1474,,,,,,,,,,,,,,,,,
47,0.307847478254834,0.891183970715317,b2242,b3553,b3846,b2341,b1241,b0351,b4069,b4384,b2297,b2458,b2926,b0030,b2407,b1612,b1611,b4122,b0907,b3962,b0104,b3616,b3589,b4267,b1033,b0675,b1415,b1014,b0261,b0822,b4138,b4123,b0621,b4381,b2406,b0112,b2868,b0114,b0529,b2492,b0904,b3028,b1380,b0325,b4042,b4266,b3662,b1206,b2285,,,,,,,,,
56,0.332233682471397,0.0249143699525838,b2242,b3553,b3399,b3942,b1732,b1241,b0351,b4069,b2744,b2297,b2458,b2926,b3617,b0160,b3844,b1612,b1611,b4122,b3962,b0104,b4267,b1033,b0675,b2361,b1415,b3551,b1014,b2799,b3945,b4138,b4123,b0621,b0153,b2913,b4219,b1832,b1778,b4381,b2406,b0112,b4265,b0114,b0584,b0529,b1539,b2492,b0904,b3927,b3028,b1380,b1710,b2480,b4266,b1518,b1206,b0606
