Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,
2,0.30164905070919,0.0405226337675932,PHATRDRAFT_10454,PHATRDRAFT_23913,,,,,,
2,0.301649050709191,0.0405226337676536,PHATRDRAFT_10454,PHATRDRAFT_20310,,,,,,
2,0.316302767462803,0.0302770988825237,PHATRDRAFT_26290,PHATRDRAFT_10454,,,,,,
2,0.316302767462692,0.0302770988824989,PHATRDRAFT_30145,PHATRDRAFT_10454,,,,,,
3,0.330803198248642,0.0201387379487872,PHATRDRAFT_19708,PHATRDRAFT_10454,PHATRDRAFT_18064,,,,,
4,0.181343436406086,0.0583236897680144,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,,,,
4,0.219117793005442,0.0551971380728265,PHATRDRAFT_55192,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_23913,,,,
4,0.219117793005401,0.0551971380729299,PHATRDRAFT_45947,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_23913,,,,
4,0.219117793005442,0.0551971380728265,PHATRDRAFT_54219,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_23913,,,,
4,0.21911779300552,0.0551971380731567,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_19708,PHATRDRAFT_23913,,,,
4,0.305901819829997,0.0375491973952485,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,,,,
5,0.267197036030313,0.051217659603229,PHATRDRAFT_19708,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23723,PHATRDRAFT_10693,,,
6,0.219117793005483,0.0551971380727299,PHATRDRAFT_55192,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_36390,,
6,0.219117793005533,0.0551971380722449,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_20310,PHATRDRAFT_31367,PHATRDRAFT_25572,PHATRDRAFT_23365,,
6,0.219117793005524,0.0551971380731231,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_20143,PHATRDRAFT_20310,PHATRDRAFT_25572,PHATRDRAFT_23365,,
6,0.267197036031058,0.0512176596036271,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_55069,,
6,0.219117793005483,0.0551971380727299,PHATRDRAFT_54219,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_36390,,
7,0.219117793005293,0.0551971380721467,PHATRDRAFT_55192,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_29016,PHATRDRAFT_20310,PHATRDRAFT_18064,PHATRDRAFT_44384,
8,0.219117793005293,0.0551971380721467,PHATRDRAFT_54219,PHATRDRAFT_36257,PHATRDRAFT_13894,PHATRDRAFT_17401,PHATRDRAFT_29016,PHATRDRAFT_20310,PHATRDRAFT_18064,PHATRDRAFT_44384
