Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.765573428424562,0.105435691233756,b4382,b4384,b3708,b3008,b3752,b0871,b2407,b0120,b1982,b2797,b3117,b1814,b4471,b0261,b1701,b1805,b2406,b0114,b0886,b2366,b2492,b0904,b3035,b2578,b1533,b3927,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.765573428424557,0.105435691229735,b4384,b3708,b3008,b3752,b0871,b2407,b1238,b0121,b1982,b2797,b3117,b1814,b4471,b0595,b0261,b4381,b2406,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b3821,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.760859386570224,0.104786467774915,b4382,b4384,b3708,b3008,b3752,b0871,b2407,b0120,b1982,b2797,b3117,b1814,b4471,b0595,b0261,b2406,b0452,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b4141,b1798,b3662,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.760857143626578,0.10443706354692,b2836,b4382,b4384,b3708,b3008,b0871,b0030,b2407,b0120,b1982,b2797,b3117,b1814,b4471,b0261,b2406,b0114,b0886,b2366,b2492,b0904,b0591,b2578,b1533,b3927,b4141,b1798,b3662,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.765573428424562,0.105435691230485,b0586,b4384,b3708,b3008,b0871,b0030,b2407,b1238,b0120,b1982,b2797,b3117,b1814,b4471,b0261,b1701,b1805,b4381,b2406,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.760859386570224,0.104786467760169,b2836,b4384,b3708,b3008,b3752,b0871,b2407,b1238,b1982,b2797,b3117,b1814,b4471,b0595,b0261,b4381,b2406,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b1600,b4141,b1798,b3662,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.760857143626592,0.104437063551671,b2836,b3399,b2744,b3708,b3008,b0871,b0160,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b0594,b1600,b4141,b1798,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.760870526134394,0.104751206208162,b4382,b4384,b3708,b3008,b0871,b0030,b2407,b3844,b1982,b2797,b3117,b1814,b4471,b3449,b0261,b2406,b0452,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b2965,b0693,b0594,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.760870526134404,0.104751206199845,b2836,b4384,b2744,b3708,b3008,b0871,b0030,b2407,b3844,b1982,b2797,b3117,b1814,b4471,b4374,b2361,b2291,b0261,b0411,b0114,b0886,b1539,b2492,b0904,b0591,b2578,b1533,b3927,b1600,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.765163332675397,0.0647332005241409,b0474,b2518,b3831,b4384,b3708,b3008,b3752,b0871,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b4381,b2406,b0114,b0886,b2366,b2492,b0904,b3035,b2578,b1533,b3927,b3821,b2965,b0693,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.760863363287426,0.104762485181182,b2836,b3399,b4382,b4384,b2744,b3708,b3008,b0871,b0160,b1982,b2797,b3117,b1814,b4471,b2440,b0675,b2361,b2291,b0261,b2406,b0114,b0886,b1539,b2492,b0904,b3035,b2578,b1533,b3927,b1600,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.768353883205217,0.0551634623839154,b4382,b4384,b3708,b3008,b0512,b0871,b2925,b2097,b0030,b2407,b1982,b2797,b3117,b1814,b4471,b3946,b0825,b0595,b0261,b2406,b0511,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b3821,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
