Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
1,0.0496303676191393,0.30216625929403,Rv2920c,,,,,,
1,0.0499645632213533,0.189728465133962,Rv2476c,,,,,,
3,0.0496507590026636,0.295305895657043,Rv1902c,Rv1098c,Rv1475c,,,,
3,0.0482009121851721,0.420817416482549,Rv1240,Rv0694,Rv0084,,,,
3,0.0488125286441597,0.35972629177574,Rv1240,Rv0211,Rv0694,,,,
3,0.0482009122198665,0.420817333315608,Rv1902c,Rv1098c,Rv0084,,,,
3,0.0492974411646082,0.299377822235574,Rv0211,Rv1837c,Rv0694,,,,
3,0.0492974411646082,0.299377843328483,Rv1902c,Rv0211,Rv1837c,,,,
3,0.0482009121990501,0.420817295800002,Rv1098c,Rv0694,Rv0084,,,,
3,0.0496507590859301,0.295306170349528,Rv1098c,Rv0694,Rv1475c,,,,
3,0.0482009121990501,0.420817401778599,Rv1902c,Rv1240,Rv0084,,,,
3,0.0478520063399739,0.391836541855909,Rv0211,Rv0694,Rv0084,,,,
3,0.0492974410258307,0.299377777022335,Rv0211,Rv0694,Rv1475c,,,,
3,0.049650759092869,0.295305913661914,Rv1240,Rv0694,Rv1475c,,,,
3,0.0478520063529842,0.391837251058362,Rv1902c,Rv0211,Rv0084,,,,
3,0.048812528748243,0.359726417129015,Rv1902c,Rv1240,Rv0211,,,,
3,0.0496507590859298,0.2953059028024,Rv1902c,Rv1240,Rv1475c,,,,
3,0.0492974411090971,0.299377848976385,Rv1902c,Rv0211,Rv1475c,,,,
4,0.0505803020056697,0.416908610946757,Rv1240,Rv0118c,Rv1837c,Rv0694,,,
4,0.0505803019917914,0.416908734810648,Rv1902c,Rv1098c,Rv0118c,Rv1837c,,,
4,0.0492974413311414,0.299377856175236,Rv1902c,Rv0211,Rv1915,Rv0467,,,
4,0.050580301964036,0.416908577051599,Rv1098c,Rv0694,Rv1915,Rv0467,,,
4,0.0481882218479929,0.42518241988241,Rv1188,Rv0694,Rv3150,Rv0084,,,
4,0.0492974412253236,0.299377842212771,Rv0211,Rv0694,Rv1915,Rv0467,,,
4,0.0496316081689686,0.301749214058005,Rv1188,Rv0694,Rv3150,Rv1475c,,,
4,0.0505803019917919,0.416908606910294,Rv1902c,Rv1240,Rv1915,Rv0467,,,
4,0.0505803019432197,0.416908543052122,Rv1240,Rv0694,Rv1915,Rv0467,,,
4,0.0505803019709754,0.416908577273869,Rv1902c,Rv1098c,Rv1915,Rv0467,,,
4,0.0505803019917915,0.416908684879232,Rv1098c,Rv0118c,Rv1837c,Rv0694,,,
4,0.0505803019154642,0.41690858983804,Rv1902c,Rv1240,Rv0118c,Rv1837c,,,
5,0.0505803019987308,0.416908422076613,Rv1902c,Rv2332,Rv1240,Rv1098c,Rv0118c,,
5,0.0481882218132989,0.425182432038823,Rv1902c,Rv1188,Rv1872c,Rv3150,Rv0084,,
5,0.0505803019917919,0.416908680293436,Rv2332,Rv1240,Rv1098c,Rv0118c,Rv0694,,
5,0.0505459021939552,0.421521954017348,Rv1188,Rv0694,Rv3150,Rv1915,Rv0467,,
5,0.0496316081550906,0.301749121068312,Rv1902c,Rv1188,Rv1872c,Rv3150,Rv1475c,,
5,0.0505459021939555,0.421521833832454,Rv1188,Rv0118c,Rv1837c,Rv0694,Rv3150,,
6,0.0353287113133609,0.464991070568765,Rv2194,Rv0694,Rv0107c,Rv1311,Rv0084,Rv1623c,
6,0.0481882218063598,0.425182485225209,Rv3319,Rv0247c,Rv0248c,Rv1188,Rv0694,Rv0084,
6,0.0496316081412129,0.301749092723321,Rv3319,Rv0247c,Rv0248c,Rv1188,Rv0694,Rv1475c,
6,0.0353287113411163,0.464990731406369,Rv1902c,Rv2194,Rv0107c,Rv1311,Rv0084,Rv1623c,
6,0.0353287112023387,0.464990665467259,Rv1902c,Rv2200c,Rv1607,Rv1311,Rv0084,Rv1623c,
6,0.0359042178375275,0.400423683437808,Rv2200c,Rv0694,Rv1311,Rv0084,Rv1623c,Rv1475c,
6,0.0353287113133609,0.464991070568765,Rv2194,Rv0694,Rv1607,Rv1311,Rv0084,Rv1623c,
6,0.0359042179207942,0.40042320652301,Rv1902c,Rv2200c,Rv1311,Rv0084,Rv1623c,Rv1475c,
6,0.0359042179207942,0.400423589221425,Rv1902c,Rv2194,Rv1311,Rv0084,Rv1623c,Rv1475c,
6,0.0496316081550906,0.301748776391466,Rv3319,Rv0247c,Rv0248c,Rv1902c,Rv1188,Rv1475c,
6,0.0353287113133609,0.464991037041153,Rv2200c,Rv0694,Rv1607,Rv1311,Rv0084,Rv1623c,
7,0.0353287112838706,0.464990630962808,Rv3777,Rv1902c,Rv1607,Rv1311,Rv3150,Rv0084,Rv1623c
