Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
3,0.0935477538964284,1.69974538922728,TM0273,TM1640,TM1217,,
4,0.0935559307426847,1.69972404310303,TM0209,TM0289,TM1640,TM1217,
5,0.0979015153589291,1.65219327738276,TM1385,TM1062,TM1640,TM1217,TM0296
5,0.0979015153589291,1.65219327738276,TM1385,TM1640,TM1217,TM0067,TM1667
5,0.0979015153589291,1.65219327738276,TM1385,TM1062,TM1640,TM1217,TM1667
5,0.0979015153589291,1.65219327738276,TM1385,TM1640,TM1217,TM0064,TM1667
5,0.0979015153589291,1.65219327738276,TM1385,TM1640,TM1217,TM0583,TM1667
5,0.0979015153589291,1.65219327738276,TM1385,TM1640,TM1217,TM0069,TM1667
5,0.0979015153589291,1.65219327738276,TM1385,TM1640,TM1217,TM0296,TM0068
5,0.0965490395282804,1.65415033344672,TM0289,TM1385,TM1640,TM1217,TM0296
5,0.0979015153589291,1.65219327738276,TM1385,TM1640,TM1217,TM0064,TM0296
5,0.0979015153589291,1.65219327738276,TM1385,TM1640,TM1217,TM0296,TM0583
5,0.0979015153589291,1.65219327738276,TM1385,TM1640,TM1217,TM0296,TM0069
5,0.0979015153589291,1.65219327738276,TM1385,TM1640,TM1217,TM0067,TM0296
5,0.0965490395282804,1.65415033344672,TM0289,TM1385,TM1640,TM1217,TM1667
5,0.0979015153589291,1.65219327738276,TM1385,TM1640,TM1217,TM0068,TM1667
