Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.405102673272541,0,b1241,b0351,b0474,b0727,b2587,b0356,b1478,b3603,b2975,b3925,b4232,b2492,b0904,b4152,b1819,b1611,b4122,b1612,b3528,b1852,b0809,b1524,b0485,b1812,b3213,b4077,b2029,b4015,b1380,b2133,b4014,b2976,b1479,b1603,b3962,b3114,b3951,b0903,b0767,b3403,b1702,b1676,b1854,b0721,b0729
