Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
1,0.211484445514808,0.641713703316559,CLJU_RS18495,,,,,
1,0.211484445514808,0.641713703316559,CLJU_RS18510,,,,,
2,0.134858673264703,0.409205785486357,CLJU_RS06265,CLJU_RS01155,,,,
2,0.134858673264703,0.409205785486357,CLJU_RS01155,CLJU_RS06260,,,,
2,0.215646194324393,0.137634566182099,CLJU_RS11880,CLJU_RS18530,,,,
2,0.215646194324393,0.137634566182099,CLJU_RS11895,CLJU_RS18530,,,,
4,0.211633186622199,0.286383502303966,CLJU_RS12245,CLJU_RS01155,CLJU_RS02910,CLJU_RS01595,,
4,0.210368454190213,0.139573342470659,CLJU_RS19990,CLJU_RS12245,CLJU_RS01155,CLJU_RS01595,,
5,0.220002075559223,1.42392899748713,CLJU_RS12245,CLJU_RS09865,CLJU_RS09915,CLJU_RS01155,CLJU_RS02910,
5,0.218977239640123,1.29656826956448,CLJU_RS19990,CLJU_RS12245,CLJU_RS09865,CLJU_RS09915,CLJU_RS01155,
5,0.21265597460235,0.263603377992498,CLJU_RS12245,CLJU_RS20875,CLJU_RS02035,CLJU_RS01155,CLJU_RS01595,
6,0.221036549258346,1.39927707446521,CLJU_RS12245,CLJU_RS09865,CLJU_RS09915,CLJU_RS20875,CLJU_RS02035,CLJU_RS01155
