Deletion size,Max growth rate,Min production rate,Deleted genes,
1,0.359606707775729,0.0127305538761481,PHATRDRAFT_3369,
1,0.35960670777562,0.0127305538761443,PHATRDRAFT_50770,
1,0.359606707775727,0.0127305538761481,Phatr3_EG02313,
2,0.359606707775733,0.0127305538761483,PHATRDRAFT_54493,PHATRDRAFT_45434
