Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.62123034161536,0.0598362852852006,b4467,b1478,b1241,b0351,b2779,b3844,b1004,b3713,b1109,b0046,b3236,b1602,b0507,b0529,b1380,b2660,b0606,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.699695946186623,1.24366837566916,b3073,b2925,b2097,b3124,b1779,b2690,b1493,b3517,b4014,b2976,b0726,b3945,b0010,b2789,b3127,b0755,b3612,b1298,b0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.67516827323714,1.09861254642277,b4382,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b0871,b3617,b2407,b0517,b0261,b0507,b0511,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.794639174914349,0.183405635252915,b2836,b3708,b3008,b0871,b0517,b2797,b3117,b1814,b4471,b4381,b0511,b0114,b0509,b3125,b2366,b2492,b0904,b1533,b0508,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.518480022696666,0.843074181668089,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b0871,b3617,b0030,b2407,b1982,b0261,b0507,b4381,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.577518455216619,0.197580036170246,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b2779,b1004,b3713,b1109,b0046,b3236,b1779,b1602,b2913,b1380,b0606,b0221,b2285,b3924,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.611771128008157,0.117764106822698,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b1602,b2913,b0509,b3125,b1380,b0508,b0606,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.675168273237127,1.09861254639875,b4382,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b0871,b3617,b2407,b3124,b0517,b0261,b2789,b3127,b0511,b0114,b0529,b2492,b0904,b0514,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.611771128008157,0.117764106822698,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b2926,b3844,b1004,b3713,b1109,b0046,b3236,b1602,b2913,b0509,b3125,b1380,b0508,b0606,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.607696420155039,1.21637639685571,b4467,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b1004,b3713,b1109,b0046,b3236,b1602,b0507,b3915,b0452,b0755,b3612,b1380,b2660,b0606,b2285,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.489242264378611,1.20965311897091,b4467,b1241,b0351,b0871,b2925,b2097,b1004,b3713,b1109,b0046,b3236,b1779,b2690,b3945,b1602,b2913,b4381,b1727,b2492,b0904,b1380,b0606,b2285,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,
