Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
2,0.359606707775731,0.354989261116884,PHATRDRAFT_23908,PHATRDRAFT_26290,,,,,,,,,
2,0.359606707775731,0.354989261116884,PHATRDRAFT_23908,PHATRDRAFT_30145,,,,,,,,,
2,0.35960670777573,0.104453486020134,PHATRDRAFT_23908,PHATRDRAFT_55069,,,,,,,,,
2,0.359606707775734,0.10445348602002,PHATRDRAFT_23908,PHATRDRAFT_35580,,,,,,,,,
2,0.35960670777573,0.104453486020134,PHATRDRAFT_23908,PHATRDRAFT_17720,,,,,,,,,
2,0.359606707775727,0.104453486020361,PHATRDRAFT_23908,PHATRDRAFT_51970,,,,,,,,,
2,0.35960670777573,0.104453486020134,PHATRDRAFT_23908,PHATRDRAFT_22803,,,,,,,,,
2,0.35960670777573,0.104453486020134,PHATRDRAFT_23908,PHATRDRAFT_23723,,,,,,,,,
2,0.359606707775733,0.104453486020134,PHATRDRAFT_23908,PHATRDRAFT_42245,,,,,,,,,
2,0.35960670777573,0.104453486020134,PHATRDRAFT_23908,PHATRDRAFT_41969,,,,,,,,,
2,0.35960670777573,0.104453486020134,PHATRDRAFT_23908,PHATRDRAFT_11319,,,,,,,,,
2,0.359606707775731,0.104453486020134,PHATRDRAFT_23908,PHATRDRAFT_20310,,,,,,,,,
3,0.359606707775625,0.10445348602002,PHATRDRAFT_23908,PHATRDRAFT_55192,PHATRDRAFT_35240,,,,,,,,
4,0.359606707775732,0.104453486020051,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54082,PHATRDRAFT_51970,,,,,,,
7,0.359606707775733,0.0722850837399847,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54082,PHATRDRAFT_draft348,PHATRDRAFT_39711,PHATRDRAFT_50971,PHATRDRAFT_42245,,,,
7,0.359606707775732,0.212937515942372,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54082,PHATRDRAFT_30145,PHATRDRAFT_39711,PHATRDRAFT_50971,PHATRDRAFT_42245,,,,
8,0.359606707775731,0.16443341494255,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54082,PHATRDRAFT_26290,PHATRDRAFT_39711,PHATRDRAFT_50971,PHATRDRAFT_20310,PHATRDRAFT_16375,,,
9,0.359606707775703,0.212937515942485,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54082,PHATRDRAFT_54219,PHATRDRAFT_26290,PHATRDRAFT_39711,PHATRDRAFT_50971,PHATRDRAFT_23913,PHATRDRAFT_16375,,
9,0.359606707775733,0.072285083740212,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54082,PHATRDRAFT_39711,PHATRDRAFT_50971,PHATRDRAFT_20310,PHATRDRAFT_18064,PHATRDRAFT_16375,PHATRDRAFT_43697,,
9,0.359606707775728,0.164433414942437,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54082,PHATRDRAFT_26290,PHATRDRAFT_39711,PHATRDRAFT_50971,PHATRDRAFT_draft765,PHATRDRAFT_16375,PHATRDRAFT_54528,,
10,0.359606707775731,0.164433414942209,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54082,PHATRDRAFT_26290,PHATRDRAFT_1155,PHATRDRAFT_13232,PHATRDRAFT_39711,PHATRDRAFT_50971,PHATRDRAFT_18940,PHATRDRAFT_54528,
11,0.359606707775728,0.072285083739871,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54082,PHATRDRAFT_1155,PHATRDRAFT_draft348,PHATRDRAFT_13232,PHATRDRAFT_39711,PHATRDRAFT_50971,PHATRDRAFT_31367,PHATRDRAFT_18940,PHATRDRAFT_23723
11,0.35960670777573,0.0722850837400308,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_30519,PHATRDRAFT_27976,PHATRDRAFT_19244,PHATRDRAFT_45239,Phatr3_EG02361,PHATRDRAFT_39711,PHATRDRAFT_42245,PHATRDRAFT_43697,PHATRDRAFT_15536
11,0.35960670777573,0.0722850837400308,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_30519,PHATRDRAFT_27976,PHATRDRAFT_45239,Phatr3_EG02361,PHATRDRAFT_42458,PHATRDRAFT_39711,PHATRDRAFT_42245,PHATRDRAFT_43697,PHATRDRAFT_15536
