Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.337776358307213,0.0453758685163264,PHATRDRAFT_10454,PHATRDRAFT_42245,,,
2,0.337776358306674,0.0453758685162574,PHATRDRAFT_10454,PHATRDRAFT_23913,,,
2,0.337776358307376,0.0453758685163483,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
2,0.337776358307932,0.045375868516423,PHATRDRAFT_10454,PHATRDRAFT_859,,,
2,0.337776358307466,0.0453758685163604,PHATRDRAFT_10454,PHATRDRAFT_48078,,,
2,0.359606707775731,0.0301194546772103,PHATRDRAFT_26290,PHATRDRAFT_10454,,,
2,0.359606707766853,0.0301194546540135,PHATRDRAFT_30145,PHATRDRAFT_10454,,,
3,0.337776358307157,0.0453758685163189,PHATRDRAFT_10454,PHATRDRAFT_25932,PHATRDRAFT_11014,,
3,0.337776358307155,0.0453758685163186,PHATRDRAFT_55192,PHATRDRAFT_10454,PHATRDRAFT_35240,,
4,0.294785893302713,0.0489341531128694,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,PHATRDRAFT_10693,
4,0.294785893302713,0.0489341531128694,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,
4,0.294785893302479,0.0489341531128307,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_48078,PHATRDRAFT_10693,
4,0.32814573510816,0.0461729870899545,PHATRDRAFT_26290,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,
4,0.359606707775842,0.0301194546772186,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_10454,PHATRDRAFT_23723,
4,0.359606707775731,0.0220707141631759,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245,
4,0.359606707775731,0.0220707141631759,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,
4,0.359606707775704,0.0220707141631742,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_48078,PHATRDRAFT_10693,
4,0.359606707775731,0.0220707141631759,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245,PHATRDRAFT_10693,
4,0.359606707775731,0.0129761952256442,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,
4,0.359606707775731,0.0220707141631759,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,PHATRDRAFT_10693,
5,0.294785893302712,0.0489341531128694,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_20310,PHATRDRAFT_31367
5,0.359606707775731,0.022070714163176,PHATRDRAFT_55192,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_35240,PHATRDRAFT_10693
5,0.359606707775728,0.0220707141631757,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_20143,PHATRDRAFT_2215,PHATRDRAFT_20310
5,0.359606707775703,0.00817845856638338,PHATRDRAFT_19708,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_20310
