Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775714,0.0283917239574022,PHATRDRAFT_54015,PHATRDRAFT_22803,PHATRDRAFT_21970,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775714,0.0283917239574022,PHATRDRAFT_54015,PHATRDRAFT_23723,PHATRDRAFT_21970,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775676,0.0283917239588436,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775731,0.0283917239589052,PHATRDRAFT_54015,PHATRDRAFT_51970,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775676,0.0283917239588436,PHATRDRAFT_54015,PHATRDRAFT_22803,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775676,0.0283917239588436,PHATRDRAFT_54015,PHATRDRAFT_19979,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.35960670777573,0.028391723958863,PHATRDRAFT_54015,PHATRDRAFT_20310,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775714,0.0283917239574022,PHATRDRAFT_54015,PHATRDRAFT_19979,PHATRDRAFT_21970,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775726,0.0283917239589776,PHATRDRAFT_54015,PHATRDRAFT_48078,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775731,0.0283917239592353,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775731,0.0283917239589539,PHATRDRAFT_54015,PHATRDRAFT_20310,PHATRDRAFT_21970,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775714,0.0283917239574022,PHATRDRAFT_54015,PHATRDRAFT_41969,PHATRDRAFT_21970,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775729,0.0283917239589659,PHATRDRAFT_54015,PHATRDRAFT_21970,PHATRDRAFT_42245,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775729,0.028391723958749,PHATRDRAFT_54015,PHATRDRAFT_54478,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775732,0.0283917239589308,PHATRDRAFT_54015,PHATRDRAFT_42245,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775729,0.0283917239588487,PHATRDRAFT_54015,PHATRDRAFT_21970,PHATRDRAFT_35580,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775714,0.0283917239574022,PHATRDRAFT_54015,PHATRDRAFT_21970,PHATRDRAFT_31436,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775728,0.0283917239589426,PHATRDRAFT_54015,PHATRDRAFT_23913,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775676,0.0283917239588436,PHATRDRAFT_54015,PHATRDRAFT_17720,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775676,0.0283917239588436,PHATRDRAFT_54015,PHATRDRAFT_23723,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775676,0.0283917239588436,PHATRDRAFT_54015,PHATRDRAFT_31436,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775714,0.0283917239574022,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_21970,,,,,,,,,,,,,,,,,,,,,,
4,0.35960670777573,0.205916612547131,PHATRDRAFT_49229,PHATRDRAFT_30145,PHATRDRAFT_54015,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,
4,0.35960670777584,0.0283917239592388,PHATRDRAFT_45947,PHATRDRAFT_54015,PHATRDRAFT_28068,PHATRDRAFT_21970,,,,,,,,,,,,,,,,,,,,,
5,0.359606707775732,0.0547947865909824,PHATRDRAFT_30145,PHATRDRAFT_54015,PHATRDRAFT_36256,PHATRDRAFT_14962,PHATRDRAFT_21970,,,,,,,,,,,,,,,,,,,,
9,0.359606707775733,0.38086681697783,PHATRDRAFT_51092,PHATRDRAFT_12762,PHATRDRAFT_21988,PHATRDRAFT_49339,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_34392,PHATRDRAFT_42245,PHATRDRAFT_28181,,,,,,,,,,,,,,,,
11,0.35960670777573,0.303433596417044,PHATRDRAFT_20342,PHATRDRAFT_50577,PHATRDRAFT_21988,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_28191,Phatr3_EG02361,PHATRDRAFT_34392,PHATRDRAFT_21970,PHATRDRAFT_42245,PHATRDRAFT_15536,,,,,,,,,,,,,,
12,0.359606707775742,0.513292176440113,PHATRDRAFT_20342,PHATRDRAFT_14792,PHATRDRAFT_21988,PHATRDRAFT_34120,PHATRDRAFT_49339,PHATRDRAFT_36913,PHATRDRAFT_46664,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_34392,PHATRDRAFT_21970,PHATRDRAFT_42245,,,,,,,,,,,,,
13,0.359606707775729,0.380866816976681,PHATRDRAFT_20192,PHATRDRAFT_51092,PHATRDRAFT_50577,PHATRDRAFT_54219,PHATRDRAFT_21988,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_28191,Phatr3_EG02361,PHATRDRAFT_34392,PHATRDRAFT_48078,PHATRDRAFT_21970,PHATRDRAFT_16375,,,,,,,,,,,,
14,0.359606707775733,0.6472036059519,PHATRDRAFT_20192,PHATRDRAFT_26934,PHATRDRAFT_51092,PHATRDRAFT_54219,PHATRDRAFT_21988,PHATRDRAFT_26290,PHATRDRAFT_49339,PHATRDRAFT_1155,PHATRDRAFT_13232,PHATRDRAFT_46664,Phatr3_EG02361,PHATRDRAFT_34392,PHATRDRAFT_39711,PHATRDRAFT_43194,,,,,,,,,,,
15,0.359606707775733,1.29916570394416,PHATRDRAFT_51092,PHATRDRAFT_27726,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_21988,PHATRDRAFT_26290,Phatr3_EG02361,PHATRDRAFT_27166,PHATRDRAFT_45592,PHATRDRAFT_34392,PHATRDRAFT_21970,PHATRDRAFT_16375,PHATRDRAFT_8990,PHATRDRAFT_54528,,,,,,,,,,
15,0.359606707775733,0.326017609766905,PHATRDRAFT_20342,PHATRDRAFT_54082,PHATRDRAFT_50577,PHATRDRAFT_21988,Phatr3_EG02232,PHATRDRAFT_26290,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_34120,Phatr3_EG02361,PHATRDRAFT_8982,PHATRDRAFT_34392,PHATRDRAFT_42245,PHATRDRAFT_51970,PHATRDRAFT_28181,,,,,,,,,,
17,0.359606707775733,0.00550209807613555,PHATRDRAFT_20342,PHATRDRAFT_12902,PHATRDRAFT_12762,Phatr3_EG02261,PHATRDRAFT_21988,PHATRDRAFT_34120,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_46664,Phatr3_EG02361,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_34392,PHATRDRAFT_15917,PHATRDRAFT_39711,PHATRDRAFT_42245,PHATRDRAFT_45428,,,,,,,,
18,0.359606707775656,0.556774900834726,PHATRDRAFT_51092,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_800,PHATRDRAFT_26290,PHATRDRAFT_31906,PHATRDRAFT_8982,PHATRDRAFT_54731,PHATRDRAFT_859,PHATRDRAFT_20310,PHATRDRAFT_13005,PHATRDRAFT_50084,PHATRDRAFT_21970,PHATRDRAFT_draft645,PHATRDRAFT_22117,PHATRDRAFT_15777,PHATRDRAFT_49505,Phatr3_EG02292,,,,,,,
18,0.359606707775732,0.556774900839123,PHATRDRAFT_51092,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_800,PHATRDRAFT_12902,PHATRDRAFT_55192,PHATRDRAFT_26290,PHATRDRAFT_draft542,PHATRDRAFT_31906,PHATRDRAFT_8982,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_19979,PHATRDRAFT_859,PHATRDRAFT_21970,PHATRDRAFT_22117,PHATRDRAFT_49505,PHATRDRAFT_43604,,,,,,,
19,0.359606707775737,0.0199938015559264,PHATRDRAFT_51092,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_50577,PHATRDRAFT_21988,PHATRDRAFT_55126,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_34392,PHATRDRAFT_859,PHATRDRAFT_20310,PHATRDRAFT_23913,PHATRDRAFT_44806,Phatr3_EG02569,PHATRDRAFT_21970,PHATRDRAFT_8990,PHATRDRAFT_12452,Phatr3_EG02611,,,,,,
