Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,
6,0.359606707775622,209.475151345707,PHATRDRAFT_51092,PHATRDRAFT_49339,PHATRDRAFT_22122,PHATRDRAFT_36913,PHATRDRAFT_50742,Phatr3_EG02361,,,,,,,,,,,,,,,
6,0.359606707775729,79.7898523539742,PHATRDRAFT_51092,PHATRDRAFT_3969,PHATRDRAFT_29157,PHATRDRAFT_45239,PHATRDRAFT_43697,PHATRDRAFT_23830,,,,,,,,,,,,,,,
6,0.359606707775729,25.8297279445356,PHATRDRAFT_51092,PHATRDRAFT_21988,PHATRDRAFT_3969,PHATRDRAFT_49339,PHATRDRAFT_22122,Phatr3_EG02361,,,,,,,,,,,,,,,
7,0.359606707775732,208.117494439852,PHATRDRAFT_51092,PHATRDRAFT_22913,PHATRDRAFT_55079,PHATRDRAFT_49339,PHATRDRAFT_29157,PHATRDRAFT_31906,Phatr3_EG02361,,,,,,,,,,,,,,
8,0.359606707775732,106.794274061056,PHATRDRAFT_51092,PHATRDRAFT_50577,PHATRDRAFT_29157,PHATRDRAFT_45239,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_43697,PHATRDRAFT_51830,,,,,,,,,,,,,
8,0.35960670777573,60.3043077906755,PHATRDRAFT_51092,PHATRDRAFT_54082,PHATRDRAFT_22913,PHATRDRAFT_55079,PHATRDRAFT_22122,PHATRDRAFT_36913,PHATRDRAFT_50971,PHATRDRAFT_43697,,,,,,,,,,,,,
8,0.359606707775735,22.9372161202957,PHATRDRAFT_51092,PHATRDRAFT_2793,PHATRDRAFT_31994,PHATRDRAFT_27726,PHATRDRAFT_21988,PHATRDRAFT_49339,Phatr_9124,Phatr3_EG02361,,,,,,,,,,,,,
9,0.359606707775827,6.10123832932404,PHATRDRAFT_51092,PHATRDRAFT_27726,PHATRDRAFT_12031,PHATRDRAFT_44906,PHATRDRAFT_30145,PHATRDRAFT_49339,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_54528,,,,,,,,,,,,
9,0.359606707775732,0.331885888798782,PHATRDRAFT_51092,PHATRDRAFT_27726,PHATRDRAFT_49229,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_22122,Phatr3_EG02361,PHATRDRAFT_23830,PHATRDRAFT_46728,,,,,,,,,,,,
10,0.359606707775729,7.25903019426403,PHATRDRAFT_51092,PHATRDRAFT_2793,PHATRDRAFT_31994,PHATRDRAFT_30145,PHATRDRAFT_36257,Phatr_9124,PHATRDRAFT_31906,Phatr3_EG02361,PHATRDRAFT_42245,PHATRDRAFT_23830,,,,,,,,,,,
11,0.359606707775865,19.4428695253588,PHATRDRAFT_51092,PHATRDRAFT_12031,PHATRDRAFT_44906,PHATRDRAFT_55192,PHATRDRAFT_21988,PHATRDRAFT_3969,PHATRDRAFT_34120,PHATRDRAFT_49339,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_17720,,,,,,,,,,
11,0.359606707775734,3.67831307115565,PHATRDRAFT_800,PHATRDRAFT_30145,PHATRDRAFT_48983,PHATRDRAFT_31906,Phatr3_EG02361,PHATRDRAFT_12331,PHATRDRAFT_35566,PHATRDRAFT_43697,PHATRDRAFT_28181,PHATRDRAFT_23830,PHATRDRAFT_54528,,,,,,,,,,
12,0.359606707775731,2.66301753455789,PHATRDRAFT_27726,PHATRDRAFT_800,PHATRDRAFT_45947,PHATRDRAFT_48983,PHATRDRAFT_22122,PHATRDRAFT_45239,PHATRDRAFT_50971,PHATRDRAFT_859,Phatr3_EG02569,PHATRDRAFT_43697,PHATRDRAFT_23830,Phatr3_EG02101,,,,,,,,,
13,0.359606707775781,143.880081663297,PHATRDRAFT_800,PHATRDRAFT_21988,PHATRDRAFT_49339,PHATRDRAFT_22122,PHATRDRAFT_45239,PHATRDRAFT_31906,PHATRDRAFT_50742,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_21970,PHATRDRAFT_22117,PHATRDRAFT_16375,PHATRDRAFT_31436,,,,,,,,
14,0.359606707775731,125.34276180578,PHATRDRAFT_27726,PHATRDRAFT_800,PHATRDRAFT_21988,PHATRDRAFT_34120,PHATRDRAFT_49339,PHATRDRAFT_29157,PHATRDRAFT_50742,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_43194,Phatr3_EG02569,PHATRDRAFT_21970,PHATRDRAFT_35580,PHATRDRAFT_43697,,,,,,,
16,0.359606707775731,46.5896162896091,PHATRDRAFT_27726,PHATRDRAFT_800,PHATRDRAFT_12031,PHATRDRAFT_44906,PHATRDRAFT_26290,PHATRDRAFT_22122,PHATRDRAFT_45239,PHATRDRAFT_draft348,PHATRDRAFT_50742,PHATRDRAFT_42458,PHATRDRAFT_45846,PHATRDRAFT_36048,PHATRDRAFT_51703,PHATRDRAFT_35566,PHATRDRAFT_16375,PHATRDRAFT_43697,,,,,
16,0.359606707775731,4.67234420598925,PHATRDRAFT_27726,PHATRDRAFT_54082,PHATRDRAFT_800,Phatr3_EG02232,PHATRDRAFT_49601,PHATRDRAFT_26290,PHATRDRAFT_55126,PHATRDRAFT_48983,PHATRDRAFT_19244,PHATRDRAFT_45239,PHATRDRAFT_draft1572,Phatr3_EG02361,PHATRDRAFT_35566,PHATRDRAFT_21970,PHATRDRAFT_42245,PHATRDRAFT_45428,,,,,
18,0.359606707775731,8.1743719044421,PHATRDRAFT_27726,PHATRDRAFT_800,PHATRDRAFT_12031,PHATRDRAFT_44906,PHATRDRAFT_30145,PHATRDRAFT_21988,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_45239,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_39711,Phatr3_EG02569,PHATRDRAFT_42245,,,
21,0.359606707775727,0.0136350895663507,PHATRDRAFT_draft870,PHATRDRAFT_800,PHATRDRAFT_30145,PHATRDRAFT_55192,PHATRDRAFT_36257,PHATRDRAFT_8691,PHATRDRAFT_49339,PHATRDRAFT_31906,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_15917,PHATRDRAFT_49702,PHATRDRAFT_41969,PHATRDRAFT_1784,PHATRDRAFT_35566,PHATRDRAFT_1358,PHATRDRAFT_21970,PHATRDRAFT_43697,PHATRDRAFT_23830
