Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.727376669393231,0.23141197806896,b4382,b4069,b4384,b3708,b3008,b3752,b2297,b2458,b2407,b2687,b1982,b2797,b3117,b1814,b4471,b2406,b0114,b1539,b2492,b0904,b2578,b1533,b3927,b3821,b2413,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.727376669393236,0.231411977974893,b4382,b4069,b4384,b3708,b3008,b2297,b2458,b0030,b2407,b2687,b1982,b2797,b3117,b1814,b4471,b2406,b0114,b2366,b2492,b0904,b2578,b1533,b3927,b3821,b2413,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.65039330660099,0.206920028926539,b4069,b4384,b3708,b3008,b3115,b1849,b2296,b2926,b0030,b2407,b2687,b1982,b2797,b3117,b1814,b4471,b4381,b2406,b0114,b1539,b2492,b0904,b2578,b1533,b3927,b3821,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.780675972133771,0.107795425962093,b3399,b2744,b3708,b3008,b0871,b0160,b1238,b2687,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b4381,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b3821,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.780675972133746,0.107795425961978,b4382,b4384,b3708,b3008,b3752,b0871,b2407,b2687,b1982,b2797,b3117,b1814,b4471,b2406,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b2835,b0494,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.78067597213374,0.107795425961623,b4382,b4384,b3708,b3008,b0871,b0030,b2407,b2687,b1982,b2797,b3117,b1814,b4471,b1701,b1805,b2406,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.64689235542868,0.20494877566413,b4069,b4384,b3708,b3008,b2297,b2458,b2779,b0030,b2407,b3844,b2687,b1982,b2797,b3117,b1814,b4471,b4381,b2406,b3915,b0452,b0114,b1539,b2492,b0904,b2578,b1533,b3927,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.780675972133771,0.107795425962093,b3399,b2744,b3708,b3008,b0871,b0160,b1238,b2687,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b4381,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b2835,b0494,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.646861047335498,0.205317658443898,b4069,b4384,b3708,b3008,b3752,b2297,b2458,b2926,b2407,b2687,b1982,b2797,b3117,b1814,b4471,b4381,b2406,b3915,b0452,b0114,b2366,b2492,b0904,b2578,b1533,b3927,b3662,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.650393306600988,0.206920028919832,b4069,b4384,b3708,b3008,b3752,b3115,b1849,b2296,b2926,b2407,b2687,b1982,b2797,b3117,b1814,b4471,b2440,b4381,b2406,b0114,b2366,b2492,b0904,b2578,b1533,b3927,b0494,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.775519305032332,0.107083395431599,b3399,b2744,b3708,b3008,b0871,b0160,b2687,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0452,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b4141,b1798,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.780675972133767,0.107795425962275,b4382,b4384,b2744,b3708,b3008,b3752,b0871,b2407,b2687,b1982,b2797,b3117,b1814,b4471,b0411,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b2835,b0494,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
