Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.648335198167525,1.24338794057769,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b3617,b2407,b3665,b4381,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1511,,,,,,,,,,,,,,,,,,,,,,
20,0.648335198167607,1.24338794057987,b4382,b1241,b0351,b4069,b4384,b2297,b2458,b0030,b2407,b3616,b3589,b3665,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1518,,,,,,,,,,,,,,,,,,,,,
20,0.648364998656347,1.24329985869471,b2066,b1241,b0351,b4069,b4384,b2297,b2458,b3617,b0030,b2407,b2498,b3665,b0261,b3654,b3714,b3664,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,
20,0.679953156890375,0.867631560733158,b0469,b4382,b1241,b0351,b4069,b4384,b3115,b1849,b2296,b3617,b2407,b3665,b0507,b3654,b3714,b3664,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,
20,0.604978805874276,0.771963039305223,b0469,b4382,b1241,b0351,b4069,b4384,b2297,b2458,b2407,b1779,b3616,b3589,b3665,b3654,b3714,b3664,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,
20,0.695072941283603,0.572264673725339,b0469,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b0871,b3617,b3665,b4381,b3654,b2868,b3714,b3664,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,
20,0.648335198167537,1.24338794057814,b4382,b1241,b0351,b4069,b4384,b3115,b1849,b2296,b3617,b0030,b2407,b3665,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1518,,,,,,,,,,,,,,,,,,,,,
20,0.648390020276597,1.2434930793209,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b2883,b4381,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b1518,,,,,,,,,,,,,,,,,,,,,
20,0.648335198167606,1.24338794057978,b4382,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b2407,b3616,b3589,b3665,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1511,,,,,,,,,,,,,,,,,,,,,
20,0.648419825805539,1.24340499481825,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b2883,b0261,b4381,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,
