Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.467591591433619,1.399211726371,b3399,b0586,b1241,b0351,b4069,b2502,b2744,b3708,b2297,b2458,b3617,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b3161,b0112,b2975,b0114,b3603,b2366,b2492,b0904,b1533,b3821,b1473,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.465833519589873,1.39391336116671,b2836,b3553,b4382,b1241,b0351,b4069,b4384,b3708,b3752,b2297,b2458,b2407,b1982,b2797,b3117,b1814,b4471,b3616,b3589,b1033,b0261,b0507,b3709,b2406,b3161,b0112,b0114,b1539,b2492,b0904,b3035,b1533,b1473,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.76142272485078,0.258979284965702,b0586,b4384,b2744,b3708,b3008,b3752,b0871,b2407,b0120,b1982,b2797,b3117,b1814,b4471,b4374,b2361,b2291,b0261,b0411,b0507,b3709,b3161,b0112,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b3821,b1473,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.7614227248508,0.258979284964034,b3399,b2744,b3708,b3008,b0871,b0160,b1982,b2797,b3117,b1814,b4471,b0595,b4374,b0675,b2361,b2291,b0261,b1701,b1805,b0507,b3709,b3161,b0112,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b2965,b0693,b1473,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.765470566972103,0.233509858313951,b3399,b4382,b2744,b3708,b3008,b0871,b0160,b0120,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b0261,b1701,b1805,b3709,b4381,b2406,b3161,b0112,b2868,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b1473,b0594,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.761129359256126,0.151602358290757,b2836,b3399,b4382,b2744,b3708,b3008,b0871,b0160,b3844,b0583,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b0261,b0507,b3709,b4381,b2406,b3161,b0112,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b1473,b1600,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.537319454253921,0.341410631915394,b4382,b4069,b4384,b3708,b3008,b3752,b2297,b2458,b2407,b1982,b2688,b2797,b3117,b1814,b4471,b0261,b3709,b2406,b3161,b0112,b0452,b0114,b1539,b2492,b0904,b0591,b2578,b1533,b3927,b1473,b0515,b4141,b1798,b3662,b0221,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.467594325290623,1.39921990710839,b3553,b3399,b1241,b0351,b4069,b2502,b2744,b3708,b2297,b2458,b0583,b1982,b2797,b3117,b1814,b4471,b3616,b3589,b1033,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b3161,b0112,b0114,b1539,b2492,b0904,b1533,b3821,b1473,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.465830806283676,1.39390524214382,b2836,b3399,b1241,b0351,b4069,b2744,b3708,b2297,b2458,b3617,b0160,b1238,b1982,b2797,b3117,b1814,b4471,b0596,b0675,b2361,b0261,b0507,b3709,b4381,b2406,b3161,b0112,b2975,b0114,b3603,b1539,b2492,b0904,b1533,b1473,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.713537331501297,0.450397964216718,b3399,b4069,b2744,b3708,b3008,b3115,b1849,b2296,b0160,b1982,b2797,b3117,b1814,b4471,b2440,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b3161,b0112,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b1473,b0494,b0594,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.709444920688774,0.447757577420002,b3399,b4069,b2502,b2744,b3708,b3008,b3115,b1849,b2296,b0583,b1982,b2797,b3117,b1814,b4471,b2440,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b3161,b0112,b0452,b0114,b1539,b2492,b0904,b2947,b2578,b1533,b3927,b1473,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.756527473004365,0.260474678545939,b3399,b4384,b2744,b3708,b3008,b0871,b0160,b0120,b0593,b1982,b2797,b3117,b1814,b4471,b2265,b3665,b4374,b0675,b2361,b2291,b0261,b3709,b3161,b0112,b0452,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b1473,b4141,b1798,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.756720606115377,0.255373945878165,b4382,b3942,b1732,b4384,b3708,b3008,b0512,b0871,b0030,b2407,b3844,b1982,b2797,b3117,b1814,b4471,b0261,b3709,b2406,b3161,b0112,b3915,b0452,b0114,b0886,b2366,b2492,b0904,b3035,b2578,b1533,b3927,b1473,b1600,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.677467976532889,0.230424134226083,b3399,b2502,b2744,b3708,b3008,b0871,b2779,b3236,b1779,b0121,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b3709,b3161,b0112,b0114,b0886,b2366,b2492,b0904,b0591,b2578,b1533,b3927,b3825,b1473,b0494,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.679346983324799,0.233901204413317,b4384,b3708,b3008,b0871,b2779,b2926,b0030,b2407,b1238,b0517,b1982,b2797,b3117,b1814,b4471,b0261,b3709,b4381,b2406,b3161,b0112,b0114,b0886,b1539,b2492,b0904,b0591,b2578,b1533,b3927,b3825,b1473,b0494,b1600,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.467594325290622,1.39921990710853,b3553,b4382,b1241,b0351,b4069,b4384,b3708,b2297,b2458,b3617,b0030,b2407,b3124,b1982,b2797,b3117,b1814,b4471,b1033,b0261,b3709,b2406,b3161,b0112,b2789,b3127,b0114,b2366,b2492,b0904,b0591,b1533,b3821,b1473,b0514,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.467591591433661,1.39921172637175,b3399,b1241,b0351,b4069,b2502,b2744,b3708,b3115,b1849,b2296,b3617,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b3161,b0112,b2975,b0114,b3603,b2366,b2492,b0904,b1533,b3825,b1473,b0494,b0594,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.465833519589892,1.39391336117895,b2836,b3553,b3399,b1241,b0351,b4069,b2744,b3708,b2297,b2458,b3617,b0160,b1238,b1982,b2797,b3117,b1814,b4471,b1033,b0596,b0675,b2361,b0261,b3709,b4381,b2406,b3161,b0112,b0114,b0509,b3125,b2366,b2492,b0904,b1533,b1473,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.465836418090166,1.39388448797257,b3553,b4382,b1241,b0351,b4069,b4384,b3708,b3115,b1849,b2296,b3617,b0030,b2407,b3844,b1982,b2797,b3117,b1814,b4471,b1033,b0261,b3709,b2406,b3161,b0112,b0452,b0114,b0509,b3125,b1539,b2492,b0904,b1533,b1473,b0594,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.470206648278699,1.38243011585306,b3553,b3399,b4382,b0586,b1241,b0351,b4069,b2744,b3708,b2297,b2458,b3617,b0160,b1982,b2797,b3117,b1814,b4471,b1033,b2440,b0675,b2361,b0261,b0507,b3709,b4381,b2406,b3161,b0112,b0114,b2366,b2492,b0904,b1533,b1473,b0494,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.709442241710874,0.447755886602039,b3399,b0586,b4069,b2744,b3708,b3008,b2297,b2458,b0160,b1238,b1982,b2797,b3117,b1814,b4471,b3449,b0675,b2361,b0261,b0507,b3709,b4381,b2239,b2406,b3161,b0112,b0452,b0114,b2366,b2492,b0904,b2947,b2578,b1533,b3927,b1473,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.46117669079515,0.291103259031277,b2836,b4382,b4069,b4384,b3708,b3008,b3752,b3115,b1849,b2296,b2779,b2926,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b3709,b2406,b3161,b0112,b0114,b1539,b2492,b0904,b2947,b0591,b2578,b1533,b3927,b1473,b0494,b4141,b1798,b3662,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.761394648957858,0.262150461815902,b4384,b2744,b3708,b3008,b0871,b0030,b1238,b2883,b0120,b1982,b2797,b3117,b1814,b4471,b0595,b0261,b3709,b4381,b2406,b3161,b0112,b2868,b4064,b4464,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b2835,b1473,b0494,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.571167563168152,0.196654705501416,b3399,b4384,b2744,b3708,b3008,b0512,b0871,b2407,b0593,b1982,b2797,b3117,b1814,b4471,b2265,b4374,b0675,b2361,b2291,b0261,b3709,b3161,b0112,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b3821,b1473,b1600,b4141,b1798,b3662,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.467591591433627,1.39921172636858,b3399,b1241,b0351,b4069,b2502,b2744,b3708,b3115,b1849,b2296,b3617,b1238,b1982,b2797,b3117,b1814,b4471,b2440,b0675,b2361,b0261,b0507,b3709,b4381,b2406,b3161,b0112,b2975,b0114,b3603,b2366,b2492,b0904,b0591,b1533,b1473,b0494,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.465831536426272,1.39394497297044,b3553,b0586,b1241,b0351,b4069,b4384,b2744,b3708,b3752,b2297,b2458,b3617,b2407,b1982,b2797,b3117,b1814,b4471,b1033,b4374,b2361,b2291,b0261,b0507,b3709,b2406,b3161,b0112,b0452,b0114,b1539,b2492,b0904,b1533,b1473,b4141,b1798,b3662,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.465830806283653,1.39390524213442,b4382,b1241,b0351,b4069,b4384,b3708,b3115,b1849,b2296,b3617,b0030,b2407,b1982,b2797,b3117,b1814,b4471,b0596,b0261,b3709,b2406,b3161,b0112,b0452,b2975,b0114,b3603,b0509,b3125,b2366,b2492,b0904,b1533,b3825,b0508,b1473,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.410727634221373,1.22905315808765,b3553,b1241,b0351,b4069,b4384,b3708,b3752,b2297,b2458,b2925,b2097,b3617,b2407,b1238,b1779,b2690,b1982,b2797,b3117,b1814,b4471,b1033,b0261,b3945,b0507,b3709,b4381,b2406,b3161,b0112,b0114,b2366,b2492,b0904,b1533,b3821,b1473,b0594,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.408318841033231,1.22181222301399,b2836,b3399,b1241,b0351,b4069,b2744,b3708,b2297,b2458,b2779,b2925,b2097,b3617,b0160,b2690,b1982,b2797,b3117,b1814,b4471,b0596,b4374,b0675,b2361,b2291,b0261,b3945,b0507,b3709,b3161,b0112,b2975,b0114,b3603,b2366,b2492,b0904,b1533,b1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.599107094128227,0.380670251176038,b3553,b4382,b4069,b4384,b3708,b3008,b3752,b2297,b2458,b2779,b2925,b2097,b2407,b1982,b2797,b3117,b1814,b4471,b3946,b0825,b1033,b0595,b0261,b0507,b3709,b2406,b3161,b0112,b0114,b1539,b2492,b0904,b2578,b1533,b3927,b3821,b1473,b3447,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.761419707061646,0.262159089402934,b3553,b3399,b2502,b2744,b3708,b3008,b0871,b1238,b0121,b1982,b2797,b3117,b1814,b4471,b3449,b1033,b0675,b2361,b0261,b3709,b4381,b2406,b3161,b0112,b0114,b0886,b0509,b3125,b1539,b2492,b0904,b0591,b2578,b1533,b3927,b1473,b0494,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.756667279519865,0.181113239117866,b4384,b2744,b3708,b3008,b0871,b0030,b2407,b3844,b1982,b2797,b3117,b1814,b4471,b0596,b4374,b2361,b2291,b0261,b0411,b0507,b3709,b0153,b0590,b3161,b0112,b0452,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b1473,b1600,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.713512675859286,0.45336310019178,b4382,b4069,b4384,b2744,b3708,b3008,b2297,b2458,b0030,b2883,b1982,b2797,b3117,b1814,b4471,b2440,b0261,b3709,b4381,b2406,b3161,b0112,b2868,b4064,b4464,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b1473,b0494,b0594,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.713537331501286,0.450397964088376,b3399,b4382,b4069,b2502,b4384,b2744,b3708,b3008,b3115,b1849,b2296,b1982,b2688,b2797,b3117,b1814,b4471,b0675,b2361,b2291,b0261,b1701,b1805,b0507,b3709,b2406,b3161,b0112,b0114,b2366,b2492,b0904,b0591,b2578,b1533,b3927,b1473,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.410724641709563,1.22904420340682,b4382,b1241,b0351,b4069,b4384,b3708,b2297,b2458,b2925,b2097,b3617,b0030,b2407,b1779,b1982,b2797,b3117,b1814,b4471,b3946,b0825,b0261,b0507,b3709,b2406,b3161,b0112,b2975,b0114,b3603,b1539,b2492,b0904,b0591,b1533,b3825,b1473,b0494,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.465833519589913,1.39391336117372,b3553,b1241,b0351,b4069,b4384,b3708,b3752,b3115,b1849,b2296,b3617,b2407,b1238,b0593,b1982,b2797,b3117,b1814,b4471,b2265,b1033,b0261,b3709,b4381,b2406,b3161,b0112,b0452,b0114,b0509,b3125,b2366,b2492,b0904,b1533,b2835,b1473,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.41072763422139,1.22905315810045,b3553,b1241,b0351,b4069,b4384,b3708,b3752,b2297,b2458,b2925,b2097,b2926,b3617,b2407,b1238,b2690,b1982,b2797,b3117,b1814,b4471,b1033,b0595,b0261,b1701,b1805,b3945,b0507,b3709,b4381,b2406,b3161,b0112,b0114,b1539,b2492,b0904,b1533,b1473,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.408321798590616,1.22182107291497,b2836,b3553,b4382,b1241,b0351,b4069,b4384,b3708,b3752,b2297,b2458,b2925,b2097,b2407,b0583,b1779,b2690,b1982,b2797,b3117,b1814,b4471,b3616,b3589,b1033,b0261,b3945,b3709,b2406,b3161,b0112,b0114,b0509,b3125,b1539,b2492,b0904,b1533,b1473,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.408321798590636,1.22182107291646,b3553,b0586,b1241,b0351,b4069,b4384,b3708,b2297,b2458,b2925,b2097,b2926,b3617,b0030,b2407,b1238,b1982,b2797,b3117,b1814,b4471,b3946,b0825,b1033,b0261,b0507,b3709,b4381,b2406,b3161,b0112,b0452,b0114,b2366,b2492,b0904,b1533,b3825,b1473,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.713526162934254,0.453371669819034,b3399,b4382,b4069,b2502,b4384,b2744,b3708,b3008,b2297,b2458,b2407,b3124,b0583,b1982,b2688,b2797,b3117,b1814,b4471,b3449,b0675,b2361,b0261,b3709,b2406,b3161,b0112,b0114,b1539,b2492,b0904,b2578,b1533,b3927,b1473,b0494,b0514,b0516,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.754288604269211,0.00889918190250419,b2836,b3399,b4384,b2744,b3708,b3008,b3752,b0871,b1238,b3236,b2883,b0121,b1982,b2797,b3117,b1814,b4471,b1623,b0261,b0411,b3709,b4381,b2406,b3161,b0112,b0114,b0886,b1539,b2492,b0904,b3035,b2578,b1533,b3927,b1473,b0515,b4141,b1798,b3662,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.408321798590636,1.22182107289176,b3553,b4382,b1241,b0351,b4069,b4384,b3708,b3752,b3115,b1849,b2296,b2779,b2925,b2097,b3617,b2407,b1982,b2797,b3117,b1814,b4471,b3946,b0825,b1033,b0261,b0507,b3709,b2406,b3161,b0112,b0452,b0114,b1539,b2492,b0904,b3035,b1533,b3825,b1473,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.465830675526666,1.39390485087816,b3399,b1241,b0351,b4069,b2744,b3708,b2297,b2458,b0160,b1238,b1982,b2797,b3117,b1814,b4471,b3616,b3589,b2440,b0675,b2361,b0261,b3709,b4381,b2406,b3161,b0112,b0452,b2975,b0114,b3603,b0509,b3125,b1539,b2492,b0904,b0591,b1533,b0508,b1473,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.410727634221398,1.22905315811922,b3553,b3399,b1241,b0351,b4069,b2744,b3708,b2297,b2458,b2925,b2097,b3617,b0160,b1779,b2690,b1982,b2797,b3117,b1814,b4471,b1033,b4374,b0675,b2361,b2291,b0261,b0822,b0507,b3709,b3161,b0112,b1727,b0114,b2366,b2492,b0904,b0591,b1533,b3821,b4042,b1473,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.410727634221373,1.22905315808656,b3553,b3399,b1241,b0351,b4069,b2502,b2744,b3708,b2297,b2458,b2925,b2097,b3617,b1779,b2690,b1982,b2797,b3117,b1814,b4471,b1033,b4374,b0675,b2361,b2291,b0261,b1701,b1805,b3945,b3709,b3161,b0112,b0114,b0509,b3125,b1539,b2492,b0904,b1533,b1473,b0594,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.408318841033259,1.22181222302966,b2836,b3399,b1241,b0351,b4069,b2744,b3708,b2297,b2458,b2925,b2097,b3617,b0160,b1779,b1982,b2797,b3117,b1814,b4471,b3946,b0825,b0596,b4374,b0675,b2361,b2291,b0261,b3709,b3161,b0112,b2975,b0114,b3603,b0509,b3125,b1539,b2492,b0904,b1533,b0508,b1473,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.408321157119742,1.22178624278529,b3399,b1241,b0351,b4069,b2502,b2744,b3708,b3115,b1849,b2296,b2779,b2925,b2097,b3617,b3844,b1982,b2797,b3117,b1814,b4471,b3946,b0825,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b3161,b0112,b0452,b2975,b0114,b3603,b1539,b2492,b0904,b3035,b1533,b1473,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.756532131050933,0.260415305815345,b2836,b3399,b4382,b0586,b4384,b2744,b3708,b3008,b0871,b0160,b0030,b2883,b0120,b1982,b2797,b3117,b1814,b4471,b2440,b2361,b2291,b0261,b3709,b2406,b3161,b0112,b2868,b4064,b4464,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b1473,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.71429071023233,0.227620220744562,b4382,b3942,b1732,b4069,b4384,b3708,b3008,b3752,b2297,b2458,b2925,b2097,b2407,b3236,b1982,b2688,b2797,b3117,b1814,b4471,b3946,b2210,b0825,b0261,b3709,b2406,b3161,b0112,b0114,b2366,b2492,b0904,b2578,b1533,b3927,b3821,b2413,b1473,b0594,b0515,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.408317772079089,1.22184193479624,b3399,b1241,b0351,b4069,b2744,b3708,b3115,b1849,b2296,b2779,b2925,b2097,b3617,b0160,b1982,b2797,b3117,b1814,b4471,b3946,b0825,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b3161,b0112,b0452,b2975,b0114,b3603,b1539,b2492,b0904,b1533,b1473,b0594,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.588336150661946,0.373826436752088,b4382,b4069,b4384,b3708,b3008,b3752,b3115,b1849,b2296,b2925,b2097,b2926,b2407,b3236,b2690,b1982,b2797,b3117,b1814,b4471,b2210,b0261,b3945,b3709,b2406,b3161,b0112,b0452,b2868,b0114,b2366,b2492,b0904,b2947,b3035,b2578,b1533,b3927,b1473,b3662,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.383164677118301,0.243461303187651,b4069,b4384,b2744,b3708,b3008,b2297,b2458,b2779,b2925,b2097,b0030,b2407,b2690,b1982,b2797,b3117,b1814,b4471,b4374,b2361,b2291,b0261,b0411,b3945,b3709,b3161,b0112,b2868,b0114,b2366,b2492,b0904,b2947,b2578,b1533,b3927,b3821,b1473,b0594,b3662,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.408320596773816,1.22178456607322,b4382,b1241,b0351,b4069,b4384,b3708,b3752,b2297,b2458,b2925,b2097,b2926,b3617,b2407,b2690,b1982,b2797,b3117,b1814,b4471,b0261,b3945,b3709,b2406,b3161,b0112,b0452,b2975,b0114,b3603,b0509,b3125,b1539,b2492,b0904,b1533,b3029,b0508,b1473,b0594,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.414940300656051,1.24165905687624,b3553,b1241,b0351,b4069,b4384,b3708,b3752,b3115,b1849,b2296,b2779,b3617,b2407,b1238,b0583,b1779,b1982,b2797,b3117,b1814,b4471,b1033,b0261,b4388,b3709,b4381,b2406,b3161,b0112,b2789,b3127,b0114,b1539,b2492,b0904,b1533,b2835,b1473,b0494,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.408321798590657,1.22182107291959,b2836,b3553,b4382,b1241,b0351,b4069,b4384,b3708,b2930,b4232,b3697,b3925,b3115,b1849,b2296,b2926,b3617,b0030,b2407,b2690,b1982,b2797,b3117,b1814,b4471,b1033,b0261,b3945,b3709,b2406,b3161,b0112,b0114,b0509,b3125,b2366,b2492,b0904,b3035,b1533,b1473,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.406236738978909,1.21554920764258,b3553,b4382,b0586,b0474,b2518,b1241,b0351,b4069,b4384,b3708,b3752,b2930,b4232,b3697,b3925,b2297,b2458,b2926,b3617,b2407,b2690,b1982,b2797,b3117,b1814,b4471,b1033,b0261,b3945,b0507,b3709,b2406,b3161,b0112,b0452,b0114,b1539,b2492,b0904,b1533,b1473,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.51354448762845,0.324158781137983,b4069,b4384,b3708,b3008,b3752,b2930,b4232,b3697,b3925,b2297,b2458,b2407,b1238,b2690,b1982,b2797,b3117,b1814,b4471,b2440,b0261,b3945,b3709,b4381,b2406,b3161,b0112,b0114,b1539,b2492,b0904,b2947,b2578,b1533,b3927,b2413,b1473,b0494,b0594,b0515,b3662,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.383164677118306,0.243461303181391,b1478,b3399,b1241,b4069,b2502,b2744,b3708,b3008,b3115,b1849,b2296,b2779,b2925,b2097,b0583,b2690,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b0822,b3709,b3161,b0112,b2868,b0114,b2366,b2492,b0904,b2947,b2578,b1533,b3927,b3821,b1473,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,
