Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
3,0.437472862065066,0.300544293711863,STM2081,STM0007,STM2473,,,
5,0.437472862065062,0.30054429371143,STM1886,STM3542,STM4485,STM0007,STM2473,
5,0.437472862065066,0.300544293715362,STM1886,STM0169,STM0861,STM0007,STM2473,
5,0.437472862065066,0.300544293715362,STM0169,STM0861,STM0785,STM0007,STM2473,
5,0.437472862065062,0.30054429371143,STM3542,STM4485,STM0785,STM0007,STM2473,
6,0.437472862065068,0.300544293711156,STM4482,STM1886,STM3512,STM3541,STM0007,STM2473
6,0.437472862065068,0.300544293711156,STM4482,STM3512,STM3541,STM0785,STM0007,STM2473
