Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.664494798281569,0.739921438512461,b0871,b2925,b2097,b2926,b3946,b0825,b4381,b0511,b0114,b0529,b2492,b0904,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.714800219945477,0.730243466224841,b0871,b2779,b2925,b2097,b2690,b3945,b4381,b0511,b0114,b0529,b2492,b0904,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.793975312323007,0.00129100389683323,b0871,b2925,b2097,b3946,b0825,b4381,b0511,b0114,b0529,b2492,b0904,b3029,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.549866797732617,0.00214667998778673,b0871,b2925,b2097,b3946,b0825,b4381,b0511,b0114,b0529,b2492,b0904,b0515,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.669073799774166,1.28316077291403,b1241,b0351,b4069,b2297,b2458,b3617,b4381,b0511,b0114,b0529,b2492,b0904,b0515,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.669073799774166,1.28316077291403,b1241,b0351,b4069,b2297,b2458,b3617,b4381,b0511,b0114,b0529,b2492,b0904,b0515,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.669073799774166,1.28316077291403,b1241,b0351,b4069,b2297,b2458,b3617,b4381,b0511,b0114,b0529,b2492,b0904,b0515,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.669103038159947,1.28306696774133,b1241,b0351,b4069,b2297,b2458,b3617,b0261,b4381,b0511,b0114,b0529,b2492,b0904,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.66449149982577,0.739860221025031,b0871,b2779,b2925,b2097,b0517,b0907,b2690,b3945,b4381,b0511,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.787178906472804,0.00307314644116381,b0871,b2925,b2097,b3236,b0517,b2690,b3945,b0507,b4381,b0511,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.592227390593047,0.0023120558713413,b2066,b0238,b0125,b4384,b0871,b0477,b2498,b0511,b0114,b0529,b2492,b0904,b0515,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.549866797732617,0.00214667998778673,b0871,b2925,b2097,b0517,b3946,b0825,b0505,b4381,b0511,b0114,b0529,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.775184922005371,0.307829993136022,b0871,b2925,b2097,b2388,b3946,b0825,b3565,b4381,b0511,b0114,b0529,b2492,b0904,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.669073799774166,1.28316077291403,b1241,b0351,b4069,b2297,b2458,b3617,b0517,b0505,b4381,b0511,b0114,b0529,b2492,b0904,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.669103038159947,1.28306696774133,b1241,b0351,b4069,b2297,b2458,b3617,b0517,b0261,b0505,b4381,b0511,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.669103038159947,1.28306696770172,b1241,b0351,b4069,b2297,b2458,b3616,b3589,b0261,b4381,b0511,b0114,b0529,b2492,b0904,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.714800219945483,0.730243466227367,b2930,b4232,b3697,b3925,b0871,b2779,b3946,b0825,b4381,b0511,b0114,b0529,b2492,b0904,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.79934602507316,0.0209156880691509,b0238,b0125,b3831,b4384,b0910,b2297,b2458,b2143,b0477,b2498,b0511,b0114,b2492,b0904,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.669073799774194,1.28316077291733,b1241,b0351,b4069,b2297,b2458,b3616,b3589,b4381,b0511,b0114,b0529,b2492,b0904,b0515,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.664823520164933,1.27500951657484,b4382,b1241,b0351,b4069,b4384,b2297,b2458,b3617,b2407,b0511,b0114,b0529,b2492,b0904,b0515,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.714800219945483,0.73024346623585,b2930,b4232,b3697,b3925,b0871,b2779,b0517,b3946,b0825,b0507,b4381,b0511,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.801151729153226,0.00312769634729601,b0474,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b2440,b4381,b0511,b0114,b1539,b2492,b0904,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.795717930607198,0.00310648280644544,b2836,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b0261,b4381,b0511,b0114,b2366,b2492,b0904,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.795687607399972,0.00310636446694407,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b4381,b0452,b0511,b0114,b1539,b2492,b0904,b0515,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.79568687129706,0.00310636153834387,b2836,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b4381,b0511,b0114,b2366,b2492,b0904,b0515,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.69090814357247,0.00269730566390119,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b0871,b3617,b4381,b0511,b0114,b2492,b0904,b0515,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.802011253143618,0.00130407027624191,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b4381,b0511,b0114,b1539,b2492,b0904,b3029,b3821,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.779274192253306,0.00126709984293782,b4069,b3115,b1849,b2296,b2925,b2097,b2690,b3945,b4381,b0511,b0114,b0529,b2492,b0904,b3029,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.795686871297054,0.00310636151515631,b2836,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b4381,b0511,b0114,b1539,b2492,b0904,b0515,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.664852881743166,1.27491689965638,b4382,b1241,b0351,b4069,b4384,b2297,b2458,b3617,b2407,b0261,b0511,b0114,b0529,b2492,b0904,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
