Deletion size,Max growth rate,Min production rate,Deleted genes,,
2,0.28786570367626,1.50644152216015,YCR010C,YKL174C,
2,0.287865703704018,1.50644152194252,YCR032W,YKL174C,
3,0.287865703704018,1.50644152229235,YCR010C,YOR273C,YLL028W
3,0.287865703648506,1.50644150514638,YCR032W,YOR273C,YLL028W
