Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.596503136561658,0.206379049819851,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b4381,b0114,b2366,b2492,b0904,b1533,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.585415622168069,0.37295336473858,b4069,b3708,b2297,b2458,b2797,b3117,b1814,b4471,b4381,b0114,b2366,b2492,b0904,b1533,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.585415622168123,0.372953364791779,b1241,b0351,b4069,b3708,b2297,b2458,b2797,b3117,b1814,b4471,b0114,b2366,b2492,b0904,b1533,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.585415622168069,0.372953364783853,b4069,b3708,b3115,b1849,b2296,b2797,b3117,b1814,b4471,b4381,b0114,b2366,b2492,b0904,b1533,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.801137169330713,0.277178639553309,b0474,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b4381,b2868,b0114,b2366,b2492,b0904,b1533,b3821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.795678768111948,0.275468365737817,b2836,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b4381,b2868,b0114,b2366,b2492,b0904,b1533,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.795709826789521,0.275300879441905,b2836,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b0261,b4381,b2868,b0114,b2366,b2492,b0904,b1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.801116165266694,0.272659486316574,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b2440,b4381,b0114,b2366,b2492,b0904,b1533,b0516,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.801116165266694,0.272659486316574,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b2440,b4381,b0114,b2366,b2492,b0904,b1533,b0515,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.801116165266694,0.272659486316574,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b2440,b4381,b0114,b2366,b2492,b0904,b1533,b0515,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.80111616526669,0.272659486255102,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b4381,b0114,b2366,b2492,b0904,b1533,b3821,b0516,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.801147649891854,0.27249074489118,b3708,b3008,b0512,b0871,b2797,b3117,b1814,b4471,b0261,b4381,b0114,b2366,b2492,b0904,b1533,b3821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.795687607399782,0.270619482017756,b3708,b3008,b0512,b0871,b2797,b3117,b1814,b4471,b4381,b0452,b0114,b2366,b2492,b0904,b1533,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
