Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
4,0.65501086709575,10.0448173364453,b2029,b4014,b2976,b0729,
4,0.65501086709575,10.0448173364453,b1852,b4014,b2976,b0729,
4,0.65501086709575,10.0448173364453,b4014,b2976,b0767,b0729,
4,0.65501086709575,10.0448173364453,b0727,b4014,b2976,b0767,
4,0.65501086709575,10.0448173364453,b0727,b2029,b4014,b2976,
4,0.65501086709575,10.0448173364453,b0727,b1852,b4014,b2976,
4,0.776702391801763,4.05084802999439,b0474,b4014,b2976,b0729,
4,0.776702391801763,4.05084802999439,b4014,b2976,b1702,b0729,
4,0.776702391801763,4.05084802999439,b0474,b0727,b4014,b2976,
4,0.776702391801763,4.05084802999439,b0727,b4014,b2976,b1702,
5,0.737939212851414,6.67563428389918,b4014,b2976,b1603,b3962,b0729
5,0.737939212851414,6.67563428389918,b0727,b4014,b2976,b1603,b3962
