Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.78829209550585,0.180940888867912,b4384,b3708,b3008,b3752,b0871,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b4381,b0114,b1539,b2492,b0904,b1533,b3927,b3821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.788292095505873,0.180940888885634,b4384,b3708,b3008,b3752,b0871,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b4381,b0114,b2366,b2492,b0904,b1533,b3927,b3821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.783002088995244,0.177599803077239,b2836,b4384,b3708,b3008,b0871,b0030,b2407,b1982,b2797,b3117,b1814,b4471,b4381,b0114,b1539,b2492,b0904,b1533,b3927,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.783002088995236,0.177599803076451,b2836,b4384,b3708,b3008,b0871,b0030,b2407,b1982,b2797,b3117,b1814,b4471,b4381,b0114,b2366,b2492,b0904,b1533,b3927,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.783038031507123,0.17967178277285,b4384,b3708,b3008,b3752,b0871,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b4381,b0452,b0114,b2366,b2492,b0904,b1533,b3927,b3825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.788255669049599,0.178854948541126,b4384,b3708,b3008,b3752,b0871,b2407,b1982,b2797,b3117,b1814,b4471,b4381,b0114,b2366,b2492,b0904,b1533,b3927,b3825,b0494,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.461254947495732,1.76796576723993,b3553,b4382,b1241,b0351,b4069,b4384,b2297,b2458,b3617,b0030,b2407,b1982,b1033,b0261,b0507,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.461254947495722,1.76796576723648,b3553,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b2407,b1982,b3616,b3589,b1033,b0261,b0507,b4381,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.461254947495708,1.76796576723945,b3553,b4382,b1241,b0351,b4069,b4384,b3752,b3115,b1849,b2296,b3617,b2407,b1982,b1033,b0261,b0507,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.461254947495736,1.76796576723699,b3553,b1241,b0351,b4069,b4384,b3115,b1849,b2296,b3617,b0030,b2407,b1982,b1033,b0261,b0507,b4381,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
