Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,
3,0.158430032596046,1.16826016043671,PHATRDRAFT_14792,PHATRDRAFT_30145,PHATRDRAFT_50742,,,,,
3,0.158430032596085,1.16826016043674,PHATRDRAFT_26290,PHATRDRAFT_50742,PHATRDRAFT_8982,,,,,
3,0.158430032596085,1.16826016043674,PHATRDRAFT_14792,PHATRDRAFT_26290,PHATRDRAFT_50742,,,,,
3,0.321361992942216,1.05005783047644,PHATRDRAFT_50742,PHATRDRAFT_8982,PHATRDRAFT_48078,,,,,
3,0.316962969951975,1.0356839199371,PHATRDRAFT_14792,PHATRDRAFT_48983,PHATRDRAFT_48078,,,,,
3,0.156247009123361,1.15216258530605,PHATRDRAFT_14792,PHATRDRAFT_26290,PHATRDRAFT_48983,,,,,
4,0.156247009123377,1.15216258530849,PHATRDRAFT_14792,PHATRDRAFT_30145,PHATRDRAFT_41063,PHATRDRAFT_33839,,,,
4,0.156247009123377,1.15216258530849,PHATRDRAFT_30145,PHATRDRAFT_8982,PHATRDRAFT_41063,PHATRDRAFT_33839,,,,
4,0.156247009123082,1.15216258530544,PHATRDRAFT_30145,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_8982,,,,
4,0.321361992942216,1.05005783047644,PHATRDRAFT_50742,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_31436,,,,
4,0.316962969952122,1.03568391993796,PHATRDRAFT_14792,PHATRDRAFT_48983,PHATRDRAFT_859,PHATRDRAFT_20310,,,,
4,0.316962969952,1.03568391993753,PHATRDRAFT_14792,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_48078,,,,
5,0.158430032596067,1.16826016043746,PHATRDRAFT_14792,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_14401,PHATRDRAFT_50742,,,
5,0.158430032595988,1.16826016043476,PHATRDRAFT_30145,PHATRDRAFT_50742,PHATRDRAFT_54017,PHATRDRAFT_43320,PHATRDRAFT_24610,,,
5,0.35960670777573,0.857494024259169,PHATRDRAFT_14792,PHATRDRAFT_19708,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_51970,,,
5,0.359606707775732,0.857494024259443,PHATRDRAFT_29016,PHATRDRAFT_14401,PHATRDRAFT_28191,PHATRDRAFT_50742,PHATRDRAFT_8982,,,
6,0.321361992942216,1.05005783047644,PHATRDRAFT_51128,PHATRDRAFT_29456,PHATRDRAFT_23598,PHATRDRAFT_50742,PHATRDRAFT_41969,PHATRDRAFT_859,,
7,0.359606707775732,0.857494024259066,PHATRDRAFT_14792,PHATRDRAFT_42015,PHATRDRAFT_28191,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_31436,PHATRDRAFT_23365,
8,0.359606707775731,0.0284948628789614,PHATRDRAFT_3046,Phatr3_EG02269,PHATRDRAFT_13951,PHATRDRAFT_859,PHATRDRAFT_23913,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585
