Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.459294033977464,1.73641391426417,b3399,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b0160,b1982,b0675,b2361,b0261,b0507,b4381,b2406,b0112,b2975,b0114,b3603,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.457118374777361,1.75333832320287,b4382,b1241,b0351,b4069,b4384,b3115,b1849,b2296,b3617,b0030,b2407,b3665,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.457118374777317,1.75333832319752,b4382,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b2407,b3616,b3589,b3665,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.457119075676553,1.75334101159504,b1241,b0351,b4069,b2744,b3115,b1849,b2296,b3617,b2883,b4381,b2406,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.457119075676615,1.75334101159457,b1241,b0351,b4069,b2297,b2458,b3617,b0030,b2407,b2883,b4381,b2406,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.457118374777331,1.75333832319983,b1241,b0351,b4069,b4384,b3752,b3115,b1849,b2296,b2407,b3616,b3589,b3665,b4381,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.457118374777331,1.75333832320165,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b3617,b2407,b4381,b2406,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b1511,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.457223426103709,1.7525131594151,b3399,b1241,b0351,b4069,b2744,b3115,b1849,b2296,b3617,b0160,b1982,b4374,b0675,b2361,b2291,b0261,b0507,b0112,b2975,b0114,b3603,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.457223426103734,1.75251315941424,b3399,b1241,b0351,b4069,b2502,b2744,b2297,b2458,b1982,b3616,b3589,b4374,b0675,b2361,b2291,b0261,b0507,b0112,b2975,b0114,b3603,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.459296671668779,1.73642388636165,b3553,b3399,b1241,b0351,b4069,b2502,b2744,b3115,b1849,b2296,b3617,b1982,b1033,b0675,b2361,b0261,b0507,b4381,b2406,b0112,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.457148937228902,1.75325074682599,b4382,b1241,b0351,b4069,b4384,b3752,b3115,b1849,b2296,b2407,b3616,b3589,b3665,b0261,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.459183037903536,1.73722764648322,b3399,b1241,b0351,b4069,b2502,b2744,b2297,b2458,b3617,b1623,b3665,b0675,b2361,b4381,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.457226040065895,1.75252317859232,b3553,b1241,b0351,b4069,b4384,b3115,b1849,b2296,b0030,b2407,b1982,b3616,b3589,b1033,b0261,b0507,b4381,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.457119075676567,1.75334101159486,b1241,b0351,b4069,b3115,b1849,b2296,b3617,b0030,b2407,b2883,b4381,b2406,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.457118374777317,1.75333832320028,b4382,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b2407,b3616,b3589,b2406,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.457118374777358,1.75333832320265,b3399,b1241,b0351,b4069,b2502,b4384,b2744,b3115,b1849,b2296,b3617,b3665,b4374,b0675,b2361,b2291,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.459155542158907,1.73712362180651,b3399,b1241,b0351,b4069,b2744,b3115,b1849,b2296,b3617,b2883,b1623,b3665,b0411,b4381,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1511,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.445876162711242,1.70901970021126,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b2925,b2097,b1850,b2407,b1982,b1200,b3616,b3589,b0261,b0507,b4381,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.483799034668578,1.57401451794592,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b0871,b3617,b0030,b2407,b3665,b4381,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.454545500741521,0.671909159183957,b3399,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b2883,b1779,b1623,b3665,b0411,b4381,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b2954,b1511,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.479427981486062,0.708530073593264,b3399,b4382,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b2779,b3617,b0160,b2407,b3665,b0675,b2361,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.47942875246935,0.708531212981127,b1241,b0351,b4069,b2744,b2297,b2458,b2779,b2883,b3616,b3589,b0411,b4381,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b1511,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.457118374777359,1.75333832320217,b4382,b1241,b0351,b4069,b4384,b3752,b3115,b1849,b2296,b3617,b2407,b2406,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.457118374777392,1.75333832320205,b3399,b4382,b1241,b0351,b4069,b4384,b2744,b3115,b1849,b2296,b3617,b0160,b3665,b0675,b2361,b2291,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.459240672379579,1.73723995523201,b3399,b1241,b0351,b4069,b2502,b4384,b2744,b3115,b1849,b2296,b3616,b3589,b3665,b0675,b2361,b0261,b4381,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.459155542158929,1.73712362180552,b3399,b1241,b0351,b4069,b2744,b2297,b2458,b2883,b3616,b3589,b1623,b3665,b4381,b2406,b0112,b3654,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.459294033977466,1.73641391426408,b3399,b1241,b0351,b4069,b2744,b3115,b1849,b2296,b3617,b2883,b1982,b0675,b2361,b0261,b0411,b0507,b4381,b2406,b0112,b2975,b0114,b3603,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.459294033977439,1.73641391426389,b3399,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b0160,b3124,b1982,b0675,b2361,b0261,b4381,b2406,b0112,b2789,b3127,b2975,b0114,b3603,b0529,b2492,b0904,b0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.483922837269904,1.57311748640557,b3553,b4382,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b0871,b0030,b2407,b1982,b3616,b3589,b1033,b0261,b0507,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.486296909328734,1.5553861374083,b3553,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b3617,b0160,b1982,b1033,b0675,b2361,b0261,b0507,b4381,b2406,b0112,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.399317392534618,1.53056240176301,b3553,b4382,b1241,b0351,b4069,b4384,b2297,b2458,b2779,b3617,b0030,b2407,b0907,b1779,b1982,b1033,b0261,b2406,b0112,b2789,b3127,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.399313382377516,1.53054703104399,b4382,b1241,b0351,b4069,b4384,b2297,b2458,b2779,b2926,b3617,b0030,b2407,b0907,b1982,b0261,b2406,b0112,b2789,b3127,b2975,b0114,b3603,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.488878644504764,0.722496882414162,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b0030,b2407,b3616,b3589,b3665,b0411,b4381,b0112,b3654,b3714,b3664,b0114,b0755,b3612,b0529,b2492,b0904,b1511,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.479427981486055,0.708530073608943,b3399,b4382,b1241,b0351,b4069,b2502,b4384,b2744,b2297,b2458,b2779,b3616,b3589,b3665,b0675,b2361,b4381,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.457223426103726,1.75251315941452,b1241,b0351,b4069,b4384,b2744,b3752,b3115,b1849,b2296,b3617,b2407,b1982,b4374,b2361,b2291,b0261,b0507,b2406,b0112,b2975,b0114,b3603,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.45714893722893,1.75325074682565,b3399,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b3617,b2407,b1623,b3665,b4374,b2361,b2291,b0261,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.459239019195196,1.73620592455568,b3399,b1241,b0351,b4069,b4384,b2744,b3752,b2297,b2458,b3617,b2883,b1982,b1623,b0261,b0411,b0507,b4381,b2406,b0112,b2975,b0114,b3603,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.457223426103726,1.75251315941589,b1241,b0351,b4069,b4384,b2744,b3115,b1849,b2296,b3617,b0030,b2407,b1982,b4374,b2361,b2291,b0261,b0411,b0507,b0112,b2975,b0114,b3603,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.457119075676538,1.75334101159393,b3399,b1241,b0351,b4069,b2502,b2744,b3115,b1849,b2296,b3617,b4374,b0675,b2361,b2291,b0411,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.4571190756766,1.7533410115946,b3399,b1241,b0351,b4069,b2744,b3115,b1849,b2296,b3617,b0160,b2883,b1623,b3665,b4374,b2361,b2291,b0411,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.45923901919521,1.73620592455263,b3399,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b0030,b2883,b1982,b3616,b3589,b1623,b0261,b0411,b0507,b4381,b2406,b0112,b2975,b0114,b3603,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.483799819774522,1.57401707224646,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b3752,b0871,b3617,b2407,b2883,b4381,b2406,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.483834183778317,1.57391211599601,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2502,b4384,b2744,b0871,b3617,b3665,b4374,b0675,b2361,b2291,b0261,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.486166294116797,1.55627421659149,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b3617,b0160,b1623,b3665,b0675,b2361,b4381,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.454544771359499,0.671908081013529,b3399,b4382,b1241,b0351,b4069,b2502,b4384,b2744,b3115,b1849,b2296,b2926,b2407,b3616,b3589,b3665,b0675,b2361,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.644907687149049,0.409771764790887,b4382,b4069,b4384,b3708,b3008,b3115,b1849,b2296,b2779,b0030,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b2406,b0114,b0529,b1539,b2492,b0904,b1533,b3927,b3821,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.457149638221839,1.75325343526506,b3399,b1241,b0351,b4069,b2502,b2744,b2297,b2458,b2883,b3616,b3589,b1623,b3665,b4374,b2361,b2291,b0261,b0411,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.644907687149051,0.40977176479016,b4069,b4384,b3708,b3008,b3752,b2297,b2458,b2779,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b1701,b1805,b4381,b2406,b0114,b2366,b0529,b2492,b0904,b1533,b3927,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.513281802190098,0.608172208970445,b4382,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b0871,b2779,b3617,b0030,b2407,b1982,b0261,b0411,b0507,b0112,b2975,b0114,b3603,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.457119075676564,1.75334101159441,b3399,b1241,b0351,b4069,b2502,b2744,b2297,b2458,b2883,b3616,b3589,b4374,b2361,b2291,b0411,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.457118374777358,1.75333832320288,b1241,b0351,b4069,b4384,b2744,b3115,b1849,b2296,b2407,b3616,b3589,b4374,b2361,b2291,b0411,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b1511,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.459020882542666,1.73661416394442,b3399,b1241,b0351,b4069,b2502,b2744,b3115,b1849,b2296,b3616,b3589,b0675,b2361,b4381,b2406,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.399318651554049,1.53056722751794,b3553,b3399,b1241,b0351,b4069,b2744,b3115,b1849,b2296,b2779,b3617,b0160,b1779,b1982,b1033,b4374,b0675,b2361,b2291,b0261,b4388,b0112,b2789,b3127,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.457118374777331,1.75333832320192,b3399,b1241,b0351,b4069,b4384,b2744,b3115,b1849,b2296,b2407,b3616,b3589,b1623,b3665,b4374,b2361,b2291,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.483918542700069,1.57310352578687,b4382,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b3752,b0871,b2407,b1982,b3616,b3589,b0261,b2406,b0112,b2975,b0114,b3603,b0509,b3125,b0529,b2492,b0904,b0508,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.5131592119279,0.609003240830224,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b2779,b2883,b3616,b3589,b0411,b4381,b0112,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b2492,b0904,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.483922837269873,1.57311748640684,b3553,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b0871,b3617,b0030,b2407,b1982,b1033,b4374,b2361,b2291,b0261,b0411,b0112,b0114,b0509,b3125,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.454634116398568,0.671023134356033,b4382,b0238,b0125,b1241,b0351,b4069,b4384,b2744,b3115,b1849,b2296,b2926,b3617,b0030,b2883,b1982,b0477,b0261,b0411,b0507,b0112,b2868,b4064,b4464,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.486451036172733,0.577469430192899,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b2926,b3617,b0160,b1623,b3665,b0675,b2361,b2291,b0411,b4381,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1517,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.644062554428622,0.383955959636359,b3399,b4069,b2744,b3708,b3008,b2297,b2458,b2779,b0160,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b0261,b2342,b3845,b4381,b2406,b0452,b0114,b2366,b0529,b2492,b0904,b1533,b3927,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.768595803985108,0.264629841102261,b3399,b2744,b3708,b3008,b0871,b0160,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b0114,b0886,b2366,b2492,b0904,b3035,b2578,b1533,b3927,b3821,b1600,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.479535754753317,0.707777031197671,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b0030,b2407,b3124,b1982,b3616,b3589,b0261,b0411,b4381,b0112,b2789,b3127,b2975,b0114,b3603,b0755,b3612,b0529,b2492,b0904,b0514,b3662,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.483922837269917,1.5731174864104,b3553,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b3752,b0871,b3617,b2407,b1982,b1033,b4374,b2361,b2291,b0261,b2406,b0112,b0114,b0509,b3125,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.716233715431549,0.456368079852805,b2836,b4069,b4384,b3708,b3008,b3752,b2297,b2458,b2407,b2797,b3117,b1814,b4471,b3665,b4381,b2406,b3654,b3714,b3664,b0114,b2366,b0529,b2492,b0904,b2578,b1533,b3927,b1511,b3662,b4209,,,,,,,,,,,,,,,,,,,,,,,,
30,0.641395127044274,0.407462353468675,b3399,b4069,b2744,b3708,b3008,b3115,b1849,b2296,b2926,b0160,b3844,b1238,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b0261,b4381,b0452,b0114,b0529,b1539,b2492,b0904,b1533,b3927,b2835,,,,,,,,,,,,,,,,,,,,,,,,
30,0.762779622941538,0.262627312508226,b3399,b2502,b2744,b3708,b3008,b0871,b1982,b2797,b3117,b1814,b4471,b2440,b4374,b0675,b2361,b2291,b0261,b0114,b0886,b0529,b1539,b2492,b0904,b2578,b1533,b3927,b0494,b1600,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,
30,0.688199837255136,0.236949268582156,b4382,b4384,b3708,b3008,b3752,b0871,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b2406,b2868,b0114,b0886,b0755,b3612,b1539,b2492,b0904,b2578,b1533,b3927,b3821,b4141,b1798,b3662,b1813,,,,,,,,,,,,,,,,,,,,,,,,
31,0.48353107659063,0.572921466716703,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b2925,b2097,b1851,b2883,b1982,b1200,b3616,b3589,b0675,b2361,b2291,b0261,b0411,b0507,b4381,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,
31,0.653161387239082,0.390622841031524,b3399,b4069,b2502,b4384,b2744,b3708,b3008,b2297,b2458,b2926,b2797,b3117,b1814,b4471,b3665,b0675,b2361,b4381,b2406,b3654,b3714,b3664,b0114,b1539,b2492,b0904,b2578,b1533,b3927,b3821,b1511,,,,,,,,,,,,,,,,,,,,,,,
31,0.688199837255116,0.23694926856351,b4384,b2744,b3708,b3008,b3752,b0871,b2407,b1779,b1982,b2797,b3117,b1814,b4471,b4374,b2361,b2291,b0261,b0411,b2868,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b3821,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,
32,0.64124411535405,0.408586386436121,b2836,b3399,b4069,b4384,b2744,b3708,b3008,b2297,b2458,b0160,b1779,b2797,b3117,b1814,b4471,b3665,b4374,b0675,b2361,b2291,b3654,b3714,b3664,b0114,b0529,b1539,b2492,b0904,b1533,b3927,b1517,b4209,,,,,,,,,,,,,,,,,,,,,,
32,0.688111015652931,0.238073681373612,b3708,b3008,b3752,b0871,b2779,b2407,b2883,b2797,b3117,b1814,b4471,b0261,b4381,b2406,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b3821,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,
32,0.443713367888723,1.32772324436411,b2836,b4382,b1241,b0351,b4069,b4384,b3708,b3752,b2297,b2458,b2779,b2926,b3617,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b2406,b0112,b2789,b3127,b2975,b0114,b3603,b2366,b2492,b0904,b1533,b3662,,,,,,,,,,,,,,,,,,,,,,
33,0.494307166463727,1.47915487880494,b3399,b1241,b0351,b4069,b2502,b2744,b3708,b3115,b1849,b2296,b3617,b1982,b2797,b3117,b1814,b4471,b0596,b4374,b0675,b2361,b2291,b0261,b0507,b0112,b2975,b0114,b3603,b1539,b2492,b0904,b1533,b2835,b0494,,,,,,,,,,,,,,,,,,,,,
34,0.72136702460477,0.459726122718674,b2836,b3846,b2341,b3831,b4069,b4384,b3708,b3008,b3752,b3115,b1849,b2296,b2407,b2688,b2797,b3117,b1814,b4471,b3665,b4381,b2406,b3654,b3714,b3664,b0114,b2366,b2492,b0904,b3035,b2578,b1533,b3927,b3662,b1517,,,,,,,,,,,,,,,,,,,,
34,0.772065347768574,0.236990476918952,b3399,b4382,b2744,b3708,b3008,b0871,b2883,b2797,b3117,b1814,b4471,b0595,b1623,b3665,b4381,b2406,b3654,b3714,b3664,b4064,b4464,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b3821,b4141,b1798,b3662,b1517,,,,,,,,,,,,,,,,,,,,
35,0.443609802926723,1.32864063800835,b3399,b1241,b0351,b4069,b4384,b2744,b3708,b2297,b2458,b2407,b1779,b2797,b3117,b1814,b4471,b3616,b3589,b3665,b4374,b0675,b2361,b2291,b0112,b0452,b3654,b3714,b3664,b0114,b2366,b2492,b0904,b1533,b1511,b3662,b0221,,,,,,,,,,,,,,,,,,,
35,0.681862647348417,0.236064598768329,b3399,b2744,b3708,b3008,b0871,b0160,b1779,b2797,b3117,b1814,b4471,b1623,b3665,b0675,b2361,b2291,b0411,b4381,b3654,b3714,b3664,b0114,b0886,b0529,b1539,b2492,b0904,b2578,b1533,b3927,b2835,b0494,b4141,b1798,b1518,,,,,,,,,,,,,,,,,,,
42,0.523286239906036,1.26117917883469,b2836,b3553,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2502,b2744,b3708,b3008,b0871,b3617,b1238,b0121,b1982,b2797,b3117,b1814,b4471,b1033,b0675,b2361,b0261,b4381,b2406,b0112,b0114,b0886,b0509,b3125,b2366,b2492,b0904,b3035,b2578,b1533,b4141,b1798,,,,,,,,,,,,
