Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0259980775237152,0.00468772964380385,Rv3010c,Rv2443,Rv1188,Rv1712,Rv1098c,Rv1872c,Rv2920c,Rv3150,Rv0859,,,,,,,,,,,,,,,,
9,0.0256958440293016,0.00463302451806171,Rv3010c,Rv2443,Rv1188,Rv1712,Rv1098c,Rv2920c,Rv0694,Rv3150,Rv0859,,,,,,,,,,,,,,,,
10,0.0256958441125682,0.00463306547462717,Rv3010c,Rv2443,Rv2332,Rv1240,Rv1188,Rv1712,Rv2920c,Rv0694,Rv3150,Rv0859,,,,,,,,,,,,,,,
10,0.0196701404818042,0.00354694870576012,Rv1448c,Rv3010c,Rv2443,Rv3356c,Rv1188,Rv1712,Rv1098c,Rv1872c,Rv3150,Rv0859,,,,,,,,,,,,,,,
10,0.0259980776347374,0.0046875833047714,Rv3319,Rv0247c,Rv3010c,Rv0248c,Rv2443,Rv1188,Rv1712,Rv1098c,Rv2920c,Rv0859,,,,,,,,,,,,,,,
10,0.0195942619209116,0.00353242742881168,Rv1445c,Rv3010c,Rv2443,Rv3356c,Rv1188,Rv1712,Rv1098c,Rv0694,Rv3150,Rv0859,,,,,,,,,,,,,,,
10,0.0259980776347371,0.00468743384043081,Rv3010c,Rv2443,Rv2332,Rv1240,Rv1188,Rv1712,Rv1872c,Rv2920c,Rv3150,Rv0859,,,,,,,,,,,,,,,
10,0.0196701404818042,0.00354650433369404,Rv1448c,Rv3010c,Rv2443,Rv3356c,Rv1188,Rv1712,Rv1098c,Rv0694,Rv3150,Rv0859,,,,,,,,,,,,,,,
10,0.0195942619209116,0.00353285007891285,Rv1445c,Rv3010c,Rv2443,Rv3356c,Rv1188,Rv1712,Rv1098c,Rv1872c,Rv3150,Rv0859,,,,,,,,,,,,,,,
11,0.0196701403985373,0.00354654435179303,Rv1448c,Rv3010c,Rv2443,Rv3356c,Rv2332,Rv1240,Rv1188,Rv1712,Rv0694,Rv3150,Rv0859,,,,,,,,,,,,,,
11,0.0400783491809318,0.00722606040869498,Rv2443,Rv1908c,Rv2476c,Rv1188,Rv1712,Rv1098c,Rv2920c,Rv0694,Rv3150,Rv2780,Rv0859,,,,,,,,,,,,,,
11,0.0196701405008854,0.00354678164328525,Rv1448c,Rv3010c,Rv2443,Rv3356c,Rv2332,Rv1240,Rv1188,Rv1712,Rv1872c,Rv3150,Rv0859,,,,,,,,,,,,,,
11,0.0267136032818623,0.00481645628813997,Rv1448c,Rv3010c,Rv3303c,Rv2443,Rv1826,Rv1188,Rv1712,Rv1098c,Rv1872c,Rv3150,Rv0859,,,,,,,,,,,,,,
11,0.0259980776347374,0.00468745052056992,Rv3319,Rv0247c,Rv3010c,Rv0248c,Rv2443,Rv2332,Rv1240,Rv1188,Rv1712,Rv2920c,Rv0859,,,,,,,,,,,,,,
