Deletion size,Max growth rate,Min production rate,Deleted genes,
2,0.283558381214824,0.258820464477044,YPO1541,YPO0463
2,0.283558381214822,0.258820464474302,YPO0463,YPO1149
2,0.283558381214822,0.258820464474302,YPO2066,YPO0463
