Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,
3,0.359606707775618,0.599912418709517,PHATRDRAFT_26290,PHATRDRAFT_50742,PHATRDRAFT_8982,,,,,
3,0.359606707775724,0.599912418709541,PHATRDRAFT_30145,PHATRDRAFT_50742,PHATRDRAFT_8982,,,,,
3,0.359606707775732,0.167860475851906,PHATRDRAFT_48983,PHATRDRAFT_8982,PHATRDRAFT_48078,,,,,
3,0.359606707775731,0.167860475851809,PHATRDRAFT_50742,PHATRDRAFT_8982,PHATRDRAFT_48078,,,,,
3,0.359606707775732,0.167860475851906,PHATRDRAFT_14792,PHATRDRAFT_48983,PHATRDRAFT_48078,,,,,
4,0.359606707775619,0.599912418709401,PHATRDRAFT_14792,PHATRDRAFT_26290,PHATRDRAFT_41063,PHATRDRAFT_33839,,,,
4,0.359606707775729,0.599912418709577,PHATRDRAFT_26290,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_8982,,,,
4,0.359606707775732,0.167860475851752,PHATRDRAFT_8982,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_48078,,,,
4,0.359606707775732,0.167860475851906,PHATRDRAFT_14792,PHATRDRAFT_48983,PHATRDRAFT_22803,PHATRDRAFT_859,,,,
4,0.359606707775731,0.167860475851809,PHATRDRAFT_50742,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_23723,,,,
4,0.35960670777562,0.122499146322956,PHATRDRAFT_48983,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_41969,,,,
4,0.359606707775731,0.11938868241983,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_859,PHATRDRAFT_10693,,,,
4,0.359606707775731,0.119388682419777,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,PHATRDRAFT_10693,,,,
4,0.359606707775733,0.0188744657828431,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,,,,
4,0.359606707775842,0.122499146323024,PHATRDRAFT_14792,PHATRDRAFT_48983,PHATRDRAFT_19708,PHATRDRAFT_35580,,,,
5,0.359606707775728,0.599912418710052,PHATRDRAFT_30145,PHATRDRAFT_50742,PHATRDRAFT_54017,PHATRDRAFT_43320,PHATRDRAFT_24610,,,
5,0.359606707775732,0.12249914632313,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_35580,,,
5,0.359606707775733,0.122499146322903,PHATRDRAFT_48983,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_8982,PHATRDRAFT_17720,,,
7,0.359606707775649,0.122499146322848,PHATRDRAFT_13643,PHATRDRAFT_42015,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_28191,PHATRDRAFT_8982,PHATRDRAFT_55069,
7,0.359606707775731,0.0849261958253572,PHATRDRAFT_34010,PHATRDRAFT_30145,PHATRDRAFT_13951,PHATRDRAFT_859,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,
8,0.35960670777584,0.00115537856356594,PHATRDRAFT_50742,PHATRDRAFT_54017,PHATRDRAFT_43320,PHATRDRAFT_24610,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_859,PHATRDRAFT_18064
