Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
2,0.222833506625462,0.0756742588195961,YNR001C,YPR001W,,,,,,,
2,0.2583876794491,0.0350718210238913,UNKNOWN,YBR291C,,,,,,,
2,0.276149366182623,0.014000772865459,YFR055W,YLR303W,,,,,,,
2,0.276149366210379,0.014000772847794,YFR055W,YNL277W,,,,,,,
2,0.28313739268805,0.00654047375253392,YLR043C,YDR353W,,,,,,,
3,0.22266853528054,0.0756182345971163,YKL106W,YKL085W,YKL120W,,,,,,
4,0.27073317944893,0.0183737584452674,YBR291C,YPL262W,YLR348C,YOL126C,,,,,
4,0.270733179455867,0.0183737584457382,YDR035W,YPL262W,YLR348C,YOL126C,,,,,
4,0.249641424526968,0.0423891138996116,YKL106W,YPL262W,YOL126C,YKL120W,,,,,
4,0.257911330772967,0.0350071645807475,YBR291C,YLR348C,YKL085W,YKL029C,,,,,
4,0.257911330760389,0.0350071645031373,YDR035W,YLR348C,YKL085W,YKL029C,,,,,
9,0.27450489956424,0.00929387772178352,YDR035W,YML035C,YPL111W,YKL106W,YNL141W,YHR208W,YLR348C,YOL126C,YJR095W
