Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.348040061059921,0.00808712795692705,PHATRDRAFT_20342,PHATRDRAFT_13987,PHATRDRAFT_draft877,Phatr3_EG02261,PHATRDRAFT_13476,PHATRDRAFT_49339,PHATRDRAFT_45239,PHATRDRAFT_draft1572,PHATRDRAFT_31906,PHATRDRAFT_19708,PHATRDRAFT_15917,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_20318,PHATRDRAFT_42245,PHATRDRAFT_49505,PHATRDRAFT_15536,PHATRDRAFT_44384,,,,,,,
20,0.329740190343506,0.0208819681311553,PHATRDRAFT_20342,PHATRDRAFT_draft870,PHATRDRAFT_23871,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_41807,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_45239,PHATRDRAFT_31906,PHATRDRAFT_19708,PHATRDRAFT_15917,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_23913,PHATRDRAFT_19482,PHATRDRAFT_38946,PHATRDRAFT_49505,,,,,,
20,0.346586811187082,0.00910320616576316,PHATRDRAFT_20342,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_54477,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_45239,PHATRDRAFT_31906,PHATRDRAFT_19708,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_19979,PHATRDRAFT_20318,PHATRDRAFT_draft645,PHATRDRAFT_49505,PHATRDRAFT_15536,Phatr3_EG02292,PHATRDRAFT_49903,,,,,,
21,0.329740190343617,0.0208819681315124,PHATRDRAFT_20342,PHATRDRAFT_27726,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_draft1186,PHATRDRAFT_13322,PHATRDRAFT_49339,PHATRDRAFT_45239,PHATRDRAFT_19708,PHATRDRAFT_15917,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_19979,PHATRDRAFT_44806,PHATRDRAFT_38085,PHATRDRAFT_49505,PHATRDRAFT_15536,PHATRDRAFT_23365,,,,,
21,0.336080275570186,0.0164491293192225,PHATRDRAFT_20342,PHATRDRAFT_27726,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_42015,Phatr3_EG02261,PHATRDRAFT_13476,PHATRDRAFT_49339,PHATRDRAFT_45239,Phatr3_EG02251,PHATRDRAFT_14962,PHATRDRAFT_50742,PHATRDRAFT_19708,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_5423,PHATRDRAFT_51970,PHATRDRAFT_49505,PHATRDRAFT_15536,Phatr3_EG02292,,,,,
21,0.336080275570352,0.016449129319761,PHATRDRAFT_20342,PHATRDRAFT_27726,PHATRDRAFT_13987,PHATRDRAFT_draft877,Phatr3_EG02261,PHATRDRAFT_13476,PHATRDRAFT_34120,PHATRDRAFT_49339,PHATRDRAFT_45239,PHATRDRAFT_31599,PHATRDRAFT_50742,PHATRDRAFT_19708,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_55069,PHATRDRAFT_38085,PHATRDRAFT_49505,PHATRDRAFT_15536,PHATRDRAFT_36390,PHATRDRAFT_49903,,,,,
21,0.336080275570131,0.0164491293191881,PHATRDRAFT_20342,PHATRDRAFT_27726,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_23871,PHATRDRAFT_13987,PHATRDRAFT_draft877,Phatr3_EG02215,PHATRDRAFT_8828,PHATRDRAFT_45239,PHATRDRAFT_draft1572,PHATRDRAFT_19708,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_31544,PHATRDRAFT_42245,PHATRDRAFT_8990,PHATRDRAFT_49505,PHATRDRAFT_49903,,,,,
22,0.318985594738361,0.0284013290073579,PHATRDRAFT_20342,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_27976,PHATRDRAFT_draft1186,PHATRDRAFT_13322,PHATRDRAFT_45239,PHATRDRAFT_31906,PHATRDRAFT_19708,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_23913,PHATRDRAFT_44806,PHATRDRAFT_47293,PHATRDRAFT_8990,PHATRDRAFT_49505,PHATRDRAFT_15536,PHATRDRAFT_49903,,,,
22,0.318985594738139,0.0284013290063317,PHATRDRAFT_20342,PHATRDRAFT_27726,PHATRDRAFT_draft870,PHATRDRAFT_23871,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_42015,Phatr3_EG02261,PHATRDRAFT_13476,PHATRDRAFT_49339,PHATRDRAFT_45239,PHATRDRAFT_draft1572,PHATRDRAFT_14962,PHATRDRAFT_28191,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_15730,PHATRDRAFT_20318,PHATRDRAFT_31436,PHATRDRAFT_49505,PHATRDRAFT_23365,,,,
22,0.329740190343507,0.0208819681313334,PHATRDRAFT_20342,PHATRDRAFT_27726,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_27976,Phatr3_EG02215,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_45239,PHATRDRAFT_15917,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_48078,PHATRDRAFT_44806,PHATRDRAFT_draft645,PHATRDRAFT_49505,PHATRDRAFT_15536,PHATRDRAFT_8945,PHATRDRAFT_41686,YP_874486_AT1,,,,
22,0.336080275569687,0.0164491293189936,PHATRDRAFT_20342,PHATRDRAFT_27726,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_45239,PHATRDRAFT_31599,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_19979,PHATRDRAFT_35691,PHATRDRAFT_draft645,PHATRDRAFT_49505,PHATRDRAFT_15536,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_44384,PHATRDRAFT_49903,,,,
