Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
6,0.211483381819309,0.724950475188734,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_19708,PHATRDRAFT_859,PHATRDRAFT_42245,Phatr3_EG02247,,,,,,
6,0.211483381819309,0.724950475188734,PHATR_10581,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_42245,Phatr3_EG02247,,,,,,
6,0.216752894065645,0.699160240043327,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_31599,PHATRDRAFT_19708,PHATRDRAFT_48078,Phatr3_EG02247,,,,,,
6,0.216752894065645,0.699160240043327,PHATR_10581,PHATRDRAFT_31599,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_48078,Phatr3_EG02247,,,,,,
7,0.206464004320861,0.749516491912587,PHATR_10581,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_23913,Phatr3_EG02247,Phatr3_EG02292,,,,,
7,0.211483381819313,0.724950475190121,PHATR_10581,PHATRDRAFT_29016,PHATRDRAFT_31599,PHATRDRAFT_28191,PHATRDRAFT_8982,PHATRDRAFT_48078,Phatr3_EG02247,,,,,
7,0.211483381819313,0.724950475190121,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_29016,PHATRDRAFT_31599,PHATRDRAFT_28191,PHATRDRAFT_48078,Phatr3_EG02247,,,,,
7,0.216752894065645,0.699160240043327,PHATR_10581,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_48078,PHATRDRAFT_39914,PHATRDRAFT_48307,Phatr3_EG02247,,,,,
7,0.216752894065645,0.699160240043327,PHATR_10581,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_1341,PHATRDRAFT_48078,Phatr3_EG02247,PHATRDRAFT_43604,,,,,
7,0.216752894065647,0.699160240042537,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_31599,PHATRDRAFT_19708,PHATRDRAFT_859,PHATRDRAFT_20310,Phatr3_EG02247,,,,,
7,0.216752894065625,0.699160240042957,PHATR_10581,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_51970,Phatr3_EG02247,Phatr3_EG02292,,,,,
7,0.288249363166103,0.34923966599363,PHATR_10581,PHATRDRAFT_12031,PHATRDRAFT_44906,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_42245,,,,,
7,0.288249363166103,0.34923966599363,PHATR_10581,PHATRDRAFT_12031,PHATRDRAFT_44906,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_48078,PHATRDRAFT_42245,,,,,
7,0.29310550772972,0.32547254973272,PHATR_10581,PHATRDRAFT_12031,PHATRDRAFT_44906,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_48078,Phatr3_EG02292,,,,,
8,0.288249363166212,0.349239665994121,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_12031,PHATRDRAFT_44906,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_48078,Phatr3_EG02292,,,,
8,0.288249363166212,0.349239665994121,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_12031,PHATRDRAFT_44906,PHATRDRAFT_40430,PHATRDRAFT_31599,PHATRDRAFT_28191,PHATRDRAFT_48078,,,,
8,0.288249363166158,0.349239665994112,PHATR_10581,PHATRDRAFT_12031,PHATRDRAFT_44906,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_42245,,,,
8,0.288249363166158,0.349239665994112,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_12031,PHATRDRAFT_44906,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_859,PHATRDRAFT_42245,,,,
8,0.211483381819313,0.724950475190121,PHATR_10581,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_8982,PHATRDRAFT_48078,PHATRDRAFT_39914,PHATRDRAFT_48307,Phatr3_EG02247,,,,
9,0.211483381819317,0.724950475189167,PHATR_10581,PHATRDRAFT_40430,PHATRDRAFT_31599,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_51970,Phatr3_EG02247,PHATRDRAFT_8945,PHATRDRAFT_41686,,,
9,0.222291716609841,0.672051936814414,PHATR_10581,PHATRDRAFT_42015,PHATRDRAFT_28191,PHATRDRAFT_8982,PHATRDRAFT_48078,PHATRDRAFT_39914,PHATRDRAFT_48307,Phatr3_EG02247,PHATRDRAFT_16649,,,
9,0.288249363166158,0.34923966599424,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_12031,PHATRDRAFT_44906,PHATRDRAFT_54478,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_859,Phatr3_EG02292,,,
9,0.21675289406537,0.699160240042473,PHATR_10581,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_33720,PHATRDRAFT_52268,PHATRDRAFT_48078,PHATRDRAFT_46400,PHATRDRAFT_12431,Phatr3_EG02247,,,
11,0.211483381819207,0.724950475190319,PHATR_10581,PHATRDRAFT_29016,PHATRDRAFT_8982,PHATRDRAFT_49637,PHATRDRAFT_32057,PHATRDRAFT_48078,PHATRDRAFT_46400,PHATRDRAFT_12431,Phatr3_EG02247,PHATRDRAFT_8945,PHATRDRAFT_41686,
12,0.228121036420113,0.643521871483998,PHATR_10581,PHATRDRAFT_42015,PHATRDRAFT_26290,PHATRDRAFT_28191,PHATRDRAFT_8982,PHATRDRAFT_49637,PHATRDRAFT_32057,PHATRDRAFT_859,PHATRDRAFT_46400,PHATRDRAFT_12431,Phatr3_EG02247,PHATRDRAFT_23365
