Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,
7,0.272305206827381,0.0253987611894669,YPO0918,YPO2161,YPO1109,YPO3142,YPO2074,YPO3520,YPO0921,,,,,,,,,,
7,0.213368221832974,0.158421351581511,YPO3949,YPO2824,YPO1109,YPO3376,YPO2074,YPO0920,YPO1389,,,,,,,,,,
7,0.213368221832975,0.158421351581828,YPO0460,YPO2824,YPO1109,YPO3376,YPO3520,YPO1389,YPO3834,,,,,,,,,,
7,0.239547309079221,0.0993343453510995,YPO2157,YPO2161,YPO3992,YPO0347,YPO3142,YPO2074,YPO0920,,,,,,,,,,
7,0.188514011946379,0.214518068805501,YPO2157,YPO3992,YPO0347,YPO0460,YPO2824,YPO0920,YPO3834,,,,,,,,,,
7,0.272305206827367,0.0253987611889779,YPO0793,YPO0918,YPO2161,YPO1109,YPO3142,YPO0920,YPO0921,,,,,,,,,,
7,0.213368221832974,0.158421351581965,YPO0461,YPO0091,YPO3080,YPO2824,YPO1109,YPO0920,YPO0921,,,,,,,,,,
8,0.188514011946372,0.214518068805048,YPO0459,YPO3992,YPO0347,YPO2824,YPO0920,YPO1389,YPO1133,YPO3834,,,,,,,,,
8,0.188514011946379,0.214518068805501,YPO0792,YPO0461,YPO3992,YPO0347,YPO3080,YPO2824,YPO0920,YPO0921,,,,,,,,,
8,0.213368221832974,0.158421351581796,YPO0461,YPO3827,YPO3080,YPO2824,YPO1109,YPO3520,YPO1389,YPO1133,,,,,,,,,
8,0.188514011946372,0.21451806880482,YPO0461,YPO3992,YPO0347,YPO2824,YPO3376,YPO3520,YPO0914,YPO3834,,,,,,,,,
8,0.239547309079215,0.0993343453511141,YPO0793,YPO2157,YPO2614,YPO3992,YPO0347,YPO0254,YPO3142,YPO3520,,,,,,,,,
9,0.188514011946386,0.214518068805704,YPO0792,YPO3992,YPO0347,YPO0460,YPO3080,YPO2824,YPO3376,YPO3520,YPO1389,,,,,,,,
9,0.215138937061709,0.147604888467453,YPO1384,YPO0253,YPO0460,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,,,,,,,
9,0.215138937061709,0.15291882021136,YPO1384,YPO0461,YPO0253,YPO2288,YPO2824,YPO3358,YPO3418,YPO0439,YPO2567,,,,,,,,
9,0.215138937061709,0.147604888466765,YPO1384,YPO0459,YPO0253,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,,,,,,,
9,0.215138937061709,0.147604888467453,YPO1384,YPO0461,YPO0253,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,,,,,,,
9,0.215138937061709,0.15291882021136,YPO1384,YPO0253,YPO0460,YPO2288,YPO2824,YPO3358,YPO3418,YPO0439,YPO2567,,,,,,,,
10,0.223617971959267,0.133722024049949,YPO2066,YPO2157,YPO2614,YPO3992,YPO0347,YPO0254,YPO2288,YPO3142,YPO3358,YPO0439,,,,,,,
10,0.25798330739278,0.0559178461763979,YPO0918,YPO2161,YPO0254,YPO2288,YPO1109,YPO3142,YPO3358,YPO0921,YPO1149,YPO0439,,,,,,,
10,0.215138937061709,0.152918820209883,YPO1384,YPO0459,YPO0253,YPO2288,YPO2824,YPO0440,YPO3358,YPO3418,YPO2567,YPO1171,,,,,,,
10,0.271779727209867,0.0246823267835478,YPO2161,YPO3992,YPO0347,YPO2288,YPO3142,YPO3358,YPO3520,YPO0921,YPO2836,YPO0439,,,,,,,
10,0.240744218986675,0.0890012910830576,YPO2157,YPO2161,YPO0459,YPO3992,YPO0347,YPO2288,YPO0436,YPO3142,YPO3358,YPO2533,,,,,,,
10,0.151925948054788,0.296034974286128,YPO2066,YPO2161,YPO3992,YPO0347,YPO0460,YPO2288,YPO2824,YPO3142,YPO0921,YPO0439,,,,,,,
11,0.258198913727491,0.0490521936266692,YPO2066,YPO0918,YPO2161,YPO0254,YPO2288,YPO1109,YPO0436,YPO3142,YPO3358,YPO3376,YPO1389,,,,,,
11,0.223779945235725,0.127827946915955,YPO2614,YPO3992,YPO0347,YPO0254,YPO2288,YPO0436,YPO3142,YPO3358,YPO3376,YPO0914,YPO1149,,,,,,
11,0.240744218986675,0.0949476732903719,YPO0461,YPO2161,YPO3992,YPO0347,YPO2288,YPO0436,YPO3142,YPO0440,YPO2533,YPO1389,YPO1133,,,,,,
12,0.187287453905868,0.0434502231620665,YPO2066,YPO2157,YPO0918,YPO2161,YPO0254,YPO0460,YPO0465,YPO2288,YPO2824,YPO1109,YPO3142,YPO0439,,,,,
12,0.257983307392775,0.0559178461784517,YPO2066,YPO0918,YPO2161,YPO0254,YPO2288,YPO1109,YPO3142,YPO2295,YPO3358,YPO2559,YPO3383,YPO0921,,,,,
13,0.279633431006473,0.00690129949160483,YPO0918,YPO2161,YPO0459,YPO0254,YPO0465,YPO2288,YPO1109,YPO3142,YPO2067,YPO3850,YPO1133,YPO0439,YPO0442,,,,
13,0.211407900708533,0.161366001431236,YPO0357,YPO2066,YPO2614,YPO0459,YPO3992,YPO0347,YPO0254,YPO2288,YPO0436,YPO3142,YPO0440,YPO3376,YPO0914,,,,
17,0.167727763077845,0.0460321857110652,YPO1384,YPO1137,YPO0459,YPO0253,YPO3285,YPO1845,YPO1511,YPO3034,YPO2824,YPO2067,YPO3141,YPO0920,YPO1389,YPO3418,YPO1133,YPO2567,YPO2393
