Deletion size,Max growth rate,Min production rate,Deleted genes,
1,0.265213359624278,0.0769972162894908,PHATRDRAFT_18319,
2,0.265213359624279,0.0769972162894909,Phatr3_EG02569,PHATRDRAFT_51242
