Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
4,0.110106616113093,0.0756433553760615,STM3866,STM2081,STM0007,STM2473,,,
5,0.283274142309417,0.194609430184104,STM2081,STM0974,STM0733,STM0007,STM2473,,
5,0.255654789924061,0.175635096333026,STM2081,STM4578,STM0733,STM0007,STM2473,,
6,0.110106616113093,0.0756433553766346,STM3866,STM3542,STM4485,STM0785,STM0007,STM2473,
6,0.110106616113093,0.075643355376255,STM1886,STM0169,STM0861,STM3866,STM0007,STM2473,
6,0.110106616113093,0.0756433553766346,STM1886,STM3866,STM3542,STM4485,STM0007,STM2473,
6,0.110106616113093,0.075643355376255,STM0169,STM0861,STM3866,STM0785,STM0007,STM2473,
7,0.284259393957459,0.195286677414288,STM1756,STM3542,STM4485,STM0785,STM0733,STM0007,STM2473
7,0.267751237257123,0.183945546248055,STM0169,STM0861,STM0785,STM0542,STM0733,STM0007,STM2473
7,0.255654789924058,0.175635266769472,STM1886,STM0169,STM0861,STM3062,STM0733,STM0007,STM2473
7,0.110106616113095,0.0756433553767447,STM4482,STM3512,STM3541,STM3866,STM0785,STM0007,STM2473
7,0.110106616113095,0.0756433553767447,STM4482,STM1886,STM3512,STM3541,STM3866,STM0007,STM2473
