Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0310863208243742,0.00560458592846472,Rv3303c,Rv0843,Rv0462,Rv2443,Rv1908c,Rv2476c,Rv0753c,Rv1902c,Rv1188,Rv1098c,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv2780,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,
19,0.0299701239877983,0.00540339434358203,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv3356c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv2780,Rv0084,Rv0859,Rv1077,,,,,,
19,0.0306540102570771,0.0055269291194044,Rv2495c,Rv2215,Rv2443,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv2920c,Rv0694,Rv3150,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv3535c,,,,,,
19,0.028546352096397,0.00514678018647973,Rv3303c,Rv0843,Rv0462,Rv2443,Rv3859c,Rv2476c,Rv0753c,Rv1902c,Rv1188,Rv1712,Rv1098c,Rv0694,Rv3150,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,
19,0.0327248214321872,0.0059002654781153,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv3356c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv2920c,Rv2780,Rv0859,Rv1077,,,,,,
19,0.0285463520963973,0.00514685681594739,Rv3319,Rv0247c,Rv3303c,Rv0843,Rv0462,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv1902c,Rv0162c,Rv1188,Rv1712,Rv1098c,Rv0694,Rv3601c,Rv0084,Rv2899c,Rv0859,,,,,,
19,0.0330796726386548,0.00596439000926622,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv0069c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv2920c,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,,,,,,
19,0.0289250593685234,0.0052151861497278,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv1908c,Rv2476c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0191,Rv2920c,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv0859,,,,,,
19,0.0382863347593152,0.00690295846525392,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv1826,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1902c,Rv1832,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv2780,Rv0859,Rv1077,,,,,,
19,0.0250246680519587,0.00451192368543644,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1712,Rv0211,Rv0694,Rv0084,Rv2899c,Rv0859,,,,,,
19,0.0289250593685238,0.00521511371641219,Rv3303c,Rv0843,Rv0462,Rv2443,Rv1908c,Rv2476c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv0859,,,,,,
19,0.0337226148814031,0.00377874607233879,Rv1448c,Rv2443,Rv2697c,Rv2967c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv2920c,Rv0694,Rv3150,Rv1595,Rv2780,Rv2584c,Rv2202c,Rv1905c,Rv0859,,,,,,
19,0.0326091470998226,0.00140673653779132,Rv2495c,Rv2215,Rv2443,Rv2697c,Rv2967c,Rv3859c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv1712,Rv0211,Rv0694,Rv3150,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,
19,0.0308725233471312,0.00241309234080765,Rv1448c,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv0694,Rv2584c,Rv2202c,Rv0084,Rv2899c,Rv0859,,,,,,
19,0.0306540102570772,0.00552685366928686,Rv0843,Rv0462,Rv2496c,Rv2443,Rv1908c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv2920c,Rv0694,Rv3150,Rv2780,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,
19,0.0450689737164431,0.00812586564160377,Rv3319,Rv0247c,Rv3303c,Rv0248c,Rv2443,Rv1908c,Rv1826,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv2332,Rv1240,Rv1188,Rv1712,Rv2920c,Rv2780,Rv0859,Rv1077,,,,,,
19,0.0330796725553871,0.00596397048410885,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv2780,Rv0084,Rv2899c,Rv0859,Rv1077,,,,,,
19,0.0341693801593077,0.00616058408538665,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv3356c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0118c,Rv2920c,Rv0694,Rv1595,Rv3339c,Rv0066c,Rv2780,Rv1905c,Rv0859,,,,,,
19,0.0293603539585099,0.00529334923089063,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2495c,Rv0248c,Rv2443,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv0211,Rv0191,Rv2920c,Rv0084,Rv2899c,Rv0859,,,,,,
19,0.0327248214321881,0.00590025422003188,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv3356c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv1837c,Rv2920c,Rv2780,Rv0859,Rv1077,,,,,,
19,0.0243946668935437,0.00439823572808399,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv0211,Rv0694,Rv0522,Rv0084,Rv2899c,Rv0859,,,,,,
19,0.0327248214599433,0.0059002443084198,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv3356c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1902c,Rv1240,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv2780,Rv0859,Rv1077,,,,,,
19,0.0326121632687214,0.00587992048574216,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv0069c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv0191,Rv2920c,Rv1595,Rv2780,Rv0084,Rv1905c,Rv0859,Rv1077,,,,,,
19,0.045068973688687,0.00812587992235706,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv1826,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv2332,Rv2211c,Rv1240,Rv1188,Rv1712,Rv2920c,Rv2780,Rv0859,Rv1077,,,,,,
19,0.0285463520963973,0.00514678314071146,Rv2495c,Rv2215,Rv2443,Rv3859c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv1712,Rv0694,Rv3150,Rv3601c,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,
19,0.0243946668935437,0.0043983307114092,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2496c,Rv0248c,Rv2443,Rv3356c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv0211,Rv0694,Rv3601c,Rv0084,Rv2899c,Rv0859,,,,,,
19,0.0243946668935437,0.00439858655532561,Rv0843,Rv0462,Rv2496c,Rv2443,Rv3356c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv0694,Rv3150,Rv3601c,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,
19,0.0306540102570772,0.00552690367926787,Rv3303c,Rv0843,Rv0462,Rv2443,Rv1908c,Rv2476c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv0211,Rv2920c,Rv0694,Rv3150,Rv2780,Rv0084,Rv2899c,Rv0859,,,,,,
19,0.0313852564791786,0.00565857216462747,Rv2495c,Rv2215,Rv2443,Rv2697c,Rv2967c,Rv3859c,Rv2476c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1712,Rv0211,Rv0694,Rv3150,Rv0084,Rv2899c,Rv0859,,,,,,
19,0.0310863208243743,0.00560483121043889,Rv2495c,Rv2215,Rv2443,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv3535c,,,,,,
19,0.0243946668657876,0.00439845369101766,Rv3303c,Rv0843,Rv0462,Rv2443,Rv3356c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv0694,Rv3150,Rv3601c,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,
19,0.0248563266872584,0.00448160080707862,Rv3319,Rv0247c,Rv3010c,Rv0248c,Rv2443,Rv1908c,Rv1826,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv2332,Rv2211c,Rv1240,Rv1188,Rv2920c,Rv2780,Rv0859,Rv1077,,,,,,
19,0.0310863207862099,0.00560442952215528,Rv0843,Rv0462,Rv2496c,Rv2443,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv2920c,Rv0694,Rv3150,Rv1595,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv3535c,,,,,,
19,0.0285463520963971,0.00514688793901013,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1712,Rv0694,Rv0084,Rv2899c,Rv0859,,,,,,
20,0.0289250593685238,0.0052150911074635,Rv0843,Rv0462,Rv2495c,Rv2443,Rv2476c,Rv0753c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,,,,,
20,0.0250246680519587,0.00451180614368966,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2495c,Rv0248c,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv0162c,Rv1240,Rv1188,Rv1712,Rv1098c,Rv0211,Rv0694,Rv0084,Rv2899c,Rv0859,,,,,
20,0.0306596283106687,0.00132324875060134,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2495c,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv0753c,Rv1902c,Rv0162c,Rv1188,Rv1712,Rv1098c,Rv0211,Rv0191,Rv0084,Rv2899c,Rv0859,,,,,
20,0.0250246680519587,0.00451176239058297,Rv3303c,Rv0843,Rv0462,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv2332,Rv1188,Rv1712,Rv1098c,Rv0211,Rv0694,Rv3150,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,
20,0.0306540102570772,0.00552685622543862,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2495c,Rv0248c,Rv2443,Rv1908c,Rv2476c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv0694,Rv2780,Rv0084,Rv2899c,Rv0859,,,,,
20,0.022686422084914,0.00409009025112013,Rv1448c,Rv0843,Rv0462,Rv2495c,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1188,Rv1098c,Rv0211,Rv0694,Rv3150,Rv3339c,Rv0066c,Rv0084,Rv2899c,Rv0859,,,,,
20,0.0326091471275786,0.00140673367698628,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv2697c,Rv2967c,Rv3859c,Rv2476c,Rv1902c,Rv1188,Rv1712,Rv1098c,Rv0211,Rv0694,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,
20,0.0273412546477056,0.00492944920111267,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2495c,Rv0248c,Rv2443,Rv1902c,Rv2332,Rv1240,Rv1188,Rv2920c,Rv0694,Rv3601c,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,
20,0.0285463520963971,0.0051468887257345,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv1902c,Rv1188,Rv1712,Rv1098c,Rv0694,Rv3601c,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,
20,0.0313852564791786,0.00565857216462747,Rv0843,Rv0462,Rv2496c,Rv2443,Rv2697c,Rv2967c,Rv3859c,Rv2476c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1712,Rv0211,Rv0694,Rv3150,Rv0084,Rv2899c,Rv0859,,,,,
20,0.0306596283106687,0.00132324875060134,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2496c,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv0753c,Rv1902c,Rv0162c,Rv1188,Rv1712,Rv1098c,Rv0211,Rv0191,Rv0084,Rv2899c,Rv0859,,,,,
20,0.0285463520963971,0.00514688793901013,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2496c,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1712,Rv0694,Rv0084,Rv2899c,Rv0859,,,,,
20,0.0313852564236669,0.00565854933828823,Rv2495c,Rv2215,Rv2443,Rv2697c,Rv2967c,Rv3859c,Rv2476c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1712,Rv0211,Rv0191,Rv1872c,Rv3150,Rv0084,Rv2899c,Rv0859,,,,,
20,0.0306540103125883,0.00552628652935546,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2496c,Rv0248c,Rv2443,Rv1908c,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv0191,Rv2920c,Rv2780,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,
20,0.028925059368524,0.00521520623012307,Rv3303c,Rv0843,Rv0462,Rv2443,Rv2476c,Rv0753c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,,,,,
20,0.0250246680519587,0.00451173863370073,Rv0843,Rv0462,Rv2495c,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv2332,Rv1188,Rv1712,Rv1098c,Rv0211,Rv0694,Rv3150,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,
20,0.0310863208104963,0.00560484126798738,Rv0843,Rv0462,Rv2495c,Rv2443,Rv1908c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,
20,0.0346884713234645,0.00625416857560772,Rv3319,Rv0247c,Rv3303c,Rv0248c,Rv2443,Rv1826,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv0191,Rv2920c,Rv1595,Rv1915,Rv0467,Rv3339c,Rv0066c,Rv2780,Rv1905c,Rv0859,,,,,
20,0.0293603539585094,0.00529362978862328,Rv3319,Rv0247c,Rv3303c,Rv0843,Rv0462,Rv0248c,Rv2443,Rv0753c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv0191,Rv2920c,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,
20,0.028925059368524,0.00521520829779157,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv2476c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0191,Rv2920c,Rv1595,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,,,,,
20,0.0285463520963969,0.00514674566656402,Rv3319,Rv0247c,Rv3303c,Rv0843,Rv0462,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1712,Rv0694,Rv3601c,Rv0084,Rv2899c,Rv0859,,,,,
21,0.028925059368524,0.00521517651915773,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2496c,Rv0248c,Rv2443,Rv1908c,Rv2476c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv0191,Rv2920c,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv0859,,,,
21,0.0306540102570776,0.00552699432104574,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv2920c,Rv0694,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv3535c,,,,
21,0.0217004527442531,0.00391251042892087,Rv2495c,Rv2215,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,,,,
21,0.0313852563681561,0.00565857997202858,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2496c,Rv0248c,Rv2443,Rv2697c,Rv2967c,Rv3859c,Rv2476c,Rv1902c,Rv0162c,Rv1188,Rv1712,Rv1098c,Rv0211,Rv0694,Rv0084,Rv2899c,Rv0859,,,,
21,0.0285463520963973,0.00514681637960891,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv0753c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv1712,Rv0694,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,
21,0.0243946669490535,0.00439842845313305,Rv3319,Rv0247c,Rv3303c,Rv0843,Rv0462,Rv0248c,Rv2443,Rv3356c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv0694,Rv3601c,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,
21,0.0226477692481091,0.00408341581259754,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv0162c,Rv1240,Rv1188,Rv1121,Rv1447c,Rv1098c,Rv0211,Rv0694,Rv0084,Rv2899c,Rv0859,Rv1475c,,,,
21,0.0306540102570775,0.00552680539860394,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2495c,Rv0248c,Rv2443,Rv1908c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv2920c,Rv0694,Rv2780,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,
21,0.0306540102570771,0.00552685031362469,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv2476c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv0211,Rv2920c,Rv0694,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,,,,
21,0.028546352082519,0.00514680351171419,Rv3319,Rv0247c,Rv3303c,Rv0843,Rv0462,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv0753c,Rv1902c,Rv1188,Rv1712,Rv1098c,Rv0694,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,
21,0.028925059368524,0.00521510340282083,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv2476c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv0191,Rv2920c,Rv1595,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,,,,
21,0.0289250593685234,0.00521508053694607,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2495c,Rv0248c,Rv2443,Rv2476c,Rv0753c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0191,Rv2920c,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,,,,
21,0.0226864220745051,0.00409061619746855,Rv1448c,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2496c,Rv0248c,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv0162c,Rv1240,Rv1188,Rv1098c,Rv0211,Rv0694,Rv0084,Rv2899c,Rv0859,Rv1475c,,,,
21,0.0285463520963973,0.00514688791076857,Rv3319,Rv0247c,Rv3303c,Rv0843,Rv0462,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv1902c,Rv1188,Rv1712,Rv1098c,Rv0694,Rv3601c,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,
21,0.0297282677628091,0.0117332327723003,Rv2443,Rv2697c,Rv2967c,Rv3356c,Rv0069c,Rv2476c,Rv2436,Rv1240,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv0694,Rv3150,Rv1595,Rv2780,Rv2202c,Rv1905c,Rv0859,Rv2930,Rv1077,,,,
21,0.0310863207688629,0.00560491298828657,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2496c,Rv0248c,Rv2443,Rv1908c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv2920c,Rv0694,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,
21,0.0306540102570772,0.0055268556679199,Rv3319,Rv0247c,Rv3303c,Rv0843,Rv0462,Rv0248c,Rv2443,Rv2476c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0211,Rv0191,Rv2920c,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,,,,
22,0.0306596283106691,0.00132324851777059,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv0753c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv1712,Rv0211,Rv0191,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,
22,0.0217004528275196,0.00391184531172727,Rv2495c,Rv2215,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,,,
22,0.0217004527442531,0.00391251042892087,Rv0843,Rv0462,Rv2496c,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,,,
22,0.0217004527720079,0.00391277108082831,Rv2495c,Rv2215,Rv2443,Rv1908c,Rv3356c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv1872c,Rv2920c,Rv3150,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv0859,Rv1077,,,
22,0.0217004528275196,0.00391453718991738,Rv2495c,Rv2215,Rv2443,Rv1908c,Rv3356c,Rv0069c,Rv2476c,Rv0753c,Rv2674,Rv0137c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv1872c,Rv2920c,Rv3150,Rv2780,Rv0084,Rv2899c,Rv0859,Rv1077,,,
22,0.0285463520963972,0.00514677984524399,Rv3319,Rv0247c,Rv3303c,Rv0843,Rv0462,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv1712,Rv0694,Rv3601c,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,
22,0.0217004527442531,0.00391250085068579,Rv2495c,Rv2215,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,,,
23,0.0217004528275196,0.0039129132654086,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv2920c,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,,
23,0.0217004528275196,0.00391184531172727,Rv0843,Rv0462,Rv2496c,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,,
23,0.0217004527442526,0.00391312861036404,Rv3319,Rv0247c,Rv3303c,Rv0843,Rv0462,Rv0248c,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv2920c,Rv1595,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,,
23,0.0217004527442531,0.0039128913331395,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv2920c,Rv1595,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,,
23,0.0291669361624389,0.00227998024403933,Rv1448c,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2496c,Rv0248c,Rv2443,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0191,Rv2920c,Rv3601c,Rv3293,Rv0147,Rv2584c,Rv2202c,Rv0084,Rv2899c,Rv0859,Rv3535c,,
23,0.0217004527164976,0.00391237978851827,Rv2495c,Rv2215,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv0753c,Rv1902c,Rv1188,Rv1098c,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv3293,Rv0147,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,Rv3535c,,
23,0.0217004527442531,0.00391260683512535,Rv2495c,Rv2215,Rv2443,Rv1908c,Rv3356c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1872c,Rv2920c,Rv3150,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv0859,Rv1077,,
23,0.0217004527442526,0.00391293931905069,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2496c,Rv0248c,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv2920c,Rv1595,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,,
23,0.0217004527720068,0.00391352027231262,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv1908c,Rv3356c,Rv0069c,Rv2476c,Rv0753c,Rv2674,Rv0137c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv2920c,Rv2780,Rv0084,Rv2899c,Rv0859,Rv1077,,
23,0.0306596283106693,0.00132324851777053,Rv3319,Rv0247c,Rv3303c,Rv0843,Rv0462,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv1712,Rv0211,Rv0191,Rv3601c,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,
