Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0327248205440095,0.00590010272153942,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,,
17,0.0450689737164431,0.0081258675289264,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1826,Rv0069c,Rv2476c,Rv1832,Rv1188,Rv1712,Rv1098c,Rv2920c,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,,
17,0.0335329882694035,0.0060458857484802,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv3356c,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv0694,Rv1915,Rv0467,Rv2780,Rv0859,,,,,,,,
17,0.0341693802404059,0.00616089269572609,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv3356c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv2920c,Rv0694,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1475c,,,,,,,,
17,0.0243946668935437,0.00439854410817537,Rv0843,Rv0462,Rv2496c,Rv2443,Rv3356c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv0211,Rv0694,Rv3150,Rv3601c,Rv0084,Rv2899c,Rv0859,,,,,,,,
17,0.0337396634956044,0.00608326254460373,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv2920c,Rv0694,Rv2780,Rv0084,Rv2899c,Rv0859,Rv1475c,,,,,,,,
17,0.0237934189707995,0.00428992255436049,Rv3010c,Rv2443,Rv0069c,Rv2476c,Rv2332,Rv1240,Rv1188,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,,,,,,,,
17,0.0450689737164431,0.0081260128647692,Rv3303c,Rv2443,Rv1826,Rv0069c,Rv2476c,Rv2332,Rv1240,Rv1188,Rv1712,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,,
17,0.0327248214599426,0.00590025828332339,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv1902c,Rv1240,Rv1188,Rv1098c,Rv0211,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,,
17,0.0285463520963972,0.00514674458182079,Rv2495c,Rv2215,Rv2443,Rv3859c,Rv2476c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1712,Rv0694,Rv3150,Rv0084,Rv2899c,Rv0859,,,,,,,,
17,0.0251116727807343,0.00452754052963316,Rv3319,Rv0247c,Rv3010c,Rv0248c,Rv2443,Rv1826,Rv2476c,Rv2332,Rv1240,Rv1832,Rv1188,Rv2920c,Rv0694,Rv1595,Rv2780,Rv1905c,Rv0859,,,,,,,,
17,0.0340327824091595,0.00613602089178547,Rv2443,Rv1908c,Rv1826,Rv2476c,Rv1902c,Rv1832,Rv1188,Rv1098c,Rv0211,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv1915,Rv0467,Rv2780,Rv0859,,,,,,,,
17,0.0450689737719531,0.00812591038884654,Rv2443,Rv1908c,Rv1826,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv2211c,Rv1188,Rv1712,Rv1098c,Rv1872c,Rv2920c,Rv3150,Rv2780,Rv0859,Rv1077,,,,,,,,
17,0.0346884713373426,0.00625348931021219,Rv3319,Rv0247c,Rv3303c,Rv0248c,Rv2443,Rv1908c,Rv1826,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv2920c,Rv0694,Rv2780,Rv0859,Rv1475c,,,,,,,,
17,0.0310863208243745,0.00560491858739771,Rv2495c,Rv2215,Rv2443,Rv1908c,Rv2476c,Rv0753c,Rv1902c,Rv1188,Rv1098c,Rv2920c,Rv0694,Rv3150,Rv2780,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,,,
17,0.0293603539585094,0.00529427837736788,Rv0843,Rv0462,Rv2495c,Rv2443,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0211,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv3601c,Rv0084,Rv2899c,Rv0859,,,,,,,,
17,0.0248563268260362,0.00448159319110247,Rv3010c,Rv2443,Rv1826,Rv0069c,Rv2476c,Rv2332,Rv1240,Rv1832,Rv1188,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,,
17,0.0326121632687218,0.00587994363690203,Rv2443,Rv0069c,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv2780,Rv0084,Rv1905c,Rv0859,Rv1077,,,,,,,,
17,0.0273412547032164,0.00492958885846597,Rv0843,Rv0462,Rv2495c,Rv2443,Rv0753c,Rv1902c,Rv1188,Rv1098c,Rv2920c,Rv0694,Rv3150,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,,,
17,0.045068973688687,0.00812588926251304,Rv3303c,Rv2443,Rv1908c,Rv1826,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1188,Rv1712,Rv1098c,Rv1872c,Rv2920c,Rv3150,Rv2780,Rv0859,Rv1077,,,,,,,,
17,0.0273412546477056,0.00492961107917402,Rv2495c,Rv2215,Rv2443,Rv0753c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv2920c,Rv0694,Rv3150,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,,,
17,0.0340575950479847,0.00614060224201316,Rv3319,Rv0247c,Rv3303c,Rv0248c,Rv2443,Rv1908c,Rv1826,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv0191,Rv2920c,Rv2780,Rv0859,,,,,,,,
18,0.0341778518749266,0.00616486120612644,Rv2443,Rv1826,Rv0069c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1832,Rv1188,Rv0211,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0327248214321873,0.00590025622339424,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv2920c,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0346446649977705,0.00624649001118371,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv0694,Rv2780,Rv0084,Rv0859,Rv1077,,,,,,,
18,0.045068973744198,0.00812589502262549,Rv2443,Rv1908c,Rv1826,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv2332,Rv1240,Rv1832,Rv1188,Rv1712,Rv1872c,Rv2920c,Rv3150,Rv2780,Rv0859,Rv1077,,,,,,,
18,0.0382444714069738,0.00689544408204162,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv3356c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv2332,Rv1240,Rv1188,Rv1712,Rv2920c,Rv2780,Rv0859,Rv1077,,,,,,,
18,0.0356921719822135,0.0064352056801083,Rv3303c,Rv2443,Rv1908c,Rv1826,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv2332,Rv1240,Rv1188,Rv0211,Rv2920c,Rv0694,Rv3150,Rv2780,Rv0859,Rv1077,,,,,,,
18,0.0310863207862099,0.00560442952215528,Rv2495c,Rv2215,Rv2443,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv2920c,Rv0694,Rv3150,Rv1595,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv3535c,,,,,,,
18,0.0346884713234647,0.00625416585547307,Rv3319,Rv0247c,Rv3303c,Rv0248c,Rv2443,Rv1826,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv2920c,Rv0694,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1475c,,,,,,,
18,0.0346884714899977,0.00625413416650209,Rv3303c,Rv2443,Rv1908c,Rv1826,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv2920c,Rv0694,Rv3150,Rv1915,Rv0467,Rv3339c,Rv0066c,Rv2780,Rv0859,,,,,,,
18,0.0248563267705251,0.0044815656546903,Rv3319,Rv0247c,Rv3010c,Rv3303c,Rv0248c,Rv2443,Rv1908c,Rv1826,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1188,Rv1098c,Rv2920c,Rv2780,Rv0859,Rv1077,,,,,,,
18,0.0337396635233601,0.00608344111527562,Rv2443,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv2920c,Rv0694,Rv3150,Rv1595,Rv1915,Rv0467,Rv3339c,Rv0066c,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,,,,,,,
18,0.045068973688687,0.00812589741160155,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv1826,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv2211c,Rv1188,Rv1712,Rv1098c,Rv2920c,Rv2780,Rv0859,Rv1077,,,,,,,
18,0.0202619528698403,0.00365300907089679,Rv3319,Rv0247c,Rv3010c,Rv0248c,Rv2443,Rv1908c,Rv3356c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv2332,Rv1240,Rv1188,Rv2920c,Rv2780,Rv0859,Rv1077,,,,,,,
18,0.0308725233453968,0.00241322062558512,Rv1448c,Rv2495c,Rv2215,Rv2443,Rv1902c,Rv0162c,Rv3307,Rv1188,Rv1098c,Rv0211,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv2202c,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0250246680519587,0.00451186865797586,Rv3303c,Rv0843,Rv0462,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1712,Rv0211,Rv0694,Rv3150,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0285463520963972,0.00514674458182079,Rv0843,Rv0462,Rv2495c,Rv2443,Rv3859c,Rv2476c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1712,Rv0694,Rv3150,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0289250593685238,0.00521511276075708,Rv2495c,Rv2215,Rv2443,Rv1908c,Rv2476c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv3601c,Rv2780,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0273412546477056,0.00492959082290835,Rv3303c,Rv0843,Rv0462,Rv2443,Rv0753c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv2920c,Rv0694,Rv3150,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,,
18,0.0248563267705251,0.00448161632920032,Rv3010c,Rv3303c,Rv2443,Rv1908c,Rv1826,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv2332,Rv1240,Rv1188,Rv1872c,Rv2920c,Rv3150,Rv2780,Rv0859,Rv1077,,,,,,,
18,0.0382863348980935,0.00690296894260447,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1826,Rv0069c,Rv2476c,Rv2211c,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv0694,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0243946668657876,0.0043984542009824,Rv2495c,Rv2215,Rv2443,Rv3356c,Rv1902c,Rv1240,Rv1188,Rv1098c,Rv0211,Rv0694,Rv3150,Rv3601c,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,,
18,0.0306540102570772,0.00552694821128887,Rv3303c,Rv0843,Rv0462,Rv2443,Rv1908c,Rv2476c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv0694,Rv3150,Rv2780,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.027341254647706,0.00492952976052474,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2496c,Rv0248c,Rv2443,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv2920c,Rv0694,Rv3601c,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0346884713928532,0.00625418498672914,Rv2443,Rv1826,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1832,Rv1188,Rv0118c,Rv2920c,Rv0694,Rv3150,Rv1595,Rv3339c,Rv0066c,Rv2780,Rv1905c,Rv0859,,,,,,,
18,0.0382863347593152,0.00690295804985257,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1826,Rv0069c,Rv2476c,Rv1902c,Rv2211c,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0243946668935437,0.0043985864389094,Rv2495c,Rv2215,Rv2443,Rv3356c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv0694,Rv3150,Rv3601c,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,,
18,0.0250246680519587,0.00451196376929379,Rv3303c,Rv0843,Rv0462,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv0162c,Rv1240,Rv1188,Rv1712,Rv1098c,Rv0211,Rv0694,Rv3150,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0341693801571394,0.00616062864249688,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv3356c,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv0191,Rv2920c,Rv1915,Rv0467,Rv3339c,Rv0066c,Rv2780,Rv0859,,,,,,,
18,0.0306540102570771,0.00552685344421558,Rv3303c,Rv0843,Rv0462,Rv2443,Rv1908c,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv0694,Rv3150,Rv2780,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,,
18,0.0450689737164424,0.00812591810270454,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1826,Rv0069c,Rv2476c,Rv2332,Rv2211c,Rv1240,Rv1188,Rv1712,Rv2920c,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0289250593685238,0.00521511325939667,Rv2495c,Rv2215,Rv2443,Rv1908c,Rv2476c,Rv0753c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv2780,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0309775520335118,0.00186075200866029,Rv1448c,Rv3303c,Rv0843,Rv0462,Rv2443,Rv2436,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv0694,Rv3150,Rv2202c,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0285463520963973,0.00514688235935335,Rv3303c,Rv0843,Rv0462,Rv2443,Rv3859c,Rv2476c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1712,Rv0694,Rv3150,Rv3601c,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0248563267705251,0.00448156549778113,Rv3010c,Rv2443,Rv1908c,Rv1826,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv2332,Rv2211c,Rv1240,Rv1188,Rv1872c,Rv2920c,Rv3150,Rv2780,Rv0859,Rv1077,,,,,,,
18,0.0285463521380305,0.00514680811869191,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv0753c,Rv1902c,Rv0162c,Rv1188,Rv1712,Rv1098c,Rv0694,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0326121632687218,0.00587993144431859,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv0069c,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv0191,Rv2920c,Rv1595,Rv2780,Rv0084,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0248563266595028,0.00448158883090149,Rv3319,Rv0247c,Rv3010c,Rv0248c,Rv2443,Rv1826,Rv0069c,Rv2476c,Rv2332,Rv2211c,Rv1240,Rv1188,Rv2920c,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0299701240754023,0.00540343731740825,Rv2443,Rv1908c,Rv3356c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv1872c,Rv2920c,Rv3150,Rv2780,Rv0084,Rv0859,Rv1077,,,,,,,
18,0.0330796727774328,0.00596462543417512,Rv2443,Rv0069c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0293603539585094,0.00529337186158445,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2496c,Rv0248c,Rv2443,Rv0753c,Rv1902c,Rv0162c,Rv1188,Rv1098c,Rv0211,Rv0191,Rv2920c,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0273412546477056,0.0049296532632622,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv1902c,Rv1188,Rv1098c,Rv2920c,Rv0694,Rv3601c,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,,
18,0.0285463520963972,0.00514675418608462,Rv0843,Rv0462,Rv2495c,Rv2443,Rv3859c,Rv2476c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1712,Rv0694,Rv3150,Rv3601c,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0450689737164424,0.00812768780126179,Rv3319,Rv0247c,Rv3303c,Rv0248c,Rv2443,Rv1826,Rv0069c,Rv2476c,Rv2332,Rv1240,Rv1188,Rv1712,Rv2920c,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0450689736331759,0.00812588694439072,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv1826,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1832,Rv1188,Rv1712,Rv1098c,Rv2920c,Rv2780,Rv0859,Rv1077,,,,,,,
18,0.0293603539585104,0.00529550270102278,Rv2495c,Rv2215,Rv2443,Rv0753c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,,
18,0.0346446650255262,0.00624645742043041,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv0069c,Rv2476c,Rv2332,Rv1240,Rv1188,Rv0211,Rv2920c,Rv0694,Rv1595,Rv2780,Rv0084,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0327248214876985,0.00590026154970257,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv1902c,Rv1240,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0450689737164424,0.00812768780126179,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1826,Rv0069c,Rv2476c,Rv2332,Rv1240,Rv1832,Rv1188,Rv1712,Rv2920c,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0450689736331759,0.00812588694439072,Rv3319,Rv0247c,Rv3303c,Rv0248c,Rv2443,Rv1908c,Rv1826,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1188,Rv1712,Rv1098c,Rv2920c,Rv2780,Rv0859,Rv1077,,,,,,,
18,0.0330796726386548,0.00596429315238637,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv0069c,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv2920c,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0310863208660073,0.00560473991169524,Rv2495c,Rv2215,Rv2443,Rv2476c,Rv0753c,Rv1902c,Rv1188,Rv1098c,Rv2920c,Rv0694,Rv3150,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv3535c,,,,,,,
18,0.0326121631299441,0.00587990655546835,Rv2443,Rv0069c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv2780,Rv0084,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0341693801016284,0.00616109750773855,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv3356c,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv0118c,Rv1837c,Rv0191,Rv2920c,Rv3339c,Rv0066c,Rv2780,Rv0859,,,,,,,
18,0.0226477692585174,0.00408305014389174,Rv1445c,Rv2495c,Rv2215,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv0162c,Rv1240,Rv1188,Rv1098c,Rv0211,Rv0694,Rv3150,Rv0084,Rv2899c,Rv0859,Rv1475c,,,,,,,
18,0.0250246682601258,0.00451203299449203,Rv3303c,Rv0843,Rv0462,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1188,Rv1712,Rv1098c,Rv0211,Rv0694,Rv3150,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0285463520963972,0.00514674458182079,Rv0843,Rv0462,Rv2496c,Rv2443,Rv3859c,Rv2476c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1712,Rv0694,Rv3150,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0237934190263106,0.0042899303212328,Rv3319,Rv0247c,Rv3010c,Rv0248c,Rv2443,Rv0069c,Rv2476c,Rv2332,Rv1240,Rv1188,Rv2920c,Rv1595,Rv2780,Rv0084,Rv2899c,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0327248214044315,0.00590025232321383,Rv2443,Rv1908c,Rv3356c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv1872c,Rv2920c,Rv3150,Rv2780,Rv0859,Rv1077,Rv1475c,,,,,,,
18,0.0310863207272296,0.00560494626148214,Rv2495c,Rv2215,Rv2443,Rv1908c,Rv2476c,Rv0753c,Rv1902c,Rv1188,Rv1098c,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv2780,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,,
18,0.0226864221161397,0.00409030841456787,Rv1448c,Rv2495c,Rv2215,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv0211,Rv0694,Rv3150,Rv0084,Rv2899c,Rv0859,Rv1475c,,,,,,,
18,0.0327248212136122,0.00590025246281833,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv3356c,Rv0069c,Rv2476c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv1837c,Rv2920c,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0327248214044315,0.00590027401096252,Rv2443,Rv1908c,Rv3356c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv1872c,Rv2920c,Rv3150,Rv2780,Rv0859,Rv1077,,,,,,,
18,0.0330796725831427,0.00596398970628862,Rv2443,Rv1908c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv1872c,Rv2920c,Rv3150,Rv2780,Rv0084,Rv2899c,Rv0859,Rv1077,,,,,,,
18,0.0293603539585091,0.0052935189303497,Rv0843,Rv0462,Rv2495c,Rv2443,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv0211,Rv0191,Rv1872c,Rv2920c,Rv3150,Rv3601c,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0237934189707995,0.0042899156705719,Rv3319,Rv0247c,Rv3010c,Rv0248c,Rv2443,Rv1908c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1188,Rv1098c,Rv2920c,Rv2780,Rv0084,Rv2899c,Rv0859,Rv1077,,,,,,,
18,0.0273412546477056,0.00492961094194111,Rv3319,Rv0247c,Rv0843,Rv0462,Rv2495c,Rv0248c,Rv2443,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv2920c,Rv0694,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0243946668935437,0.00439850392475864,Rv0843,Rv0462,Rv2496c,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv0211,Rv0694,Rv0522,Rv3150,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0285463520963973,0.00514688791488614,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv3859c,Rv2476c,Rv1902c,Rv0162c,Rv1188,Rv1712,Rv1098c,Rv0694,Rv3601c,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0243946668935436,0.00439803655245825,Rv0843,Rv0462,Rv2496c,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv0162c,Rv1240,Rv1188,Rv1098c,Rv0211,Rv0694,Rv0522,Rv3150,Rv0084,Rv2899c,Rv0859,,,,,,,
18,0.0273412546477056,0.00492961107917402,Rv0843,Rv0462,Rv2495c,Rv2443,Rv0753c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv2920c,Rv0694,Rv3150,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,,
18,0.0341778518749266,0.00616486120612644,Rv3303c,Rv2443,Rv1826,Rv0069c,Rv2476c,Rv1902c,Rv2332,Rv1240,Rv1188,Rv0211,Rv1872c,Rv2920c,Rv3150,Rv1595,Rv2780,Rv1905c,Rv0859,Rv1077,,,,,,,
18,0.0285463520963973,0.00514678298625007,Rv2495c,Rv2215,Rv2443,Rv3859c,Rv2476c,Rv1902c,Rv1188,Rv1712,Rv1098c,Rv0694,Rv3150,Rv3601c,Rv3293,Rv0147,Rv0084,Rv2899c,Rv0859,Rv3535c,,,,,,,
18,0.0327248214044315,0.00590029594015423,Rv2443,Rv1908c,Rv3356c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv1837c,Rv1872c,Rv2920c,Rv3150,Rv2780,Rv0859,Rv1077,,,,,,,
18,0.0285463520963969,0.00514674417436702,Rv3303c,Rv0843,Rv0462,Rv2443,Rv3859c,Rv2476c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1240,Rv1188,Rv1712,Rv0694,Rv3150,Rv0084,Rv2899c,Rv0859,,,,,,,
19,0.0243946668935436,0.00439827758280738,Rv3319,Rv0247c,Rv2495c,Rv2215,Rv0248c,Rv2443,Rv3356c,Rv0753c,Rv1902c,Rv2332,Rv0162c,Rv1188,Rv1098c,Rv0211,Rv0694,Rv0522,Rv0084,Rv2899c,Rv0859,,,,,,
19,0.0326121632687218,0.00587996584096757,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1908c,Rv0069c,Rv2476c,Rv2674,Rv0137c,Rv1902c,Rv1188,Rv1098c,Rv0211,Rv0191,Rv2920c,Rv2780,Rv0084,Rv0859,Rv1077,,,,,,
