Deletion size,Max growth rate,Min production rate,Deleted genes,,
3,0.0277100231593294,0.260830624014719,TM1611,TM0202,TM1419
3,0.0277100231593581,0.260830624015806,TM1415,TM1611,TM0202
3,0.0277100231593294,0.260830624014719,TM1611,TM0202,TM_1418
