Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.301649050709163,0.0405226337676498,PHATRDRAFT_10454,PHATRDRAFT_23913,,,
2,0.301649050709205,0.0405226337676555,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
3,0.30164905070919,0.0405226337676997,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,
4,0.17680605698087,0.0586992448427653,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,
4,0.305901819829991,0.0375491973952479,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,PHATRDRAFT_10693,
5,0.176806056980892,0.0586992448427726,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_10693
5,0.305901819830001,0.0375491973952491,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_20310,PHATRDRAFT_31367,PHATRDRAFT_10693
5,0.305901819830001,0.037549197395249,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_20143,PHATRDRAFT_2215,PHATRDRAFT_20310
