Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
5,0.0430725288837921,0.0109569663329482,Rv3319,Rv0247c,Rv0248c,Rv1311,Rv1555,,,,
5,0.0504361365782698,0.00909359045326741,Rv2443,Rv1098c,Rv0694,Rv3150,Rv1555,,,,
5,0.0523275172421962,0.00943444686774104,Rv2443,Rv1188,Rv1098c,Rv1872c,Rv3150,,,,
5,0.0523275173115849,0.00943459976914415,Rv2443,Rv1098c,Rv1872c,Rv3150,Rv1555,,,,
6,0.0504361365921475,0.00909360470743302,Rv2443,Rv2332,Rv1240,Rv0694,Rv3150,Rv1555,,,
6,0.0520504052555324,0.0299791079295746,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1098c,Rv1555,,,
6,0.0283861100989028,0.00511806551367044,Rv3010c,Rv2443,Rv1188,Rv1098c,Rv0694,Rv3150,,,
6,0.0523275171797468,0.00943460804082413,Rv2443,Rv2332,Rv1240,Rv1188,Rv1872c,Rv3150,,,
6,0.0523275172283186,0.00943459081463516,Rv2443,Rv2332,Rv1240,Rv1872c,Rv3150,Rv1555,,,
6,0.0504361365479127,0.0090935870721984,Rv2443,Rv1188,Rv1098c,Rv0694,Rv3150,Rv0859,,,
6,0.0268033629416238,0.00483257250886426,Rv2443,Rv1236,Rv1188,Rv1098c,Rv0694,Rv3150,,,
6,0.0523275171797465,0.00943488914298415,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv1188,Rv1098c,,,
6,0.0404812153618939,0.00729871866204516,Rv2443,Rv1188,Rv1098c,Rv0694,Rv1311,Rv3150,,,
7,0.0503761293694796,0.0128148808207892,Rv3319,Rv0247c,Rv0248c,Rv3432c,Rv1248c,Rv1555,Rv1475c,,
7,0.0504361366060256,0.00909358154416159,Rv2443,Rv2332,Rv1240,Rv1188,Rv0694,Rv3150,Rv0859,,
7,0.0523275171450525,0.00943440350394967,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv2332,Rv1240,Rv1188,,
7,0.0503761293694796,0.0128148812180568,Rv3319,Rv0247c,Rv0248c,Rv0234c,Rv1731,Rv1555,Rv1475c,,
7,0.0520504051445102,0.0299791074488229,Rv3319,Rv0247c,Rv0248c,Rv2443,Rv2332,Rv1240,Rv1555,,
7,0.0268033630040738,0.00483142072334886,Rv2443,Rv1236,Rv2332,Rv1240,Rv1188,Rv0694,Rv3150,,
7,0.0504204057605936,0.00909071123546453,Rv2443,Rv1188,Rv1098c,Rv0694,Rv3150,Rv3339c,Rv0066c,,
7,0.0283861100538,0.00511750404257327,Rv3010c,Rv2443,Rv2332,Rv1240,Rv1188,Rv0694,Rv3150,,
7,0.0404812154243436,0.00729872834851691,Rv2443,Rv2332,Rv1240,Rv1188,Rv0694,Rv1311,Rv3150,,
7,0.0468127889830531,0.0084402997830153,Rv2443,Rv1188,Rv1098c,Rv0694,Rv3150,Rv0084,Rv1475c,,
8,0.0522503097726795,0.0132916432239766,Rv3319,Rv0247c,Rv0248c,Rv0234c,Rv1731,Rv0118c,Rv1837c,Rv1555,
8,0.0522503097726792,0.0132916433421925,Rv3319,Rv0247c,Rv0248c,Rv3432c,Rv1248c,Rv1915,Rv0467,Rv1555,
8,0.0522503097726792,0.0132916420656239,Rv3319,Rv0247c,Rv0248c,Rv0234c,Rv1731,Rv1915,Rv0467,Rv1555,
8,0.0503761293694796,0.0128148814583127,Rv3319,Rv0247c,Rv0248c,Rv1248c,Rv1555,Rv1475c,Rv3290c,Rv2589,
8,0.0522503097726795,0.0132916428003582,Rv3319,Rv0247c,Rv0248c,Rv3432c,Rv1248c,Rv0118c,Rv1837c,Rv1555,
8,0.0466974556806632,0.00841949811371711,Rv2443,Rv1826,Rv2211c,Rv1188,Rv1098c,Rv0694,Rv3150,Rv1475c,
8,0.0466974556806632,0.0084195434734604,Rv3303c,Rv2443,Rv1826,Rv1188,Rv1098c,Rv0694,Rv3150,Rv1475c,
8,0.0468127889761144,0.00844004015885447,Rv2443,Rv2332,Rv1240,Rv1188,Rv0694,Rv3150,Rv0084,Rv1475c,
8,0.0504204057050825,0.0090907074661073,Rv2443,Rv2332,Rv1240,Rv1188,Rv0694,Rv3150,Rv3339c,Rv0066c,
9,0.0522503097865571,0.0132916431194647,Rv3319,Rv0247c,Rv0248c,Rv1248c,Rv1915,Rv0467,Rv1555,Rv3290c,Rv2589
9,0.0522503097726795,0.0132916432725564,Rv3319,Rv0247c,Rv0248c,Rv1248c,Rv0118c,Rv1837c,Rv1555,Rv3290c,Rv2589
9,0.0466974556806631,0.00841959171375672,Rv2443,Rv1826,Rv2332,Rv1240,Rv1832,Rv1188,Rv0694,Rv3150,Rv1475c
9,0.0466974556251526,0.00841955680751473,Rv2443,Rv1826,Rv2332,Rv2211c,Rv1240,Rv1188,Rv0694,Rv3150,Rv1475c
9,0.0466974556806631,0.00841959229583333,Rv3303c,Rv2443,Rv1826,Rv2332,Rv1240,Rv1188,Rv0694,Rv3150,Rv1475c
