Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
8,0.0211694863353646,0.0128370939905923,Rv1448c,Rv1445c,Rv3010c,Rv3356c,Rv2332,Rv0211,Rv2920c,Rv2930,,,
8,0.0397559194234386,0.00947801181437047,Rv1448c,Rv1200,Rv1902c,Rv1121,Rv1447c,Rv0211,Rv2920c,Rv2930,,,
8,0.020054348135137,0.0121607600895344,Rv1122,Rv1844c,Rv1448c,Rv1200,Rv3356c,Rv1236,Rv2332,Rv0211,,,
8,0.0200548852062008,0.012161049238653,Rv1448c,Rv1445c,Rv3356c,Rv0753c,Rv1236,Rv2332,Rv0211,Rv2930,,,
9,0.0199708836999218,0.012110119164864,Rv1448c,Rv3356c,Rv1236,Rv2332,Rv1121,Rv1447c,Rv0211,Rv3601c,Rv2930,,
9,0.0412721301237082,0.00411010734558404,Rv1448c,Rv1200,Rv3859c,Rv2476c,Rv1902c,Rv1121,Rv1447c,Rv0211,Rv2930,,
9,0.021215202344281,0.0128646619989381,Rv1122,Rv1844c,Rv1448c,Rv3010c,Rv3356c,Rv2332,Rv0211,Rv3601c,Rv2930,,
9,0.019756103846604,0.0078656153340478,Rv1122,Rv1844c,Rv1448c,Rv3356c,Rv1236,Rv0118c,Rv1837c,Rv2920c,Rv2930,,
9,0.0199708836999218,0.012110119164864,Rv1122,Rv1844c,Rv1448c,Rv3356c,Rv1236,Rv2332,Rv0211,Rv3601c,Rv2930,,
9,0.0211694863353646,0.0128370939905923,Rv1448c,Rv3010c,Rv3356c,Rv2332,Rv1121,Rv1447c,Rv0211,Rv2920c,Rv2930,,
9,0.019756103846604,0.0078656153340478,Rv1448c,Rv3356c,Rv1236,Rv1121,Rv1447c,Rv0118c,Rv1837c,Rv2920c,Rv2930,,
9,0.0200147177389134,0.0121360852800837,Rv1448c,Rv3356c,Rv1236,Rv2332,Rv1121,Rv1447c,Rv0211,Rv2920c,Rv2930,,
9,0.0206946804088697,0.0125531393315679,Rv1448c,Rv1445c,Rv3010c,Rv3356c,Rv2476c,Rv1915,Rv0467,Rv2780,Rv2930,,
9,0.0197561038396651,0.00786733274851241,Rv1122,Rv1844c,Rv1448c,Rv3356c,Rv1236,Rv2920c,Rv1915,Rv0467,Rv2930,,
9,0.0212375233891366,0.0128781574067393,Rv1122,Rv1844c,Rv1448c,Rv3010c,Rv3356c,Rv0753c,Rv2332,Rv0211,Rv2930,,
9,0.0200548852062008,0.012161049238653,Rv1122,Rv1844c,Rv1448c,Rv3356c,Rv0753c,Rv1236,Rv2332,Rv0211,Rv2930,,
9,0.0211694863353646,0.0128370939905923,Rv1122,Rv1844c,Rv1448c,Rv3010c,Rv3356c,Rv2332,Rv0211,Rv2920c,Rv2930,,
9,0.0200548852062008,0.012161049238653,Rv1448c,Rv3356c,Rv0753c,Rv1236,Rv2332,Rv1121,Rv1447c,Rv0211,Rv2930,,
9,0.0412721300820744,0.00411000954421137,Rv1448c,Rv1200,Rv3859c,Rv2476c,Rv1121,Rv1447c,Rv0211,Rv0694,Rv2930,,
9,0.0412721301237082,0.00411010734558404,Rv1122,Rv1844c,Rv1448c,Rv1200,Rv3859c,Rv2476c,Rv1902c,Rv0211,Rv2930,,
9,0.0212375233891366,0.0128781574067393,Rv1448c,Rv3010c,Rv3356c,Rv0753c,Rv2332,Rv1121,Rv1447c,Rv0211,Rv2930,,
9,0.021215202344281,0.0128646619989381,Rv1448c,Rv3010c,Rv3356c,Rv2332,Rv1121,Rv1447c,Rv0211,Rv3601c,Rv2930,,
9,0.0206946804088697,0.0125482716369863,Rv1448c,Rv1445c,Rv3010c,Rv3356c,Rv2476c,Rv0118c,Rv1837c,Rv2780,Rv2930,,
9,0.019589135183579,0.0118805183818876,Rv1448c,Rv1445c,Rv3356c,Rv2476c,Rv1236,Rv0118c,Rv1837c,Rv2780,Rv2930,,
9,0.0197561038396651,0.00786733274851241,Rv1448c,Rv3356c,Rv1236,Rv1121,Rv1447c,Rv2920c,Rv1915,Rv0467,Rv2930,,
10,0.0206946804088697,0.0125482716369863,Rv1448c,Rv3010c,Rv3356c,Rv2476c,Rv1121,Rv1447c,Rv0118c,Rv1837c,Rv2780,Rv2930,
10,0.0210199613111737,0.0127470904814542,Rv1448c,Rv3010c,Rv3356c,Rv2476c,Rv2332,Rv1121,Rv1447c,Rv0211,Rv2780,Rv2930,
10,0.0198810091264483,0.0120554541958862,Rv1448c,Rv3356c,Rv2476c,Rv1236,Rv2332,Rv1121,Rv1447c,Rv0211,Rv2780,Rv2930,
10,0.019589135183579,0.0118805183818876,Rv1122,Rv1844c,Rv1448c,Rv3356c,Rv2476c,Rv1236,Rv0118c,Rv1837c,Rv2780,Rv2930,
10,0.0401341064917424,0.0191647234727273,Rv1448c,Rv1445c,Rv1200,Rv3356c,Rv2332,Rv0118c,Rv0211,Rv3601c,Rv3339c,Rv0066c,
10,0.0195891352946012,0.0118812292129656,Rv1122,Rv1844c,Rv1448c,Rv3356c,Rv2476c,Rv1236,Rv1915,Rv0467,Rv2780,Rv2930,
10,0.0206946804088697,0.0125482716369863,Rv1122,Rv1844c,Rv1448c,Rv3010c,Rv3356c,Rv2476c,Rv0118c,Rv1837c,Rv2780,Rv2930,
10,0.0195891352946012,0.0118812292129656,Rv1448c,Rv3356c,Rv2476c,Rv1236,Rv1121,Rv1447c,Rv1915,Rv0467,Rv2780,Rv2930,
11,0.0401341066140409,0.0191645273565987,Rv1448c,Rv1445c,Rv1200,Rv3356c,Rv0753c,Rv2332,Rv0118c,Rv0211,Rv0522,Rv3339c,Rv0066c
