Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.283558381214824,0.0151168850669362,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO3949,YPO3428,YPO0348,YPO0253,YPO3992,YPO0347,YPO1964,YPO0436,YPO0670,YPO2303,YPO3914,YPO1389,YPO1851,YPO3418,YPO2370,YPO2567,,,,,,,
21,0.283558381214713,0.0151168850611175,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO3428,YPO0348,YPO0253,YPO3992,YPO0347,YPO0460,YPO1965,YPO0436,YPO0670,YPO2303,YPO3914,YPO1389,YPO1851,YPO3418,YPO2370,YPO2567,,,,,,,
21,0.283558381214825,0.0151168850680298,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO3428,YPO1962,YPO0348,YPO0253,YPO3992,YPO0347,YPO0460,YPO0670,YPO2303,YPO3914,YPO1389,YPO1851,YPO3418,YPO2370,YPO0439,YPO2567,,,,,,,
21,0.128549779445539,0.0122070870385214,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO3949,YPO3428,YPO0348,YPO1845,YPO1109,YPO0670,YPO2303,YPO3914,YPO1851,YPO3418,YPO2370,YPO0914,YPO0921,YPO2836,YPO0439,YPO2567,,,,,,,
21,0.238917917566127,0.0191274075656703,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO3428,YPO0459,YPO1962,YPO0348,YPO0253,YPO1109,YPO0670,YPO2303,YPO3914,YPO0920,YPO1851,YPO3418,YPO2370,YPO0439,YPO0442,YPO2567,,,,,,,
21,0.283558381214824,0.0151168850669362,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO3949,YPO3428,YPO0348,YPO0253,YPO3992,YPO0347,YPO1963,YPO0436,YPO0670,YPO2303,YPO3914,YPO1851,YPO3418,YPO2370,YPO0914,YPO2567,,,,,,,
22,0.283558381214824,0.0306421249468291,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO3949,YPO3428,YPO0348,YPO0253,YPO3516,YPO1964,YPO1109,YPO0436,YPO0670,YPO2303,YPO3914,YPO1851,YPO3418,YPO2370,YPO2836,YPO0442,YPO2567,,,,,,
22,0.126866469304932,0.0132559004237031,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO0461,YPO3428,YPO0348,YPO0253,YPO1845,YPO3516,YPO1109,YPO0436,YPO0670,YPO2303,YPO3914,YPO3376,YPO1851,YPO3418,YPO2370,YPO0914,YPO2567,,,,,,
23,0.0965045112424665,0.0814504332564677,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO3949,YPO3428,YPO0348,YPO0253,YPO3992,YPO0347,YPO3202,YPO3516,YPO0436,YPO0670,YPO2303,YPO3914,YPO1851,YPO3418,YPO2370,YPO1133,YPO0442,YPO2567,,,,,
23,0.109463285100017,0.0103946335560693,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO3428,YPO0459,YPO0348,YPO0253,YPO3992,YPO0347,YPO3202,YPO3516,YPO0670,YPO2303,YPO3914,YPO3376,YPO1851,YPO3418,YPO2370,YPO0914,YPO0439,YPO2567,,,,,
23,0.114043914189481,0.0108296101143306,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO2157,YPO0918,YPO3949,YPO3428,YPO0348,YPO3202,YPO0465,YPO1109,YPO0670,YPO2303,YPO3914,YPO3376,YPO1851,YPO3418,YPO2370,YPO2836,YPO0439,YPO2567,,,,,
23,0.0923343787943911,0.0836656595976416,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO3949,YPO3428,YPO0348,YPO3992,YPO0347,YPO3202,YPO3516,YPO0670,YPO2303,YPO3914,YPO3376,YPO1389,YPO1851,YPO3418,YPO2370,YPO2836,YPO0439,YPO2567,,,,,
23,0.114043914189481,0.0108296101143306,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO0918,YPO3949,YPO3428,YPO0348,YPO3202,YPO0465,YPO1109,YPO0670,YPO2303,YPO3914,YPO1389,YPO1851,YPO3418,YPO2370,YPO0921,YPO2836,YPO0439,YPO2567,,,,,
23,0.0965045112424665,0.0814504332564677,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO3949,YPO3428,YPO0348,YPO0253,YPO3992,YPO0347,YPO3202,YPO3516,YPO0436,YPO0670,YPO2303,YPO3914,YPO1851,YPO3418,YPO2370,YPO0921,YPO0442,YPO2567,,,,,
24,0.213961642374958,0.0182499168798789,YPO1384,YPO4078,YPO3825,YPO3937,YPO3949,YPO3428,YPO0348,YPO0253,YPO3992,YPO0347,YPO3202,YPO3516,YPO1145,YPO3014,YPO0670,YPO2303,YPO3914,YPO3520,YPO1851,YPO3418,YPO2370,YPO0921,YPO0442,YPO2567,,,,
