Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,
1,0.212080176772515,0.0881127389568002,CLJU_RS18495,,,,,,,,,
1,0.212080176772515,0.0881127389568002,CLJU_RS18510,,,,,,,,,
4,0.214952600999864,0.045730628484441,CLJU_RS11880,CLJU_RS07210,CLJU_RS03475,CLJU_RS18530,,,,,,
4,0.214952600999864,0.045730628484441,CLJU_RS11895,CLJU_RS07210,CLJU_RS03475,CLJU_RS18530,,,,,,
4,0.209017114871973,0.0444678686429227,CLJU_RS07210,CLJU_RS03475,CLJU_RS18495,CLJU_RS18530,,,,,,
4,0.209017114871973,0.0444678686429227,CLJU_RS07210,CLJU_RS03475,CLJU_RS18510,CLJU_RS18530,,,,,,
6,0.211750391528921,0.0810780134222808,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS01155,CLJU_RS02910,CLJU_RS01595,,,,
9,0.216615667541068,0.300925691665656,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS09865,CLJU_RS09915,CLJU_RS01155,CLJU_RS07210,CLJU_RS03475,CLJU_RS02910,
10,0.217692229989758,0.295794708702535,CLJU_RS05830,CLJU_RS08100,CLJU_RS08095,CLJU_RS09865,CLJU_RS09915,CLJU_RS20875,CLJU_RS02035,CLJU_RS01155,CLJU_RS07210,CLJU_RS03475
