Deletion size,Max growth rate,Min production rate,Deleted genes,
2,0.283558381214824,0.258820464475681,YPO1541,YPO0463
2,0.283558381214838,0.258820464469914,YPO0463,YPO1149
2,0.283558381214838,0.258820464469914,YPO2066,YPO0463
