Deletion size,Max growth rate,Min production rate,Deleted genes
1,0.18136330138974,0.0528447319424261,TM0066
1,0.179140798578164,0.0521971501857322,TM1155
1,0.179140798578164,0.0521971501857322,TM1154
1,0.181363301389712,0.0528447319424237,TM0428
