Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,
2,0.352963832594127,0.0046445424431732,PHATRDRAFT_draft521,PHATRDRAFT_42245,,,,,,,,
2,0.352963832594238,0.00464454244309348,PHATRDRAFT_draft521,PHATRDRAFT_23913,,,,,,,,
2,0.352963832594122,0.00464454244311124,PHATRDRAFT_draft521,PHATRDRAFT_48078,,,,,,,,
2,0.352963832594096,0.00464454244299319,PHATRDRAFT_draft521,PHATRDRAFT_20310,,,,,,,,
3,0.352963832594128,0.00464454244291881,PHATRDRAFT_draft521,PHATRDRAFT_45947,PHATRDRAFT_28068,,,,,,,
3,0.352963832594124,0.00464454244310488,PHATRDRAFT_draft521,PHATRDRAFT_41886,PHATRDRAFT_39681,,,,,,,
4,0.34214254321701,0.0122105340396286,PHATRDRAFT_draft521,PHATRDRAFT_30145,PHATRDRAFT_36256,PHATRDRAFT_15917,,,,,,
6,0.326307700715056,0.0232818843314891,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_19708,PHATRDRAFT_42245,,,,
7,0.326307700715053,0.0232818843315443,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_draft1572,PHATRDRAFT_28191,PHATRDRAFT_20310,,,
8,0.301380057518345,0.0407107074944272,PHATRDRAFT_30145,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_19708,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,,
8,0.348748966198188,0.00759147811985593,PHATRDRAFT_draft521,PHATRDRAFT_54477,PHATRDRAFT_36257,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_14401,PHATRDRAFT_14962,PHATRDRAFT_35691,,
9,0.283361876350376,0.0498797093788828,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_23913,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_46728,
9,0.355602558573071,0.00279960715983971,PHATRDRAFT_42015,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_26290,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_23365,
9,0.326307700715029,0.0232818843314808,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_29016,Phatr3_EG02251,PHATRDRAFT_28191,PHATRDRAFT_50742,PHATRDRAFT_48078,PHATRDRAFT_54528,
10,0.326307700715168,0.0232818843312356,PHATRDRAFT_55192,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_draft1572,PHATRDRAFT_28191,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_35240
