Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.0430104619764548,0.0260810295846248,Rv3356c,Rv2945c,,,
4,0.0441892393064197,0.00433708538052474,Rv2476c,Rv2945c,Rv0211,Rv0694,
4,0.0418385980353776,0.0152043941108362,Rv2945c,Rv0211,Rv2920c,Rv0694,
4,0.0441892393029501,0.00433708739239761,Rv2476c,Rv1902c,Rv2945c,Rv0211,
5,0.044764668959122,0.00251652717184334,Rv2443,Rv2476c,Rv1098c,Rv2945c,Rv0694
5,0.0438678435116212,0.00218883552242867,Rv1902c,Rv1240,Rv1098c,Rv2945c,Rv2920c
5,0.0447646689660611,0.00251652921282108,Rv2443,Rv2476c,Rv1902c,Rv1098c,Rv2945c
5,0.0423540790176203,0.0136157522659329,Rv1240,Rv2945c,Rv1837c,Rv2920c,Rv0694
5,0.0423540790314985,0.0136157508838706,Rv1902c,Rv1240,Rv2945c,Rv1837c,Rv2920c
5,0.0438678435532544,0.0021888262813334,Rv1240,Rv1098c,Rv2945c,Rv2920c,Rv0694
5,0.042354079031498,0.0136157516287722,Rv2443,Rv1098c,Rv2945c,Rv2920c,Rv0694
