Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.359606707775732,1.23270704033927,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_19708,PHATRDRAFT_48078,PHATRDRAFT_42245,Phatr3_EG02247,,,,,,,,,,,,,,,,,,,,,,,
6,0.359606707775732,1.23270704033927,PHATR_10581,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_42245,Phatr3_EG02247,,,,,,,,,,,,,,,,,,,,,,,
6,0.359606707775732,1.23270704033927,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_19708,PHATRDRAFT_859,PHATRDRAFT_42245,Phatr3_EG02247,,,,,,,,,,,,,,,,,,,,,,,
6,0.359606707775843,1.15995088884063,PHATR_10581,PHATRDRAFT_31599,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_48078,Phatr3_EG02247,,,,,,,,,,,,,,,,,,,,,,,
6,0.359606707775732,1.23270704033927,PHATR_10581,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_48078,PHATRDRAFT_42245,Phatr3_EG02247,,,,,,,,,,,,,,,,,,,,,,,
7,0.359606707775731,1.23270704033936,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_40430,PHATRDRAFT_31599,PHATRDRAFT_28191,PHATRDRAFT_48078,Phatr3_EG02247,,,,,,,,,,,,,,,,,,,,,,
7,0.359606707775843,1.15995088884063,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_19708,PHATRDRAFT_55069,PHATRDRAFT_859,Phatr3_EG02247,Phatr3_EG02292,,,,,,,,,,,,,,,,,,,,,,
7,0.359606707775843,1.15995088884063,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_19708,PHATRDRAFT_41969,PHATRDRAFT_859,Phatr3_EG02247,Phatr3_EG02292,,,,,,,,,,,,,,,,,,,,,,
7,0.359606707775756,1.01443858583594,PHATR_10581,PHATRDRAFT_14401,PHATRDRAFT_31599,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_859,Phatr3_EG02247,,,,,,,,,,,,,,,,,,,,,,
8,0.359606707775731,1.23270704033936,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_40430,PHATRDRAFT_48078,Phatr3_EG02247,PHATRDRAFT_8945,PHATRDRAFT_41686,Phatr3_EG02292,,,,,,,,,,,,,,,,,,,,,
8,0.359606707775731,1.23270704033936,PHATR_10581,PHATRDRAFT_29016,PHATRDRAFT_31599,PHATRDRAFT_8982,PHATRDRAFT_48078,Phatr3_EG02247,PHATRDRAFT_8945,PHATRDRAFT_41686,,,,,,,,,,,,,,,,,,,,,
8,0.359606707775843,1.15995088884063,PHATR_10581,PHATRDRAFT_51128,PHATRDRAFT_29456,PHATRDRAFT_23598,PHATRDRAFT_19708,PHATRDRAFT_48078,Phatr3_EG02247,Phatr3_EG02292,,,,,,,,,,,,,,,,,,,,,
8,0.359606707775621,1.08719473733819,PHATR_10581,PHATRDRAFT_13643,PHATRDRAFT_42015,PHATRDRAFT_28191,PHATRDRAFT_8982,PHATRDRAFT_48078,Phatr3_EG02247,Phatr3_EG02292,,,,,,,,,,,,,,,,,,,,,
8,0.359606707775756,1.01443858583594,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_14401,PHATRDRAFT_19708,PHATRDRAFT_1341,PHATRDRAFT_859,Phatr3_EG02247,PHATRDRAFT_43604,,,,,,,,,,,,,,,,,,,,,
8,0.359606707775756,1.01443858583594,PHATR_10581,PHATRDRAFT_14401,PHATRDRAFT_19708,PHATRDRAFT_8982,PHATRDRAFT_1341,PHATRDRAFT_859,Phatr3_EG02247,PHATRDRAFT_43604,,,,,,,,,,,,,,,,,,,,,
8,0.359606707775745,1.23270704033878,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_29016,PHATRDRAFT_859,PHATRDRAFT_42245,Phatr3_EG02247,PHATRDRAFT_8945,PHATRDRAFT_41686,,,,,,,,,,,,,,,,,,,,,
9,0.359606707775731,1.08719473733843,PHATR_10581,PHATRDRAFT_13643,PHATRDRAFT_14792,PHATRDRAFT_42015,PHATRDRAFT_48078,PHATRDRAFT_42245,Phatr3_EG02247,PHATRDRAFT_8945,PHATRDRAFT_41686,,,,,,,,,,,,,,,,,,,,
9,0.359606707776009,1.01443858583984,PHATR_10581,PHATRDRAFT_14792,PHATRDRAFT_42015,PHATRDRAFT_14401,PHATRDRAFT_31599,PHATRDRAFT_28191,PHATRDRAFT_859,Phatr3_EG02247,PHATRDRAFT_23365,,,,,,,,,,,,,,,,,,,,
9,0.359606707775727,1.15995088884034,PHATR_10581,PHATRDRAFT_51128,PHATRDRAFT_29456,PHATRDRAFT_23598,PHATRDRAFT_19708,PHATRDRAFT_859,PHATRDRAFT_51970,Phatr3_EG02247,Phatr3_EG02292,,,,,,,,,,,,,,,,,,,,
11,0.359606707775731,1.30546319183886,PHATR_10581,PHATRDRAFT_42015,PHATRDRAFT_51128,PHATRDRAFT_29456,PHATRDRAFT_23598,PHATRDRAFT_859,PHATRDRAFT_42245,Phatr3_EG02247,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_23365,,,,,,,,,,,,,,,,,,
11,0.359606707775645,1.01443858583803,PHATR_10581,PHATRDRAFT_42015,PHATRDRAFT_30145,PHATRDRAFT_51128,PHATRDRAFT_29456,PHATRDRAFT_23598,PHATRDRAFT_28191,PHATRDRAFT_859,Phatr3_EG02247,PHATRDRAFT_16649,Phatr3_EG02292,,,,,,,,,,,,,,,,,,
12,0.359606707775734,1.23270704033959,PHATR_10581,PHATRDRAFT_51128,PHATRDRAFT_40430,PHATRDRAFT_29456,PHATRDRAFT_23598,PHATRDRAFT_28191,PHATRDRAFT_49637,PHATRDRAFT_32057,PHATRDRAFT_48078,PHATRDRAFT_46400,PHATRDRAFT_12431,Phatr3_EG02247,,,,,,,,,,,,,,,,,
