Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,
5,0.0705613625402022,1.41465605789485,PHATRDRAFT_22404,PHATRDRAFT_22122,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,,,
5,0.0705613625401797,1.41465605789438,PHATRDRAFT_22404,PHATRDRAFT_22122,PHATRDRAFT_22357,PHATRDRAFT_11414,PHATRDRAFT_52223,,,
5,0.0705613625402022,1.41465605789485,PHATRDRAFT_22404,PHATRDRAFT_29157,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,,,
5,0.0829526137033042,1.35401035364236,PHATRDRAFT_30519,PHATRDRAFT_22122,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,,,
5,0.0852450490884896,1.34279063445741,PHATRDRAFT_29157,PHATRDRAFT_draft1572,PHATRDRAFT_22357,PHATRDRAFT_11414,PHATRDRAFT_52223,,,
5,0.0852450490884972,1.34279063445919,PHATRDRAFT_29157,PHATRDRAFT_draft1572,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,,,
5,0.0852450490884972,1.34279063445919,PHATRDRAFT_22122,PHATRDRAFT_draft1572,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,,,
5,0.0852450490884964,1.34279063445773,Phatr3_EG02232,PHATRDRAFT_29157,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,,,
6,0.085245049088493,1.34279063445738,PHATRDRAFT_48983,PHATRDRAFT_29157,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_11414,PHATRDRAFT_52223,,
6,0.314987218435372,0.218378299238457,PHATRDRAFT_36257,PHATRDRAFT_22404,PHATRDRAFT_22357,PHATRDRAFT_11414,PHATRDRAFT_52223,PHATRDRAFT_45428,,
6,0.321767621225399,0.185193409605034,PHATRDRAFT_22404,PHATRDRAFT_22357,PHATRDRAFT_48078,PHATRDRAFT_11414,PHATRDRAFT_52223,PHATRDRAFT_45428,,
6,0.321767621225079,0.18519340960313,PHATRDRAFT_22404,PHATRDRAFT_22357,PHATRDRAFT_48078,PHATRDRAFT_12331,PHATRDRAFT_11414,PHATRDRAFT_45428,,
7,0.0852450490885451,1.34279063445771,PHATRDRAFT_29157,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_11414,PHATRDRAFT_52223,
7,0.159972241081663,0.977058140976018,PHATRDRAFT_26290,PHATRDRAFT_22404,PHATRDRAFT_34120,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_11414,PHATRDRAFT_52223,
7,0.30707200854325,0.257117202348013,PHATRDRAFT_49372,PHATRDRAFT_22404,PHATRDRAFT_36256,PHATRDRAFT_22357,PHATRDRAFT_50097,PHATRDRAFT_12331,PHATRDRAFT_11414,
7,0.340066670106894,0.0956335506365906,PHATRDRAFT_22404,PHATRDRAFT_22357,PHATRDRAFT_19708,PHATRDRAFT_18064,PHATRDRAFT_12331,PHATRDRAFT_11414,PHATRDRAFT_45428,
8,0.0813216553509271,1.36199264829347,PHATRDRAFT_2793,PHATRDRAFT_31994,PHATRDRAFT_3046,Phatr_9124,PHATRDRAFT_22357,PHATRDRAFT_11414,PHATRDRAFT_52223,PHATRDRAFT_15536
8,0.0857164312820098,1.34048357888059,PHATRDRAFT_26934,PHATRDRAFT_22993,PHATRDRAFT_41423,PHATRDRAFT_draft825,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_12331,PHATRDRAFT_11414
8,0.25736241709178,0.500407661238583,PHATRDRAFT_22404,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,PHATRDRAFT_23723,PHATRDRAFT_45428
