Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
8,0.373211450893921,7.16387288179439,b2587,b4015,b0767,b2297,b2458,b1676,b1854,b0729,,,
8,0.373211450893921,7.16387288179439,b0727,b2587,b4015,b0767,b2297,b2458,b1676,b1854,,,
8,0.373211450893921,7.16387288179439,b2587,b2029,b4015,b2297,b2458,b1676,b1854,b0729,,,
8,0.373211450893921,7.16387288179439,b0727,b2587,b2029,b4015,b2297,b2458,b1676,b1854,,,
8,0.373211450893921,7.16387288179439,b0727,b2587,b1852,b4015,b2297,b2458,b1676,b1854,,,
8,0.373211450893921,7.16387288179439,b2587,b1852,b4015,b2297,b2458,b1676,b1854,b0729,,,
9,0.373211450893921,7.16387288179439,b2587,b2029,b4014,b2976,b2297,b2458,b1676,b1854,b0729,,
9,0.373211450893921,7.16387288179439,b1849,b3115,b2296,b2587,b2029,b4015,b1676,b1854,b0729,,
9,0.373211450893921,7.16387288179439,b0727,b2587,b4014,b2976,b0767,b2297,b2458,b1676,b1854,,
9,0.373211450893921,7.16387288179439,b0727,b2587,b1852,b4014,b2976,b2297,b2458,b1676,b1854,,
9,0.373211450893921,7.16387288179439,b1849,b3115,b2296,b2587,b1852,b4015,b1676,b1854,b0729,,
9,0.373211450893921,7.16387288179439,b1849,b3115,b2296,b0727,b2587,b2029,b4015,b1676,b1854,,
9,0.373211450893921,7.16387288179439,b1849,b3115,b2296,b0727,b2587,b1852,b4015,b1676,b1854,,
9,0.373211450893921,7.16387288179439,b2587,b4014,b2976,b0767,b2297,b2458,b1676,b1854,b0729,,
9,0.373211450893921,7.16387288179439,b1849,b3115,b2296,b2587,b4015,b0767,b1676,b1854,b0729,,
9,0.373211450893921,7.16387288179439,b0727,b2587,b2029,b4014,b2976,b2297,b2458,b1676,b1854,,
9,0.373211450893921,7.16387288179439,b1849,b3115,b2296,b0727,b2587,b4015,b0767,b1676,b1854,,
9,0.373211450893921,7.16387288179439,b2587,b1852,b4014,b2976,b2297,b2458,b1676,b1854,b0729,,
9,0.491485180349117,4.890184216884,b2587,b4015,b1603,b3962,b2297,b2458,b1676,b1854,b0729,,
9,0.491485180349117,4.890184216884,b0727,b2587,b4015,b1603,b3962,b2297,b2458,b1676,b1854,,
10,0.373211450893921,7.16387288179439,b1849,b3115,b2296,b2587,b1852,b4014,b2976,b1676,b1854,b0729,
10,0.373211450893921,7.16387288179439,b1849,b3115,b2296,b0727,b2587,b2029,b4014,b2976,b1676,b1854,
10,0.373211450893921,7.16387288179439,b1849,b3115,b2296,b0727,b2587,b4014,b2976,b0767,b1676,b1854,
10,0.373211450893921,7.16387288179439,b1849,b3115,b2296,b2587,b2029,b4014,b2976,b1676,b1854,b0729,
10,0.373211450893921,7.16387288179439,b1849,b3115,b2296,b2587,b4014,b2976,b0767,b1676,b1854,b0729,
10,0.491485180349117,4.890184216884,b1849,b3115,b2296,b0727,b2587,b4015,b1603,b3962,b1676,b1854,
10,0.491485180349117,4.890184216884,b2587,b4014,b2976,b1603,b3962,b2297,b2458,b1676,b1854,b0729,
10,0.491485180349117,4.890184216884,b0727,b2587,b4014,b2976,b1603,b3962,b2297,b2458,b1676,b1854,
10,0.491485180349117,4.890184216884,b1849,b3115,b2296,b2587,b4015,b1603,b3962,b1676,b1854,b0729,
10,0.373211450893921,7.16387288179439,b1849,b3115,b2296,b0727,b2587,b1852,b4014,b2976,b1676,b1854,
11,0.491485180349117,4.890184216884,b1849,b3115,b2296,b0727,b2587,b4014,b2976,b1603,b3962,b1676,b1854
11,0.491485180349117,4.890184216884,b1849,b3115,b2296,b2587,b4014,b2976,b1603,b3962,b1676,b1854,b0729
