Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
2,0.282681666698174,0.00197877166688722,YPO3123,YPO0440,,,,,,,,,,
7,0.22792282796018,0.125571157270296,YPO2157,YPO2161,YPO3992,YPO0347,YPO3142,YPO1149,YPO0439,,,,,
8,0.215138937061709,0.154424792771355,YPO1384,YPO0253,YPO0460,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,,,
8,0.240744218986675,0.0966328828225213,YPO2157,YPO2161,YPO0459,YPO3992,YPO0347,YPO0436,YPO3142,YPO2533,,,,
8,0.260218461912834,0.00182152923208605,YPO2157,YPO0918,YPO2161,YPO1541,YPO1109,YPO0436,YPO3142,YPO2067,,,,
8,0.237112124389971,0.104830632198721,YPO2157,YPO2161,YPO3992,YPO0347,YPO3142,YPO3358,YPO3141,YPO3520,,,,
8,0.227922827960181,0.125571157270476,YPO2066,YPO2161,YPO3992,YPO0347,YPO3142,YPO3376,YPO1389,YPO0439,,,,
9,0.237112124389971,0.104830632198567,YPO2157,YPO2614,YPO3992,YPO0347,YPO0254,YPO3142,YPO3358,YPO3141,YPO3520,,,
9,0.260218461912835,0.00182152923161022,YPO0918,YPO2161,YPO1109,YPO3142,YPO0440,YPO3376,YPO1389,YPO1149,YPO1171,,,
9,0.280798482236854,0.00622917699856094,YPO2614,YPO3992,YPO0347,YPO0254,YPO0436,YPO3142,YPO2067,YPO3520,YPO0921,,,
9,0.271598612390338,0.0269935665922717,YPO0918,YPO2161,YPO1109,YPO3142,YPO3358,YPO3520,YPO0914,YPO1133,YPO3834,,,
10,0.240744218986675,0.0966328828221314,YPO0461,YPO2614,YPO3992,YPO0347,YPO0254,YPO0436,YPO3142,YPO2067,YPO1133,YPO0442,,
12,0.239817179869513,0.0987252386638867,YPO1384,YPO0793,YPO0461,YPO0253,YPO3285,YPO2824,YPO3358,YPO3520,YPO3418,YPO1133,YPO0442,YPO2567
