Deletion size,Max growth rate,Min production rate,Deleted genes,,,
3,0.270084330588767,0.322667055789124,YLR027C,YDR148C,YHR208W,
3,0.270084330561011,0.322667052520288,YLR027C,YHR208W,YGR244C,
4,0.270060722734159,0.322638836011418,YLR027C,YHR208W,YKL141W,YDR178W
