Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
2,0.209398879815463,0.087086271930105,CLJU_RS19990,CLJU_RS14130,,,,,
3,0.209398879815463,0.0870862719300715,CLJU_RS19990,CLJU_RS07210,CLJU_RS03475,,,,
6,0.209398879815463,0.0870862719301188,CLJU_RS14130,CLJU_RS02910,CLJU_RS15045,CLJU_RS12495,CLJU_RS02030,CLJU_RS18940,
7,0.209398879815463,0.0870862719300435,CLJU_RS07210,CLJU_RS03475,CLJU_RS02910,CLJU_RS15045,CLJU_RS12495,CLJU_RS02030,CLJU_RS18940
