Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
2,0.359606707775816,0.0322056617015283,PHATRDRAFT_10454,PHATRDRAFT_23913,,,,,
2,0.359606707775733,0.0322056617015208,PHATRDRAFT_10454,PHATRDRAFT_48078,,,,,
2,0.35960670777578,0.0322056617015251,PHATRDRAFT_10454,PHATRDRAFT_20310,,,,,
2,0.359606707775704,0.0322056617015182,PHATRDRAFT_10454,PHATRDRAFT_42245,,,,,
2,0.359606707775626,0.0200796364514701,PHATRDRAFT_26290,PHATRDRAFT_10454,,,,,
2,0.359606707775733,0.0200796364514736,PHATRDRAFT_30145,PHATRDRAFT_10454,,,,,
3,0.359606707776154,0.0322056617015586,PHATRDRAFT_55192,PHATRDRAFT_10454,PHATRDRAFT_35240,,,,
3,0.35960670777573,0.0322056617015205,PHATRDRAFT_45947,PHATRDRAFT_10454,PHATRDRAFT_28068,,,,
4,0.359606707775726,0.105961834691667,PHATRDRAFT_16571,PHATRDRAFT_28882,Phatr3_EG02613,PHATRDRAFT_48078,,,
4,0.359606707775733,0.0968673157541305,PHATRDRAFT_16571,PHATRDRAFT_26290,Phatr3_EG02613,PHATRDRAFT_10693,,,
4,0.359606707775733,0.0968673157541305,PHATRDRAFT_16571,PHATRDRAFT_26290,PHATRDRAFT_28882,Phatr3_EG02613,,,
4,0.359606707775726,0.0596943412100185,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,PHATRDRAFT_10693,,,
4,0.35960670777562,0.059694341209988,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,PHATRDRAFT_10693,,,
4,0.359606707775678,0.0505998222724766,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,,,
4,0.359606707775731,0.0220707141631759,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_48078,PHATRDRAFT_10693,,,
4,0.35960670777573,0.0220707141632436,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,PHATRDRAFT_10693,,,
4,0.35960670777573,0.0220707141632436,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,,,
4,0.359606707775731,0.0220707141632303,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_859,,,
4,0.359606707775732,0.0220707141631759,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245,,,
4,0.359606707775731,0.012976195225777,PHATRDRAFT_26290,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,,,
4,0.359606707775845,0.105961834691702,PHATRDRAFT_16571,Phatr3_EG02613,PHATRDRAFT_23913,PHATRDRAFT_10693,,,
5,0.359606707775733,0.0596943412100197,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_41886,PHATRDRAFT_39681,,
5,0.359606707775693,0.0220707141631736,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_20310,PHATRDRAFT_31367,,
5,0.359606707775731,0.0136826542390815,PHATRDRAFT_40430,PHATRDRAFT_10454,PHATRDRAFT_18064,PHATRDRAFT_8945,PHATRDRAFT_41686,,
5,0.359606707775731,0.105961834691784,PHATRDRAFT_16571,Phatr3_EG02613,PHATRDRAFT_20310,PHATRDRAFT_31367,PHATRDRAFT_10693,,
6,0.359606707775718,0.0129761952256401,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_35580,
7,0.35960670777573,0.0781773234980601,PHATRDRAFT_13643,PHATRDRAFT_42015,PHATRDRAFT_16571,PHATRDRAFT_28191,Phatr3_EG02613,PHATRDRAFT_19979,PHATRDRAFT_10693
