Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.354074511252189,0.132080652351165,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_45947,PHATRDRAFT_22404,PHATRDRAFT_29157,PHATRDRAFT_36913,Phatr3_EG02361,PHATRDRAFT_45846,PHATRDRAFT_36048,PHATRDRAFT_51703,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_49505,PHATRDRAFT_draft18,PHATRDRAFT_15536,,,,,,,,,,,,,,,,
19,0.342434773968111,0.134970886093015,PHATRDRAFT_27726,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_800,PHATRDRAFT_14792,PHATRDRAFT_54219,PHATRDRAFT_55126,PHATRDRAFT_22122,Phatr3_EG02361,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_45846,PHATRDRAFT_36048,PHATRDRAFT_51703,Phatr3_EG02569,PHATRDRAFT_43697,PHATRDRAFT_49505,PHATRDRAFT_28181,PHATRDRAFT_draft18,,,,,,,,,,,,,,
19,0.352588039033248,0.132449754512436,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_800,PHATRDRAFT_14792,PHATRDRAFT_45947,PHATRDRAFT_55126,PHATRDRAFT_22404,PHATRDRAFT_22122,PHATRDRAFT_31906,Phatr3_EG02361,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_45846,PHATRDRAFT_36048,PHATRDRAFT_51703,PHATRDRAFT_35566,PHATRDRAFT_43697,PHATRDRAFT_49505,PHATRDRAFT_draft18,,,,,,,,,,,,,,
20,0.0927620463670859,0.196966490553774,PHATRDRAFT_800,PHATRDRAFT_30145,PHATRDRAFT_draft1186,PHATRDRAFT_55126,PHATRDRAFT_31906,PHATRDRAFT_46664,Phatr3_EG02361,PHATRDRAFT_8982,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_20310,PHATRDRAFT_21970,PHATRDRAFT_22117,PHATRDRAFT_15777,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_45428,PHATRDRAFT_draft18,PHATRDRAFT_15815,,,,,,,,,,,,,
20,0.356791882638327,0.131405908730711,PHATRDRAFT_27726,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_800,PHATRDRAFT_14792,PHATRDRAFT_22404,PHATRDRAFT_29157,Phatr3_EG02361,PHATRDRAFT_54731,PHATRDRAFT_45846,PHATRDRAFT_36048,PHATRDRAFT_51703,PHATRDRAFT_13005,PHATRDRAFT_50084,Phatr3_EG02569,PHATRDRAFT_21970,PHATRDRAFT_43697,PHATRDRAFT_49505,PHATRDRAFT_draft18,PHATRDRAFT_51245,,,,,,,,,,,,,
21,0.205672338577408,0.168930021050038,PHATRDRAFT_27726,PHATRDRAFT_800,PHATRDRAFT_14792,PHATRDRAFT_12902,PHATRDRAFT_49112,PHATRDRAFT_draft1186,PHATRDRAFT_55126,PHATRDRAFT_46664,Phatr3_EG02361,PHATRDRAFT_54731,PHATRDRAFT_13005,PHATRDRAFT_50084,PHATRDRAFT_35566,PHATRDRAFT_42245,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_45428,PHATRDRAFT_28181,PHATRDRAFT_draft18,PHATRDRAFT_15815,,,,,,,,,,,,
21,0.358569828744551,0.130964431424302,PHATRDRAFT_27726,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_800,PHATRDRAFT_14792,PHATRDRAFT_54477,PHATRDRAFT_22404,PHATRDRAFT_36256,PHATRDRAFT_29157,PHATRDRAFT_19708,PHATRDRAFT_45846,PHATRDRAFT_36048,PHATRDRAFT_51703,PHATRDRAFT_23723,PHATRDRAFT_35566,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_49505,PHATRDRAFT_draft18,,,,,,,,,,,,
22,0.144058439546971,0.184229212706826,PHATRDRAFT_800,PHATRDRAFT_12902,Phatr3_EG02215,PHATRDRAFT_49601,PHATRDRAFT_draft1186,PHATRDRAFT_55126,PHATRDRAFT_49372,PHATRDRAFT_31906,PHATRDRAFT_46664,Phatr3_EG02361,PHATRDRAFT_8982,PHATRDRAFT_50097,PHATRDRAFT_44546,PHATRDRAFT_11273,PHATRDRAFT_22117,PHATRDRAFT_42245,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_28181,PHATRDRAFT_draft18,PHATRDRAFT_15815,,,,,,,,,,,
22,0.205672338577814,0.168930021042567,PHATRDRAFT_27726,PHATRDRAFT_800,PHATRDRAFT_14792,PHATRDRAFT_12902,PHATRDRAFT_55192,PHATRDRAFT_draft1186,PHATRDRAFT_55126,PHATRDRAFT_46664,Phatr3_EG02361,PHATRDRAFT_47090,PHATRDRAFT_35240,PHATRDRAFT_44546,PHATRDRAFT_11273,PHATRDRAFT_35566,PHATRDRAFT_21970,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_45428,PHATRDRAFT_draft18,PHATRDRAFT_15815,PHATRDRAFT_44384,,,,,,,,,,,
22,0.359606707775734,0.0191936802584666,PHATRDRAFT_draft870,PHATRDRAFT_23871,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_14792,PHATRDRAFT_54477,PHATRDRAFT_36256,PHATRDRAFT_22122,PHATRDRAFT_31906,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_41969,PHATRDRAFT_45846,PHATRDRAFT_36048,PHATRDRAFT_51703,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_49505,PHATRDRAFT_draft18,PHATRDRAFT_20445,,,,,,,,,,,
23,0.359606707775729,0.0472197086297975,PHATRDRAFT_27726,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_800,PHATRDRAFT_14792,PHATRDRAFT_30145,PHATRDRAFT_36256,PHATRDRAFT_29157,PHATRDRAFT_45846,PHATRDRAFT_36048,PHATRDRAFT_51703,Phatr3_EG02569,PHATRDRAFT_47667,PHATRDRAFT_33266,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_47239,PHATRDRAFT_43697,PHATRDRAFT_49842,PHATRDRAFT_40433,PHATRDRAFT_49505,PHATRDRAFT_49903,,,,,,,,,,
23,0.359606707775732,0.00711355444336287,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_800,PHATRDRAFT_54219,PHATRDRAFT_54477,PHATRDRAFT_36257,PHATRDRAFT_22122,PHATRDRAFT_31906,PHATRDRAFT_36913,Phatr3_EG02361,PHATRDRAFT_8982,PHATRDRAFT_54731,PHATRDRAFT_48078,PHATRDRAFT_45846,PHATRDRAFT_36048,PHATRDRAFT_51703,PHATRDRAFT_13005,PHATRDRAFT_50084,PHATRDRAFT_35566,PHATRDRAFT_21970,PHATRDRAFT_43697,PHATRDRAFT_49505,PHATRDRAFT_draft18,,,,,,,,,,
