Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,
4,0.399184456569527,0.27424012084898,STM2952,STM2081,STM0007,STM2473,,,,
4,0.376676091287923,0.258776851392118,STM2081,STM3069,STM0007,STM2473,,,,
4,0.376676091287923,0.258776851392118,STM1290,STM2081,STM0007,STM2473,,,,
6,0.399184456569519,0.27424012084668,STM2081,STM0772,STM4585,STM3704,STM0007,STM2473,,
6,0.381606320889903,0.262163924057995,STM1886,STM0169,STM0861,STM2952,STM0007,STM2473,,
6,0.381606320889903,0.262163924057995,STM0169,STM0861,STM2952,STM0785,STM0007,STM2473,,
6,0.381606320889898,0.262163924057091,STM1886,STM2952,STM3542,STM4485,STM0007,STM2473,,
6,0.381606320889898,0.262163924057091,STM2952,STM3542,STM4485,STM0785,STM0007,STM2473,,
6,0.356165630877979,0.244686144578544,STM1886,STM3542,STM4485,STM3069,STM0007,STM2473,,
6,0.35616563087798,0.244686144578294,STM0169,STM0861,STM3069,STM0785,STM0007,STM2473,,
6,0.356165630877979,0.244686144578544,STM1290,STM3542,STM4485,STM0785,STM0007,STM2473,,
6,0.356165630877979,0.244686144578544,STM1886,STM1290,STM3542,STM4485,STM0007,STM2473,,
6,0.35616563087798,0.244686144578294,STM1290,STM0169,STM0861,STM0785,STM0007,STM2473,,
6,0.35616563087798,0.244686144578294,STM1886,STM0169,STM0861,STM3069,STM0007,STM2473,,
6,0.356165630877979,0.244686144578544,STM3542,STM4485,STM3069,STM0785,STM0007,STM2473,,
6,0.35616563087798,0.244686144578294,STM1886,STM1290,STM0169,STM0861,STM0007,STM2473,,
7,0.381606320889904,0.262163924058414,STM4482,STM1886,STM3512,STM3541,STM2952,STM0007,STM2473,
7,0.381606320889904,0.262163924058414,STM4482,STM3512,STM3541,STM2952,STM0785,STM0007,STM2473,
7,0.35616563087798,0.244686144578315,STM4482,STM3512,STM3541,STM3069,STM0785,STM0007,STM2473,
7,0.35616563087798,0.244686144578315,STM4482,STM1886,STM3512,STM3541,STM3069,STM0007,STM2473,
7,0.35616563087798,0.244686144578315,STM4482,STM1886,STM1290,STM3512,STM3541,STM0007,STM2473,
7,0.35616563087798,0.244686144578315,STM4482,STM1290,STM3512,STM3541,STM0785,STM0007,STM2473,
8,0.381606320889898,0.262163924080395,STM1886,STM0169,STM0861,STM0772,STM4585,STM3704,STM0007,STM2473
8,0.381606320889893,0.262163924054343,STM1886,STM3542,STM4485,STM0772,STM4585,STM3704,STM0007,STM2473
8,0.381606320889898,0.262163924080395,STM0169,STM0861,STM0785,STM0772,STM4585,STM3704,STM0007,STM2473
