Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0173418688288293,0.151570602972699,STM0620,STM1749,STM2463,STM0737,STM3869,STM3709,STM4184,STM0399,STM0935,STM2338,STM2466,STM0977,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0173418688288293,0.151570602972484,STM0620,STM1749,STM2463,STM0737,STM1511,STM3869,STM4184,STM0399,STM0935,STM4578,STM2338,STM2466,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0173418688288293,0.151570602972484,STM0620,STM1749,STM2463,STM0737,STM1511,STM3869,STM3062,STM4184,STM0399,STM0935,STM2338,STM2466,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0173418688288293,0.151570380005557,STM0620,STM1749,STM2463,STM0737,STM1511,STM3869,STM4184,STM0399,STM0935,STM2338,STM2466,STM0977,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0173418688288293,0.151570380005534,STM0620,STM1749,STM2463,STM0737,STM3869,STM3709,STM4184,STM0399,STM0935,STM4578,STM2338,STM2466,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0183454630268385,0.0183619490459178,STM0620,STM1749,STM2463,STM0737,STM3869,STM3709,STM0974,STM4184,STM0399,STM0935,STM2338,STM2466,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.0173325337807989,0.153654681123967,STM0620,STM1749,STM2463,STM0737,STM3869,STM3709,STM4183,STM0399,STM0935,STM2338,STM2466,STM0977,STM0733,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.0173325327856296,0.153654252607022,STM0620,STM1749,STM2463,STM0737,STM1511,STM3869,STM4183,STM0399,STM0935,STM4578,STM2338,STM2466,STM0733,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.0173325327856296,0.153654252607022,STM0620,STM1749,STM2463,STM0737,STM1511,STM3869,STM4183,STM3062,STM0399,STM0935,STM2338,STM2466,STM0733,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.018335021730702,0.0206460281131401,STM0620,STM1749,STM2463,STM0737,STM1511,STM3869,STM4183,STM0974,STM0399,STM0935,STM2338,STM2466,STM0733,,,,,,,,,,,,,,,,,,,,,,,,,
