Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
8,0.794370180049151,0.470113038788857,b0008,b2464,b2029,b1907,b0112,b0591,b1473,b0576,,,,
8,0.794370180048731,0.470113038765969,b0008,b2464,b2029,b1907,b0112,b3035,b1473,b0576,,,,
10,0.794370180049221,0.470113038791624,b0008,b0767,b2464,b1907,b0112,b0837,b0124,b3035,b1473,b0576,,
10,0.794370180049221,0.470113038791624,b0008,b2464,b1852,b1907,b0112,b0837,b0124,b3035,b1473,b0576,,
10,0.794370180049068,0.470113038782138,b0008,b0767,b2464,b1907,b0112,b3035,b3437,b4268,b1473,b0576,,
10,0.794370180049068,0.470113038781678,b0008,b0767,b2464,b1907,b0112,b0591,b3437,b4268,b1473,b0576,,
10,0.794370180049068,0.470113038781678,b0008,b2464,b1852,b1907,b0112,b0591,b3437,b4268,b1473,b0576,,
10,0.794370180049221,0.470113038788735,b0008,b0767,b2464,b1907,b0112,b0837,b0124,b0591,b1473,b0576,,
10,0.794370180049068,0.470113038782138,b0008,b2464,b1852,b1907,b0112,b3035,b3437,b4268,b1473,b0576,,
10,0.794370180049221,0.470113038788735,b0008,b2464,b1852,b1907,b0112,b0837,b0124,b0591,b1473,b0576,,
12,0.794370180049151,0.470113038792856,b0008,b2464,b1852,b1907,b0112,b4265,b3035,b4321,b3415,b4476,b1473,b0576
12,0.794370180049179,0.470113038787422,b0008,b0767,b2464,b1907,b0112,b4265,b0591,b4321,b3415,b4476,b1473,b0576
12,0.794370180049179,0.470113038787422,b0008,b2464,b1852,b1907,b0112,b4265,b0591,b4321,b3415,b4476,b1473,b0576
12,0.794370180049151,0.470113038792856,b0008,b0767,b2464,b1907,b0112,b4265,b3035,b4321,b3415,b4476,b1473,b0576
