Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,
5,0.813238763029494,3.36103529696328,b0871,b4381,b0114,b3893,b1474,,,,,,,,,,,,,,,
6,0.813236544667056,3.36102612873271,b4384,b0871,b2407,b0114,b3893,b1474,,,,,,,,,,,,,,
6,0.812066041426641,3.35618855466728,b0474,b2518,b0871,b0114,b3893,b1474,,,,,,,,,,,,,,
6,0.811324256859889,3.35312283250046,b2297,b2458,b4381,b0114,b3893,b1474,,,,,,,,,,,,,,
6,0.582928528154871,0.00142992350268941,b2779,b0726,b0114,b2285,b3893,b1474,,,,,,,,,,,,,,
7,0.668512449765391,12.7029524086197,b0474,b0871,b0477,b0114,b2285,b3893,b1474,,,,,,,,,,,,,
7,0.811324256859889,3.35312283250046,b3115,b1849,b2296,b4381,b0114,b3893,b1474,,,,,,,,,,,,,
7,0.641090932642615,0.00157259609011834,b1525,b4015,b2661,b0726,b2285,b3893,b1474,,,,,,,,,,,,,
7,0.810157046378435,3.34829886739808,b0474,b2518,b2297,b2458,b0114,b3893,b1474,,,,,,,,,,,,,
7,0.811324256859888,3.35312283245282,b1241,b0351,b2297,b2458,b0114,b3893,b1474,,,,,,,,,,,,,
7,0.811322048929994,3.35311370756545,b4384,b2297,b2458,b2407,b0114,b3893,b1474,,,,,,,,,,,,,
7,0.81809992024907,0.182909566539153,b1241,b0351,b0871,b0726,b0114,b3893,b1474,,,,,,,,,,,,,
8,0.666488130738265,12.7250485601038,b4384,b2297,b2458,b0477,b0114,b2285,b3893,b1474,,,,,,,,,,,,
8,0.623992419524972,4.88483631218673,b0871,b1525,b2661,b0726,b0114,b2285,b3893,b1474,,,,,,,,,,,,
8,0.813238763029494,3.36103529690607,b3399,b2744,b0871,b2361,b2291,b0114,b3893,b1474,,,,,,,,,,,,
8,0.81132425685987,3.35312283239606,b1241,b0351,b3115,b1849,b2296,b0114,b3893,b1474,,,,,,,,,,,,
8,0.810157046378381,3.3482988673171,b0474,b2518,b3115,b1849,b2296,b0114,b3893,b1474,,,,,,,,,,,,
8,0.811322048929962,3.35311370733537,b4384,b3115,b1849,b2296,b2407,b0114,b3893,b1474,,,,,,,,,,,,
8,0.816085114939395,0.231714826099564,b4384,b2297,b2458,b0477,b0726,b0114,b3893,b1474,,,,,,,,,,,,
9,0.621903231539466,4.93544336672211,b2297,b2458,b1493,b3517,b0726,b0114,b2285,b3893,b1474,,,,,,,,,,,
9,0.666488130738191,12.7250485598585,b0474,b3115,b1849,b2296,b0477,b0114,b2285,b3893,b1474,,,,,,,,,,,
10,0.621903231539442,4.93544336672113,b3115,b1849,b2296,b1525,b2661,b0726,b0114,b2285,b3893,b1474,,,,,,,,,,
10,0.82240764590511,0.0785621796766408,b0871,b2925,b2097,b3236,b3946,b0825,b0726,b0114,b3893,b1474,,,,,,,,,,
11,0.825306177103191,0.0083501511983686,b0871,b2925,b2097,b1525,b3946,b0825,b2661,b0726,b0114,b3893,b1474,,,,,,,,,
12,0.820263181188626,0.130508219704954,b3115,b1849,b2296,b2925,b2097,b3236,b3946,b0825,b0726,b0114,b3893,b1474,,,,,,,,
13,0.715990612092294,2.65633529817952,b0871,b2925,b2097,b3236,b1779,b2690,b2210,b0675,b0822,b1727,b0114,b3893,b1474,,,,,,,
16,0.548338098384071,2.2662270754102,b4467,b1478,b1241,b2297,b2458,b1004,b3713,b1109,b0046,b3236,b1602,b1380,b2660,b2285,b3893,b1474,,,,
16,0.548338098383996,2.2662270751193,b4467,b3926,b3115,b1849,b2296,b1004,b3713,b1109,b0046,b3236,b1602,b1380,b2660,b2285,b3893,b1474,,,,
16,0.545923865958647,0.439823016805788,b3553,b2297,b2458,b1004,b3713,b1109,b0046,b3236,b1033,b1602,b2913,b1727,b1380,b2285,b3893,b1474,,,,
16,0.545923865958701,0.439823016752428,b4467,b3115,b1849,b2296,b1004,b3713,b1109,b0046,b3236,b1602,b2913,b1727,b1380,b2285,b3893,b1474,,,,
16,0.548338098384014,2.26622707514482,b3553,b3926,b2297,b2458,b1004,b3713,b1109,b0046,b3236,b1033,b1602,b1380,b2660,b2285,b3893,b1474,,,,
17,0.548338098383996,2.26622707525942,b4467,b1478,b1241,b3115,b1849,b2296,b1004,b3713,b1109,b0046,b3236,b1602,b1380,b2660,b2285,b3893,b1474,,,
17,0.548338098384065,2.26622707526876,b3553,b3115,b1849,b2296,b1004,b3713,b1109,b0046,b3236,b1033,b1602,b1727,b1380,b2660,b2285,b3893,b1474,,,
18,0.552489431826707,0.445112558277814,b4467,b0474,b2518,b1241,b0351,b0871,b1004,b3713,b1109,b0046,b3236,b1602,b1727,b1380,b2660,b2285,b3893,b1474,,
20,0.550504340857028,2.27517994079698,b3553,b3942,b1732,b3115,b1849,b2296,b3844,b1004,b3713,b1109,b0046,b2210,b1033,b1602,b1727,b1380,b0606,b2285,b3893,b1474
