Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
9,0.335224916724022,1.72493940817584,b0727,b2587,b4077,b4015,b0767,b2297,b2458,b1676,b1854,,,
9,0.335224916724022,1.72493940817584,b2587,b4077,b4015,b0767,b2297,b2458,b1676,b1854,b0729,,,
9,0.335224916724022,1.72493940817584,b0727,b2587,b1852,b4077,b4015,b2297,b2458,b1676,b1854,,,
9,0.335224916724022,1.72493940817584,b2587,b4077,b2029,b4015,b2297,b2458,b1676,b1854,b0729,,,
9,0.335224916724022,1.72493940817584,b2587,b1852,b4077,b4015,b2297,b2458,b1676,b1854,b0729,,,
9,0.335224916724022,1.72493940817584,b0727,b2587,b4077,b2029,b4015,b2297,b2458,b1676,b1854,,,
10,0.456197460907304,5.25705946147605,b0727,b2587,b4077,b4015,b1603,b3962,b2297,b2458,b1676,b1854,,
10,0.456197460907304,5.25705946147605,b2587,b4077,b4015,b1603,b3962,b2297,b2458,b1676,b1854,b0729,,
10,0.335224916724022,1.72493940817584,b1849,b3115,b2296,b2587,b4077,b2029,b4015,b1676,b1854,b0729,,
10,0.335224916724022,1.72493940817584,b1849,b3115,b2296,b0727,b2587,b1852,b4077,b4015,b1676,b1854,,
10,0.335224916724022,1.72493940817584,b1849,b3115,b2296,b0727,b2587,b4077,b4015,b0767,b1676,b1854,,
10,0.335224916724022,1.72493940817584,b2587,b4077,b4014,b2976,b0767,b2297,b2458,b1676,b1854,b0729,,
10,0.335224916724022,1.72493940817584,b0727,b2587,b4077,b4014,b2976,b0767,b2297,b2458,b1676,b1854,,
10,0.335224916724022,1.72493940817584,b2587,b1852,b4077,b4014,b2976,b2297,b2458,b1676,b1854,b0729,,
10,0.335224916724022,1.72493940817584,b1849,b3115,b2296,b0727,b2587,b4077,b2029,b4015,b1676,b1854,,
10,0.335224916724022,1.72493940817584,b0727,b2587,b4077,b2029,b4014,b2976,b2297,b2458,b1676,b1854,,
10,0.335224916724022,1.72493940817584,b1849,b3115,b2296,b2587,b4077,b4015,b0767,b1676,b1854,b0729,,
10,0.335224916724022,1.72493940817584,b1849,b3115,b2296,b2587,b1852,b4077,b4015,b1676,b1854,b0729,,
10,0.335224916724022,1.72493940817584,b2587,b4077,b2029,b4014,b2976,b2297,b2458,b1676,b1854,b0729,,
10,0.335224916724022,1.72493940817584,b0727,b2587,b1852,b4077,b4014,b2976,b2297,b2458,b1676,b1854,,
11,0.456197460907304,5.25705946147605,b0727,b2587,b4077,b4014,b2976,b1603,b3962,b2297,b2458,b1676,b1854,
11,0.456197460907304,5.25705946147605,b1849,b3115,b2296,b2587,b4077,b4015,b1603,b3962,b1676,b1854,b0729,
11,0.456197460907304,5.25705946147605,b1849,b3115,b2296,b0727,b2587,b4077,b4015,b1603,b3962,b1676,b1854,
11,0.456197460907304,5.25705946147605,b2587,b4077,b4014,b2976,b1603,b3962,b2297,b2458,b1676,b1854,b0729,
11,0.335224916724022,1.72493940817584,b1849,b3115,b2296,b0727,b2587,b1852,b4077,b4014,b2976,b1676,b1854,
11,0.335224916724022,1.72493940817584,b1849,b3115,b2296,b2587,b4077,b4014,b2976,b0767,b1676,b1854,b0729,
11,0.335224916724022,1.72493940817584,b1849,b3115,b2296,b2587,b4077,b2029,b4014,b2976,b1676,b1854,b0729,
11,0.335224916724022,1.72493940817584,b1849,b3115,b2296,b0727,b2587,b4077,b2029,b4014,b2976,b1676,b1854,
11,0.335224916724022,1.72493940817584,b1849,b3115,b2296,b0727,b2587,b4077,b4014,b2976,b0767,b1676,b1854,
11,0.335224916724022,1.72493940817584,b1849,b3115,b2296,b2587,b1852,b4077,b4014,b2976,b1676,b1854,b0729,
12,0.456197460907304,5.25705946147605,b1849,b3115,b2296,b2587,b4077,b4014,b2976,b1603,b3962,b1676,b1854,b0729
12,0.456197460907304,5.25705946147605,b1849,b3115,b2296,b0727,b2587,b4077,b4014,b2976,b1603,b3962,b1676,b1854
