Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
2,0.359606707775733,0.0193233970209125,PHATRDRAFT_10454,PHATRDRAFT_20310,,,,,
2,0.359606707775703,0.0193233970209109,PHATRDRAFT_10454,PHATRDRAFT_23913,,,,,
2,0.359606707775729,0.0193233970209123,PHATRDRAFT_10454,PHATRDRAFT_48078,,,,,
2,0.359606707775731,0.0193233970209124,PHATRDRAFT_10454,PHATRDRAFT_859,,,,,
2,0.359606707775704,0.0193233970209109,PHATRDRAFT_10454,PHATRDRAFT_42245,,,,,
2,0.35960670777573,0.0120477818708841,PHATRDRAFT_30145,PHATRDRAFT_10454,,,,,
3,0.359606707775843,0.0193233970210656,PHATRDRAFT_45947,PHATRDRAFT_10454,PHATRDRAFT_28068,,,,
3,0.359606707775731,0.00820959254347814,PHATRDRAFT_19708,PHATRDRAFT_10454,PHATRDRAFT_18064,,,,
4,0.359606707775759,0.0397962274733492,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_48078,,,
4,0.359606707775731,0.0397962274733463,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,,,
4,0.359606707775806,0.0397962274733545,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,,,
4,0.359606707775733,0.0337332148483252,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693,,,
4,0.359606707775731,0.0337332148483227,PHATRDRAFT_26290,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,,,
4,0.359606707775733,0.0337332148483252,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,,,
4,0.359606707775731,0.0147138094421173,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_859,PHATRDRAFT_10693,,,
4,0.359606707775731,0.0147138094421173,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_859,,,
4,0.359606707775977,0.0120477818708944,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_10454,PHATRDRAFT_55069,,,
4,0.359606707775731,0.00865079681709369,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693,,,
4,0.359606707775731,0.0120477818708818,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_14401,PHATRDRAFT_10454,,,
5,0.359606707775705,0.0397962274733434,PHATRDRAFT_45947,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_28068,PHATRDRAFT_10693,,
7,0.359606707775732,0.0212732200109402,PHATRDRAFT_13643,PHATRDRAFT_42015,PHATRDRAFT_54478,PHATRDRAFT_28191,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372
