Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,
7,0.0498361550368887,0.186043051350985,CLJU_RS11895,CLJU_RS00610,CLJU_RS01155,CLJU_RS08715,CLJU_RS06110,CLJU_RS18530,CLJU_RS05590,,,
7,0.0498361550368887,0.186043051350985,CLJU_RS11880,CLJU_RS00965,CLJU_RS01155,CLJU_RS08715,CLJU_RS06110,CLJU_RS18530,CLJU_RS05590,,,
7,0.0498361550368887,0.186043051350985,CLJU_RS11895,CLJU_RS00965,CLJU_RS01155,CLJU_RS08715,CLJU_RS06110,CLJU_RS18530,CLJU_RS05590,,,
7,0.0498361550368887,0.186043051350985,CLJU_RS11880,CLJU_RS00610,CLJU_RS01155,CLJU_RS08715,CLJU_RS06110,CLJU_RS18530,CLJU_RS05590,,,
10,0.17110446244946,0.00279503417022532,CLJU_RS11880,CLJU_RS06265,CLJU_RS09865,CLJU_RS09915,CLJU_RS07210,CLJU_RS03475,CLJU_RS08715,CLJU_RS11985,CLJU_RS10705,CLJU_RS18530
10,0.17110446244946,0.00279503417022532,CLJU_RS06265,CLJU_RS11895,CLJU_RS09865,CLJU_RS09915,CLJU_RS07210,CLJU_RS03475,CLJU_RS08715,CLJU_RS11985,CLJU_RS10705,CLJU_RS18530
10,0.17110446244946,0.00279503417022532,CLJU_RS11895,CLJU_RS09865,CLJU_RS09915,CLJU_RS07210,CLJU_RS03475,CLJU_RS08715,CLJU_RS11985,CLJU_RS10705,CLJU_RS06260,CLJU_RS18530
10,0.17110446244946,0.00279503417022532,CLJU_RS11880,CLJU_RS09865,CLJU_RS09915,CLJU_RS07210,CLJU_RS03475,CLJU_RS08715,CLJU_RS11985,CLJU_RS10705,CLJU_RS06260,CLJU_RS18530
