Deletion size,Max growth rate,Min production rate,Deleted genes,,,
3,0.323119524575596,0.0255109822735449,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_21970,
3,0.323119524575689,0.0255109822734833,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_28181,
4,0.323119524575595,0.0255109822735776,PHATRDRAFT_54015,PHATRDRAFT_17720,PHATRDRAFT_12331,PHATRDRAFT_21970
4,0.32311952457545,0.0255109822734704,PHATRDRAFT_54015,PHATRDRAFT_11319,PHATRDRAFT_38946,PHATRDRAFT_21970
4,0.323119524575364,0.0255109822735822,PHATRDRAFT_54015,PHATRDRAFT_48078,PHATRDRAFT_38085,PHATRDRAFT_28181
4,0.323119524575372,0.0255109822735827,PHATRDRAFT_54015,PHATRDRAFT_51970,PHATRDRAFT_28181,YP_874486_AT1
4,0.32311952457532,0.0255109822735122,PHATRDRAFT_54015,PHATRDRAFT_20310,PHATRDRAFT_38085,PHATRDRAFT_21970
4,0.323119524575382,0.0255109822735716,PHATRDRAFT_54015,PHATRDRAFT_38946,PHATRDRAFT_21970,PHATRDRAFT_51970
4,0.323119524575206,0.0255109822734978,PHATRDRAFT_54015,PHATRDRAFT_31436,PHATRDRAFT_28181,YP_874486_AT1
4,0.32311952457545,0.0255109822734704,PHATRDRAFT_54015,PHATRDRAFT_41969,PHATRDRAFT_38946,PHATRDRAFT_21970
4,0.323119524575206,0.0255109822734978,PHATRDRAFT_54015,PHATRDRAFT_19979,PHATRDRAFT_38085,PHATRDRAFT_28181
4,0.323119524575374,0.0255109822735609,PHATRDRAFT_54015,PHATRDRAFT_12331,PHATRDRAFT_42245,PHATRDRAFT_28181
4,0.32311952457532,0.0255109822735122,PHATRDRAFT_54015,PHATRDRAFT_20310,PHATRDRAFT_38946,PHATRDRAFT_21970
4,0.323119524575426,0.0255109822734646,PHATRDRAFT_54015,PHATRDRAFT_12331,PHATRDRAFT_21970,PHATRDRAFT_42245
4,0.323119524575147,0.0255109822734892,PHATRDRAFT_54015,PHATRDRAFT_38946,PHATRDRAFT_21970,PHATRDRAFT_42245
4,0.323119524575206,0.0255109822734978,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_35691,PHATRDRAFT_28181
4,0.323119524575595,0.0255109822735776,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_12331,PHATRDRAFT_21970
4,0.32311952457545,0.0255109822734704,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_20318,PHATRDRAFT_21970
4,0.323119524575206,0.0255109822734978,PHATRDRAFT_54015,PHATRDRAFT_11319,PHATRDRAFT_28181,YP_874486_AT1
4,0.323119524575362,0.0255109822735403,PHATRDRAFT_54015,PHATRDRAFT_12331,PHATRDRAFT_51970,PHATRDRAFT_28181
