Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
5,0.634027535286586,2.61003320573721,b1479,b2463,b0767,b1676,b1854,,
5,0.634027535286586,2.61003320573721,b2029,b1479,b2463,b1676,b1854,,
5,0.572359610642004,0.0344846665411822,b3236,b0767,b1676,b1854,b0721,,
5,0.572359610642004,0.0344846665411822,b2029,b3236,b1676,b1854,b0721,,
6,0.703730581380757,1.88281741566582,b1479,b2463,b1603,b3962,b1676,b1854,
6,0.484381255761315,0.02918397065962,b0727,b4015,b3236,b0767,b1676,b1854,
6,0.484381255761315,0.02918397065962,b4015,b3236,b0767,b1676,b1854,b0729,
6,0.484381255761315,0.02918397065962,b2029,b4015,b3236,b1676,b1854,b0729,
6,0.484381255761315,0.02918397065962,b0727,b2029,b4015,b3236,b1676,b1854,
7,0.572359610642004,0.0344846665411804,b1611,b4122,b1612,b2029,b3236,b1676,b1854
7,0.572359610642004,0.0344846665411804,b1611,b4122,b1612,b3236,b0767,b1676,b1854
7,0.484381255761315,0.02918397065962,b0727,b4014,b2976,b3236,b0767,b1676,b1854
7,0.484381255761315,0.02918397065962,b0727,b2029,b4014,b2976,b3236,b1676,b1854
7,0.484381255761315,0.02918397065962,b4014,b2976,b3236,b0767,b1676,b1854,b0729
7,0.484381255761315,0.02918397065962,b2029,b4014,b2976,b3236,b1676,b1854,b0729
7,0.404116328926445,0.0243480088178192,b2029,b3236,b2463,b1603,b1676,b1854,b0729
7,0.404116328926445,0.0243480088178192,b0727,b2029,b3236,b2463,b1603,b1676,b1854
7,0.404116328926445,0.0243480088178192,b0727,b3236,b2463,b1603,b0767,b1676,b1854
7,0.404116328926445,0.0243480088178192,b3236,b2463,b1603,b0767,b1676,b1854,b0729
