Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.105949120692338,0.090933807268898,PHATRDRAFT_20342,PHATRDRAFT_27726,PHATRDRAFT_800,PHATRDRAFT_12902,PHATRDRAFT_26290,PHATRDRAFT_55126,PHATRDRAFT_48983,PHATRDRAFT_22404,PHATRDRAFT_3046,PHATRDRAFT_38509,PHATRDRAFT_50742,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_859,PHATRDRAFT_22117,PHATRDRAFT_43697,PHATRDRAFT_45428,PHATRDRAFT_28181,PHATRDRAFT_12452,Phatr3_EG02611,PHATRDRAFT_54528,Phatr3_EG02292,,,,,,,,,,
24,0.105949120692452,0.0909338072728999,PHATRDRAFT_26934,PHATRDRAFT_20342,PHATRDRAFT_27726,PHATRDRAFT_800,PHATRDRAFT_12902,PHATRDRAFT_30145,PHATRDRAFT_55126,PHATRDRAFT_22404,PHATRDRAFT_3046,PHATRDRAFT_38509,PHATRDRAFT_draft348,PHATRDRAFT_31599,PHATRDRAFT_50742,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_48078,PHATRDRAFT_21970,PHATRDRAFT_22117,PHATRDRAFT_43697,PHATRDRAFT_45428,PHATRDRAFT_12452,Phatr3_EG02611,,,,,,,,,,
24,0.105949120692525,0.0909338072700975,PHATRDRAFT_26934,PHATRDRAFT_20342,PHATRDRAFT_800,PHATRDRAFT_30145,PHATRDRAFT_55126,PHATRDRAFT_48983,PHATRDRAFT_22404,PHATRDRAFT_3046,PHATRDRAFT_draft1572,PHATRDRAFT_31906,PHATRDRAFT_29702,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_48078,PHATRDRAFT_21970,PHATRDRAFT_22117,PHATRDRAFT_42245,PHATRDRAFT_15777,PHATRDRAFT_43697,PHATRDRAFT_45428,PHATRDRAFT_12452,Phatr3_EG02611,,,,,,,,,,
24,0.105949120692439,0.0909338072699969,PHATRDRAFT_20342,PHATRDRAFT_800,PHATRDRAFT_12902,Phatr3_EG02232,PHATRDRAFT_26290,PHATRDRAFT_55126,PHATRDRAFT_22404,PHATRDRAFT_3046,PHATRDRAFT_31906,PHATRDRAFT_31599,PHATRDRAFT_29702,PHATRDRAFT_50742,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_48078,PHATRDRAFT_35566,PHATRDRAFT_54355,PHATRDRAFT_43697,PHATRDRAFT_45428,PHATRDRAFT_28181,PHATRDRAFT_12452,Phatr3_EG02611,,,,,,,,,,
25,0.103308563317951,0.110599610446229,PHATRDRAFT_20342,PHATRDRAFT_800,PHATRDRAFT_12902,PHATRDRAFT_30145,Phatr3_EG02232,PHATRDRAFT_55126,PHATRDRAFT_49372,PHATRDRAFT_22404,PHATRDRAFT_3046,PHATRDRAFT_31906,PHATRDRAFT_31599,PHATRDRAFT_50742,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_50097,PHATRDRAFT_48078,PHATRDRAFT_20310,Phatr3_EG02569,PHATRDRAFT_39772,PHATRDRAFT_43697,PHATRDRAFT_28181,PHATRDRAFT_12452,Phatr3_EG02611,,,,,,,,,
25,0.103935852237808,0.105927816319285,PHATRDRAFT_20342,PHATRDRAFT_800,PHATRDRAFT_26290,PHATRDRAFT_55126,PHATRDRAFT_22404,PHATRDRAFT_3046,PHATRDRAFT_34120,PHATRDRAFT_29016,PHATRDRAFT_31906,PHATRDRAFT_29702,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_54731,PHATRDRAFT_48078,PHATRDRAFT_13005,PHATRDRAFT_50084,Phatr3_EG02569,PHATRDRAFT_21970,PHATRDRAFT_42245,PHATRDRAFT_15777,PHATRDRAFT_43697,PHATRDRAFT_45428,PHATRDRAFT_12452,Phatr3_EG02611,PHATRDRAFT_41686,,,,,,,,,
25,0.10393585223776,0.105927816319076,PHATRDRAFT_20342,PHATRDRAFT_800,PHATRDRAFT_12902,PHATRDRAFT_30145,PHATRDRAFT_55192,PHATRDRAFT_55126,PHATRDRAFT_22404,PHATRDRAFT_3046,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_31906,PHATRDRAFT_29702,PHATRDRAFT_50742,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_859,Phatr3_EG02569,PHATRDRAFT_21970,PHATRDRAFT_43697,PHATRDRAFT_45428,PHATRDRAFT_12452,Phatr3_EG02611,PHATRDRAFT_43604,,,,,,,,,
25,0.105949120692511,0.0909338072694009,PHATRDRAFT_26934,PHATRDRAFT_20342,PHATRDRAFT_800,PHATRDRAFT_12902,PHATRDRAFT_30145,PHATRDRAFT_55126,PHATRDRAFT_22404,PHATRDRAFT_3046,PHATRDRAFT_40430,PHATRDRAFT_31906,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_54731,PHATRDRAFT_859,PHATRDRAFT_13005,PHATRDRAFT_50084,PHATRDRAFT_35566,PHATRDRAFT_42245,PHATRDRAFT_39772,PHATRDRAFT_43697,PHATRDRAFT_45428,PHATRDRAFT_28181,PHATRDRAFT_12452,Phatr3_EG02611,PHATRDRAFT_41686,,,,,,,,,
25,0.105949120692441,0.0909338072691197,PHATRDRAFT_20342,PHATRDRAFT_800,PHATRDRAFT_12902,PHATRDRAFT_26290,PHATRDRAFT_55126,PHATRDRAFT_48983,PHATRDRAFT_22404,PHATRDRAFT_3046,PHATRDRAFT_40430,PHATRDRAFT_31906,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_54731,PHATRDRAFT_859,PHATRDRAFT_13005,PHATRDRAFT_50084,PHATRDRAFT_35566,PHATRDRAFT_42245,PHATRDRAFT_39772,PHATRDRAFT_43697,PHATRDRAFT_45428,PHATRDRAFT_28181,PHATRDRAFT_12452,Phatr3_EG02611,PHATRDRAFT_41686,,,,,,,,,
26,0.0926330887638824,0.190106226514016,PHATRDRAFT_20342,PHATRDRAFT_27726,PHATRDRAFT_800,PHATRDRAFT_26290,PHATRDRAFT_55126,PHATRDRAFT_22404,PHATRDRAFT_3046,PHATRDRAFT_40430,PHATRDRAFT_38509,PHATRDRAFT_draft1572,PHATRDRAFT_28191,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_54731,PHATRDRAFT_48078,PHATRDRAFT_13005,PHATRDRAFT_50084,PHATRDRAFT_21970,PHATRDRAFT_22117,PHATRDRAFT_42245,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_12452,Phatr3_EG02611,,,,,,,,
26,0.103308563317944,0.110599610445661,PHATRDRAFT_20342,PHATRDRAFT_800,PHATRDRAFT_12902,PHATRDRAFT_55126,PHATRDRAFT_49372,PHATRDRAFT_22404,PHATRDRAFT_3046,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_38509,PHATRDRAFT_draft1572,PHATRDRAFT_31906,PHATRDRAFT_50742,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_50097,PHATRDRAFT_54731,PHATRDRAFT_48078,PHATRDRAFT_13005,PHATRDRAFT_50084,Phatr3_EG02569,PHATRDRAFT_21970,PHATRDRAFT_42245,PHATRDRAFT_43697,PHATRDRAFT_12452,Phatr3_EG02611,,,,,,,,
