Deletion size,Max growth rate,Min production rate,Deleted genes,,,
1,0.222794265715253,0.615425268568173,CLJU_RS05135,,,
4,0.189518478429714,1.04254190791889,CLJU_RS00965,CLJU_RS01155,CLJU_RS06110,CLJU_RS05590
4,0.189518478429714,1.04254190791891,CLJU_RS00610,CLJU_RS01155,CLJU_RS06110,CLJU_RS05590
